"21","597","1738","date","other"
"6","6","2","2019-12-19","0"
"20","20","6","2020-01-02","0"
"23","23","6","2020-01-16","0"
"23","23","6","2020-01-30","0"
"23","23","6","2020-02-13","0"
"20","20","6","2020-02-27","0"
"24","24","7","2020-03-12","0"
"24","24","7","2020-03-26","0"
"24","24","7","2020-04-09","0"
"20","20","6","2020-04-23","0"
"21","21","6","2020-05-07","0"
"23","23","6","2020-05-21","0"
"21","21","6","2020-06-04","0"
"23","23","6","2020-06-18","0"
"20","20","6","2020-07-02","0"
"20","20","6","2020-07-16","0"
"21","21","6","2020-07-30","0"
"17","17","5","2020-08-13","0"
"18","18","5","2020-08-27","0"
"24","24","7","2020-09-10","0"
"23","23","6","2020-09-24","0"
"27","27","8","2020-10-08","0"
"26","26","7","2020-10-22","0"
"21","21","6","2020-11-05","0"
"29","29","8","2020-11-19","0"
"26","26","7","2020-12-03","0"
"27","27","8","2020-12-17","0"
"24","24","7","2020-12-31","0"
"23","23","6","2021-01-14","0"
"29","29","8","2021-01-28","0"
"12","12","3","2021-02-11","0"
"21","21","6","2021-02-25","0"
"21","21","6","2021-03-11","0"
"21","21","6","2021-03-25","0"
"21","21","6","2021-04-08","0"
"21","21","6","2021-04-22","0"
"21","21","6","2021-05-06","0"
