"9","492","493","597","599","1676","1678","1756","3834","3987","4364","7948","date","other"
"9","9","10","","9","","","","","","","","2017-09-15","0"
"19","18","21","","18","","","","","","","","2017-09-29","0"
"19","18","21","","18","","","","","","","","2017-10-13","0"
"20","20","23","","20","","","","","","","","2017-10-27","0"
"22","21","25","","21","","","","","","","","2017-11-10","0"
"24","21","27","","23","","","","","","","","2017-11-24","0"
"24","21","27","","23","","","","","","","","2017-12-08","0"
"24","21","27","","23","","","","","4","","","2017-12-22","0"
"19","17","22","","19","","","","","4","","","2018-01-05","0"
"20","17","22","","19","","","","","5","","","2018-01-19","0"
"18","16","20","","17","","","","","4","","","2018-02-02","0"
"15","13","17","","14","","","","","4","","","2018-02-16","0"
"19","16","21","","18","","","","","5","","","2018-03-02","0"
"15","13","17","","14","","","","","5","","","2018-03-16","0"
"15","13","17","","14","","","","","5","","","2018-03-30","0"
"15","13","17","","14","","","","","5","","","2018-04-13","0"
"27","23","30","","25","","","","","8","","","2018-04-27","0"
"27","23","30","","25","","","","","8","","","2018-05-11","0"
"27","23","30","","25","","","","","8","","","2018-05-25","0"
"27","23","30","","25","","","","","8","","","2018-06-08","0"
"27","23","30","","25","","","","","8","","","2018-06-22","0"
"27","23","30","","25","","","","","8","","","2018-07-06","0"
"27","23","51","","25","","","","","9","","","2018-07-20","0"
"27","25","53","2","27","","","","","9","","","2018-08-03","0"
"32","33","66","10","35","6","","7","","14","6","5","2018-08-17","0"
"37","33","72","10","35","11","","13","10","19","12","10","2018-08-31","0"
"39","34","74","10","37","11","","13","10","20","12","10","2018-09-14","0"
"39","34","74","10","37","11","","13","10","20","12","10","2018-09-28","0"
"39","34","74","10","37","11","","13","10","20","12","10","2018-10-12","0"
"39","34","74","10","37","11","","13","10","20","12","10","2018-10-26","0"
"39","34","74","10","37","11","3","13","10","20","12","10","2018-11-09","0"
"39","34","74","10","37","11","5","13","10","20","12","10","2018-11-23","0"
"39","34","74","10","37","11","5","13","10","20","12","10","2018-12-07","0"
"40","35","75","10","38","11","6","13","10","21","12","10","2018-12-21","0"
"37","33","70","9","35","10","6","12","9","20","11","9","2019-01-04","0"
"40","35","75","10","38","11","6","13","10","21","12","10","2019-01-18","0"
"40","35","75","10","38","12","6","13","10","21","13","10","2019-02-01","0"
"40","35","76","10","38","12","6","13","10","21","13","10","2019-02-15","0"
"41","35","64","10","38","13","6","13","10","22","14","10","2019-03-01","0"
"27","22","8","6","24","8","4","8","6","15","10","6","2019-03-15","0"
"3","2","1","1","3","1","0","1","1","2","1","1","2019-03-29","0"
"40","32","11","8","34","12","6","11","8","23","14","8","2019-04-12","0"
"44","34","12","9","37","13","6","12","9","25","15","9","2019-04-26","0"
"13","10","3","3","11","4","2","3","3","7","4","3","2019-05-10","0"
"31","24","9","6","26","9","4","9","6","18","11","6","2019-05-24","0"
"47","36","13","10","40","15","6","13","10","27","16","10","2019-06-07","0"
"47","36","13","10","40","15","6","13","10","27","16","10","2019-06-21","0"
