"19","113","701","1663","3859","5160","date","other"
"2","3","2","","1","","2017-09-15","0"
"27","34","22","5","10","","2017-09-29","0"
"28","34","22","6","10","","2017-10-13","0"
"18","21","14","4","7","","2017-10-27","0"
"24","28","19","5","10","","2017-11-10","0"
"19","22","15","5","8","","2017-11-24","0"
"24","28","19","6","10","","2017-12-08","0"
"22","25","17","5","9","","2017-12-22","0"
"24","28","19","6","10","","2018-01-05","0"
"24","28","19","6","10","","2018-01-19","0"
"24","28","19","6","10","","2018-02-02","0"
"22","25","17","5","9","","2018-02-16","0"
"22","25","17","5","9","","2018-03-02","0"
"19","22","15","5","8","","2018-03-16","0"
"25","29","20","7","11","","2018-03-30","0"
"20","23","16","6","9","","2018-04-13","0"
"39","45","31","11","17","","2018-04-27","0"
"39","45","31","11","17","","2018-05-11","0"
"39","45","31","11","17","","2018-05-25","0"
"39","45","31","11","17","","2018-06-08","0"
"39","45","31","11","17","","2018-06-22","0"
"39","45","31","11","17","","2018-07-06","0"
"39","45","31","11","17","","2018-07-20","0"
"39","45","31","11","17","","2018-08-03","0"
"39","45","31","11","17","","2018-08-17","0"
"39","45","31","11","17","","2018-08-31","0"
"39","45","31","11","17","","2018-09-14","0"
"39","45","31","11","17","","2018-09-28","0"
"39","45","31","11","17","","2018-10-12","0"
"39","45","31","11","17","","2018-10-26","0"
"39","45","31","11","17","","2018-11-09","0"
"39","45","31","11","17","","2018-11-23","0"
"39","45","31","11","17","","2018-12-07","0"
"39","45","31","11","17","","2018-12-21","0"
"39","45","31","11","17","","2019-01-04","0"
"36","42","29","10","16","","2019-01-18","0"
"39","45","31","11","17","","2019-02-01","0"
"39","45","31","12","17","","2019-02-15","0"
"39","45","32","12","17","","2019-03-01","0"
"17","19","14","5","7","","2019-03-15","0"
"8","10","7","3","4","","2019-03-29","0"
"36","42","30","11","16","","2019-04-12","0"
"39","45","32","12","17","","2019-04-26","0"
"14","16","11","4","6","","2019-05-10","0"
"29","34","24","9","13","","2019-05-24","0"
"46","54","38","14","21","","2019-06-07","0"
"43","50","35","13","19","","2019-06-21","0"
"43","50","35","13","19","","2019-07-05","0"
"43","50","35","13","19","","2019-07-19","0"
"40","47","33","12","18","","2019-08-02","0"
"43","50","35","13","19","","2019-08-16","0"
"40","47","33","12","18","","2019-08-30","0"
"43","50","35","13","19","","2019-09-13","0"
"43","50","35","13","19","","2019-09-27","0"
"40","47","33","12","18","","2019-10-11","0"
"43","50","35","13","19","","2019-10-25","0"
"37","44","31","11","17","","2019-11-08","0"
"40","47","33","12","18","0","2019-11-22","0"
"40","47","33","12","18","5","2019-12-06","0"
"43","50","35","13","19","5","2019-12-20","0"
"37","44","31","11","17","5","2020-01-03","0"
"40","47","33","12","18","5","2020-01-17","0"
"37","44","31","11","17","5","2020-01-31","0"
"43","50","35","13","19","5","2020-02-14","0"
"46","54","38","14","21","6","2020-02-28","0"
"40","47","33","12","18","5","2020-03-13","0"
"34","40","28","10","15","4","2020-03-27","0"
"40","47","33","12","18","5","2020-04-10","0"
"37","44","31","11","17","5","2020-04-24","0"
"43","50","35","13","19","5","2020-05-08","0"
"40","47","33","12","18","5","2020-05-22","0"
"40","47","33","12","18","5","2020-06-05","0"
"40","47","33","12","18","5","2020-06-19","0"
"49","57","40","15","22","6","2020-07-03","0"
"34","40","28","10","15","4","2020-07-17","0"
"43","50","35","13","19","5","2020-07-31","0"
"31","37","26","9","14","4","2020-08-14","0"
"37","44","31","11","17","5","2020-08-28","0"
"43","50","35","13","19","5","2020-09-11","0"
"49","57","40","15","22","6","2020-09-25","0"
"40","47","33","12","18","5","2020-10-09","0"
"66","77","54","20","30","8","2020-10-23","0"
"60","71","50","18","27","8","2020-11-06","0"
"51","60","42","15","23","6","2020-11-20","0"
"51","60","42","15","23","6","2020-12-04","0"
"49","57","40","15","22","6","2020-12-18","0"
"40","48","33","12","18","6","2021-01-01","0"
"63","75","52","19","28","9","2021-01-15","0"
"46","55","38","14","21","7","2021-01-29","0"
"54","65","45","16","24","8","2021-02-12","0"
"43","51","35","13","19","6","2021-02-26","0"
"43","51","35","13","19","6","2021-03-12","0"
"43","51","35","13","19","6","2021-03-26","0"
"40","48","33","12","18","6","2021-04-09","0"
"40","48","33","12","18","6","2021-04-23","0"
"40","48","33","12","18","6","2021-05-07","0"
"40","48","33","12","18","6","2021-05-21","0"
