"19","492","597","1625","1664","3798","3871","3964","3968","4004","4182","4305","4726","5379","5537","date","other"
"","7","7","1","","","","","","","","","","","","2018-01-05","0"
"","12","12","3","","","","","","","","","","","","2018-01-19","0"
"","15","15","3","","","","","","","","","","","","2018-02-02","0"
"","15","15","3","","","","","","","","","","","","2018-02-16","0"
"","16","17","4","","","","","","","","","","","","2018-03-02","0"
"","12","12","3","","","","","","","","","","","","2018-03-16","0"
"","12","12","3","","","","","","","","","","","","2018-03-30","0"
"","13","14","3","","","","","","","","","","","","2018-04-13","0"
"","23","24","6","","","","","","","","","","","","2018-04-27","0"
"","23","24","6","","","","","","","","","","","","2018-05-11","0"
"","23","24","6","","","","","","","","","","","","2018-05-25","0"
"","23","24","6","","","","","","","","","","","","2018-06-08","0"
"","23","24","6","","","","","","","","","","","","2018-06-22","0"
"","23","24","6","","","","","","","","","","","","2018-07-06","0"
"","23","24","6","","","","","","","","","","","","2018-07-20","0"
"","23","24","6","","","","","","","","","","","","2018-08-03","0"
"","23","24","6","","","","","","","","","","","","2018-08-17","0"
"","23","24","6","","","","","","","","","","","","2018-08-31","0"
"","23","24","6","","","","","","","","","","","","2018-09-14","0"
"","23","24","6","","","","","","","","","","","","2018-09-28","0"
"","23","24","6","","","","","","","","","","","","2018-10-12","0"
"","23","24","6","","","","","","","","","","","","2018-10-26","0"
"","23","24","6","","","","","","","","","","","","2018-11-09","0"
"","23","24","6","","","","","","","","","","","","2018-11-23","0"
"","23","24","6","","","","","","","","","","","","2018-12-07","0"
"","23","24","6","","","","","","","","","","","","2018-12-21","0"
"","23","24","6","","","","","","","","","","","","2019-01-04","0"
"","23","24","6","","","","","","","","","","","","2019-01-18","0"
"","23","24","6","","","","","","","","","","","","2019-02-01","0"
"","23","24","6","","","","","","","","","","","","2019-02-15","0"
"","23","24","6","","","","","","","","","","","","2019-03-01","0"
"","13","14","3","","","","","","","","","","","","2019-03-15","0"
"","3","3","1","","","","","","","","","","","","2019-03-29","0"
"","23","24","6","","","","","","","","","","","","2019-04-12","0"
"","23","24","6","","","","","","","","","","","","2019-04-26","0"
"","7","7","2","","","","","","","","","","","","2019-05-10","0"
"","16","17","4","","","","","","","","","","","","2019-05-24","0"
"","23","24","6","","","","","","","","","","","","2019-06-07","0"
"","23","24","6","","","","","","","","","","","","2019-06-21","0"
"","26","27","7","","","","","","","","","","","","2019-07-05","0"
"","23","24","6","","","","","","","","","","","","2019-07-19","0"
"","25","26","6","","","","","","","","","","","","2019-08-02","0"
"","21","22","6","","","","","","","","","","","","2019-08-16","0"
"","21","22","6","","","","","","","","","","","","2019-08-30","0"
"","21","22","6","","","","","","","","","","","","2019-09-13","0"
"","21","22","6","","","","","","","","","","","","2019-09-27","0"
"","25","26","6","","","","","","","","","","","","2019-10-11","0"
"","23","24","6","","","","","","","","","","","","2019-10-25","0"
"","20","21","5","","","","","","","","","","","","2019-11-08","0"
"","21","22","6","","","","","","","","","","","","2019-11-22","0"
"","23","24","6","","","","","","","","","","","","2019-12-06","0"
"","25","26","6","","","","","","","","","","","","2019-12-20","0"
"","18","19","5","","","","","","","","","","","","2020-01-03","0"
"","23","24","6","","","","","","","","","","","","2020-01-17","0"
"","23","24","6","","","","","","","","","","","","2020-01-31","0"
"","23","24","6","","","","","","","","","","","","2020-02-14","0"
"","23","24","6","","","","","","","","","","","","2020-02-28","0"
"","23","24","6","","","","","","","","","","","","2020-03-13","0"
"","23","24","6","","","","","","","","","","","","2020-03-27","0"
"","21","22","6","","","","","","","","","","","","2020-04-10","0"
"","23","24","6","","","","","","","","","","","","2020-04-24","0"
"","23","24","7","","","","","","","","","","","","2020-05-08","0"
"","21","22","7","","","","","","","","","","","","2020-05-22","0"
"","23","24","7","","","","","","","","","","","","2020-06-05","0"
"","23","24","7","","","","","","","","","","","","2020-06-19","0"
"","23","24","7","","","","","","","","","","","","2020-07-03","0"
"","21","22","7","","","","","","","","","","","","2020-07-17","0"
"","21","22","7","","","","","","","","","","","","2020-07-31","0"
"","21","22","7","","","","","","","","","","","","2020-08-14","0"
"","23","24","7","","","","","","","","","","","","2020-08-28","0"
"","33","34","10","","","","","","","","","","","","2020-09-11","0"
"","21","22","7","","","","","","","","","","","","2020-09-25","0"
"","21","22","7","","","","","","","","","","","","2020-10-09","0"
"","23","24","7","","","","","","","","","","","","2020-10-23","0"
"","26","27","8","","","","","","","","","","","","2020-11-06","0"
"51","76","81","66","61","50","53","43","32","33","28","35","38","48","58","2020-11-20","23"
"73","94","101","90","86","70","75","61","45","47","40","50","53","68","83","2020-12-04","33"
"56","72","77","69","66","54","58","46","34","36","31","38","41","52","63","2020-12-18","25"
"81","105","113","100","96","79","84","68","50","53","45","56","60","76","92","2021-01-01","37"
"81","105","113","100","96","79","84","68","50","53","45","56","60","76","92","2021-01-15","37"
"77","99","107","95","91","75","80","64","48","50","42","53","57","72","87","2021-01-29","35"
"43","55","59","53","51","41","44","36","26","28","24","29","31","40","49","2021-02-12","19"
"64","83","89","79","76","62","66","54","40","42","35","44","47","60","73","2021-02-26","29"
"60","77","83","74","71","58","62","50","37","39","33","41","44","56","68","2021-03-12","27"
"69","88","95","85","81","66","71","57","42","45","38","47","50","64","78","2021-03-26","31"
"60","77","83","74","71","58","62","50","37","39","33","41","44","56","68","2021-04-09","27"
"60","77","83","74","71","58","62","50","37","39","33","41","44","56","68","2021-04-23","27"
"60","77","83","74","71","58","62","50","37","39","33","41","44","56","68","2021-05-07","27"
"60","77","83","74","71","58","62","50","37","39","33","41","44","56","68","2021-05-21","27"
