"9","492","597","1664","5395","5537","date","other"
"3","3","3","3","1","3","2017-05-25","0"
"20","20","22","21","10","20","2017-06-08","0"
"19","19","20","20","9","19","2017-06-22","0"
"20","20","22","21","10","20","2017-07-06","0"
"19","19","20","20","9","19","2017-07-20","0"
"17","17","19","18","9","17","2017-08-03","0"
"19","19","20","20","9","19","2017-08-17","0"
"9","9","9","9","4","9","2017-08-31","0"
"14","14","16","15","7","14","2017-09-14","0"
"11","11","13","12","6","11","2017-09-28","0"
"14","14","16","15","7","14","2017-10-12","0"
"10","10","11","11","5","10","2017-10-26","0"
"10","10","11","11","5","10","2017-11-09","0"
"11","11","13","12","6","11","2017-11-23","0"
"13","13","14","14","6","13","2017-12-07","0"
"13","13","14","14","6","13","2017-12-21","0"
"11","11","13","12","6","11","2018-01-04","0"
"11","11","13","12","6","11","2018-01-18","0"
"11","11","13","12","6","11","2018-02-01","0"
"14","14","16","14","7","14","2018-02-15","0"
"13","12","14","13","6","12","2018-03-01","0"
"11","11","13","11","6","11","2018-03-15","0"
"10","10","11","10","5","10","2018-03-29","0"
"11","11","13","11","6","11","2018-04-12","0"
"20","19","22","20","10","19","2018-04-26","0"
"20","19","22","20","10","19","2018-05-10","0"
"20","19","22","20","10","19","2018-05-24","0"
"19","18","20","19","9","18","2018-06-07","0"
"20","19","22","20","10","19","2018-06-21","0"
"20","19","22","20","10","19","2018-07-05","0"
"20","19","22","20","10","19","2018-07-19","0"
"20","19","22","20","10","19","2018-08-02","0"
"21","20","24","21","11","20","2018-08-16","0"
"20","19","22","20","10","19","2018-08-30","0"
"20","19","22","20","10","19","2018-09-13","0"
"20","19","22","20","10","19","2018-09-27","0"
"20","19","22","20","10","19","2018-10-11","0"
"20","19","22","20","10","19","2018-10-25","0"
"20","19","22","20","10","19","2018-11-08","0"
"20","19","22","20","10","19","2018-11-22","0"
"20","19","22","20","10","19","2018-12-06","0"
"20","19","22","20","10","19","2018-12-20","0"
"20","19","22","20","10","19","2019-01-03","0"
"20","19","22","20","10","19","2019-01-17","0"
"20","19","22","20","10","19","2019-01-31","0"
"20","19","22","20","10","19","2019-02-14","0"
"20","19","22","20","10","19","2019-02-28","0"
"11","11","13","11","6","11","2019-03-14","0"
"3","3","3","3","1","3","2019-03-28","0"
"19","18","20","19","9","18","2019-04-11","0"
"20","19","22","20","10","19","2019-04-25","0"
"7","7","8","7","4","7","2019-05-09","0"
"17","16","17","17","8","16","2019-05-23","0"
"21","20","22","22","10","20","2019-06-06","0"
"20","19","20","20","9","19","2019-06-20","0"
"21","20","22","22","10","20","2019-07-04","0"
"23","21","24","24","11","21","2019-07-18","0"
"23","21","24","24","11","21","2019-08-01","0"
"23","21","24","24","11","21","2019-08-15","0"
"24","23","25","25","11","23","2019-08-29","0"
"20","19","20","20","9","19","2019-09-12","0"
"24","23","25","25","11","23","2019-09-26","0"
"20","19","20","20","9","19","2019-10-10","0"
"23","21","24","24","11","21","2019-10-24","0"
"21","20","22","22","10","20","2019-11-07","0"
"20","19","20","20","9","19","2019-11-21","0"
"21","20","22","22","10","20","2019-12-05","0"
"29","27","30","30","14","27","2019-12-19","0"
"23","21","24","24","11","21","2020-01-02","0"
"20","19","20","20","9","19","2020-01-16","0"
"23","21","24","24","11","21","2020-01-30","0"
"20","19","20","20","9","19","2020-02-13","0"
"21","20","22","22","10","20","2020-02-27","0"
"20","19","20","20","9","19","2020-03-12","0"
"23","21","24","24","11","21","2020-03-26","0"
"21","20","22","22","10","20","2020-04-09","0"
"21","20","22","22","10","20","2020-04-23","0"
"23","21","24","24","11","21","2020-05-07","0"
"20","19","20","20","9","19","2020-05-21","0"
"23","21","24","24","11","21","2020-06-04","0"
"21","20","22","22","10","20","2020-06-18","0"
"21","20","22","22","10","20","2020-07-02","0"
"18","17","19","19","9","17","2020-07-16","0"
"24","23","25","25","11","23","2020-07-30","0"
"20","19","20","20","9","19","2020-08-13","0"
"21","20","22","22","10","20","2020-08-27","0"
"21","20","22","22","10","20","2020-09-10","0"
"21","20","22","22","10","20","2020-09-24","0"
"21","20","22","22","10","20","2020-10-08","0"
"20","19","20","20","9","19","2020-10-22","0"
"24","23","25","25","11","23","2020-11-05","0"
"30","29","31","31","14","29","2020-11-19","0"
"23","21","24","24","11","21","2020-12-03","0"
"24","23","25","25","11","23","2020-12-17","0"
"20","19","20","20","9","19","2020-12-31","0"
"23","21","24","24","11","21","2021-01-14","0"
"23","21","24","24","11","21","2021-01-28","0"
"15","14","16","16","7","14","2021-02-11","0"
"26","24","27","27","12","24","2021-02-25","0"
"21","20","22","22","10","20","2021-03-11","0"
"21","20","22","22","10","20","2021-03-25","0"
"21","20","22","22","10","20","2021-04-08","0"
"21","20","22","22","10","20","2021-04-22","0"
"21","20","22","22","10","20","2021-05-06","0"
"23","21","24","24","11","21","2021-05-20","0"
