"492","1664","date","other"
"8","4","2020-01-16","0"
"23","11","2020-01-30","0"
"21","10","2020-02-13","0"
"23","11","2020-02-27","0"
"21","10","2020-03-12","0"
"26","12","2020-03-26","0"
"21","10","2020-04-09","0"
"21","10","2020-04-23","0"
"24","11","2020-05-07","0"
"23","11","2020-05-21","0"
"26","12","2020-06-04","0"
"21","10","2020-06-18","0"
"21","10","2020-07-02","0"
"20","9","2020-07-16","0"
"26","12","2020-07-30","0"
"15","7","2020-08-13","0"
"20","9","2020-08-27","0"
"21","10","2020-09-10","0"
"26","12","2020-09-24","0"
"24","11","2020-10-08","0"
"17","8","2020-10-22","0"
"23","11","2020-11-05","0"
"23","11","2020-11-19","0"
"26","12","2020-12-03","0"
"24","11","2020-12-17","0"
"27","13","2020-12-31","0"
"24","11","2021-01-14","0"
"30","14","2021-01-28","0"
"14","6","2021-02-11","0"
"26","12","2021-02-25","0"
"21","10","2021-03-11","0"
"24","11","2021-03-25","0"
"21","10","2021-04-08","0"
"21","10","2021-04-22","0"
"21","10","2021-05-06","0"
