"21","492","1667","date","other"
"2","2","1","2017-03-03","0"
"3","5","2","2017-09-01","0"
"14","21","8","2017-09-15","0"
"14","21","8","2017-09-29","0"
"17","25","10","2017-10-13","0"
"11","16","7","2017-10-27","0"
"11","16","7","2017-11-10","0"
"16","23","10","2017-11-24","0"
"15","21","9","2017-12-08","0"
"15","21","9","2017-12-22","0"
"13","18","8","2018-01-05","0"
"12","16","7","2018-01-19","0"
"15","21","9","2018-02-02","0"
"16","23","10","2018-02-16","0"
"16","23","10","2018-03-02","0"
"10","14","6","2018-03-16","0"
"13","18","8","2018-03-30","0"
"15","21","9","2018-04-13","0"
"23","32","14","2018-04-27","0"
"23","32","14","2018-05-11","0"
"23","32","14","2018-05-25","0"
"21","30","13","2018-06-08","0"
"23","32","14","2018-06-22","0"
"23","32","14","2018-07-06","0"
"23","32","14","2018-07-20","0"
"23","32","14","2018-08-03","0"
"23","32","14","2018-08-17","0"
"23","32","14","2018-08-31","0"
"23","32","14","2018-09-14","0"
"23","32","14","2018-09-28","0"
"23","32","14","2018-10-12","0"
"23","32","14","2018-10-26","0"
"23","32","14","2018-11-09","0"
"23","32","14","2018-11-23","0"
"23","32","14","2018-12-07","0"
"22","32","14","2018-12-21","0"
"24","34","15","2019-01-04","0"
"22","32","14","2019-01-18","0"
"22","32","14","2019-02-01","0"
"22","32","14","2019-02-15","0"
"22","32","14","2019-03-01","0"
"8","11","5","2019-03-15","0"
"5","7","3","2019-03-29","0"
"20","30","13","2019-04-12","0"
"22","32","14","2019-04-26","0"
"6","9","4","2019-05-10","0"
"16","24","11","2019-05-24","0"
"25","38","17","2019-06-07","0"
"22","33","15","2019-06-21","0"
"24","35","16","2019-07-05","0"
"20","31","14","2019-07-19","0"
"22","33","15","2019-08-02","0"
"22","33","15","2019-08-16","0"
"22","33","15","2019-08-30","0"
"20","31","14","2019-09-13","0"
"22","33","15","2019-09-27","0"
"22","33","15","2019-10-11","0"
"25","38","17","2019-10-25","0"
"20","31","14","2019-11-08","0"
"24","35","16","2019-11-22","0"
"22","33","15","2019-12-06","0"
"20","31","14","2019-12-20","0"
"24","35","16","2020-01-03","0"
"20","31","14","2020-01-17","0"
"24","35","16","2020-01-31","0"
"25","38","17","2020-02-14","0"
"24","35","16","2020-02-28","0"
"20","31","14","2020-03-13","0"
"24","35","16","2020-03-27","0"
"25","38","17","2020-04-10","0"
"24","35","16","2020-04-24","0"
"22","33","15","2020-05-08","0"
"22","33","15","2020-05-22","0"
"25","38","17","2020-06-05","0"
"22","33","15","2020-06-19","0"
"22","33","15","2020-07-03","0"
"19","28","13","2020-07-17","0"
"25","38","17","2020-07-31","0"
"20","31","14","2020-08-14","0"
"22","33","15","2020-08-28","0"
"20","31","14","2020-09-11","0"
"22","33","15","2020-09-25","0"
"20","31","14","2020-10-09","0"
"30","45","20","2020-10-23","0"
"27","40","18","2020-11-06","0"
"27","40","18","2020-11-20","0"
"24","35","16","2020-12-04","0"
"24","35","16","2020-12-18","0"
"22","33","15","2021-01-01","0"
"22","33","15","2021-01-15","0"
"22","33","15","2021-01-29","0"
"20","31","14","2021-02-12","0"
"28","42","19","2021-02-26","0"
"22","33","15","2021-03-12","0"
"22","33","15","2021-03-26","0"
"22","33","15","2021-04-09","0"
"22","33","15","2021-04-23","0"
"24","35","16","2021-05-07","0"
"22","33","15","2021-05-21","0"
