"21","597","21978","date","other"
"6","3","3","2018-03-15","0"
"12","6","7","2018-03-29","0"
"11","6","6","2018-04-12","0"
"21","11","12","2018-04-26","0"
"21","11","12","2018-05-10","0"
"21","11","12","2018-05-24","0"
"21","11","12","2018-06-07","0"
"21","11","12","2018-06-21","0"
"21","11","12","2018-07-05","0"
"21","11","12","2018-07-19","0"
"21","11","12","2018-08-02","0"
"21","11","12","2018-08-16","0"
"21","11","12","2018-08-30","0"
"21","11","12","2018-09-13","0"
"21","11","12","2018-09-27","0"
"21","11","12","2018-10-11","0"
"21","11","12","2018-10-25","0"
"21","11","12","2018-11-08","0"
"21","11","12","2018-11-22","0"
"21","11","12","2018-12-06","0"
"21","11","12","2018-12-20","0"
"20","11","12","2019-01-03","0"
"19","10","11","2019-01-17","0"
"20","11","12","2019-01-31","0"
"20","11","12","2019-02-14","0"
"20","11","12","2019-02-28","0"
"10","6","6","2019-03-14","0"
"1","1","1","2019-03-28","0"
"20","11","12","2019-04-11","0"
"20","11","12","2019-04-25","0"
"9","5","5","2019-05-09","0"
"14","8","9","2019-05-23","0"
"20","11","12","2019-06-06","0"
"23","13","14","2019-06-20","0"
"20","11","12","2019-07-04","0"
"20","11","12","2019-07-18","0"
"21","12","13","2019-08-01","0"
"21","12","13","2019-08-15","0"
"20","11","12","2019-08-29","0"
"20","11","12","2019-09-12","0"
"20","11","12","2019-09-26","0"
"20","11","12","2019-10-10","0"
"21","12","13","2019-10-24","0"
"19","10","11","2019-11-07","0"
"20","11","12","2019-11-21","0"
"21","12","14","2019-12-05","0"
"26","14","17","2019-12-19","0"
"26","11","13","2020-01-02","0"
"36","13","16","2020-01-16","0"
"32","12","14","2020-01-30","0"
"30","11","13","2020-02-13","0"
"28","10","12","2020-02-27","0"
"30","11","13","2020-03-12","0"
"34","13","15","2020-03-26","0"
"32","12","15","2020-04-09","0"
"30","11","14","2020-04-23","0"
"32","12","15","2020-05-07","0"
"30","11","14","2020-05-21","0"
"32","12","15","2020-06-04","0"
"36","13","17","2020-06-18","0"
"30","11","14","2020-07-02","0"
"26","9","12","2020-07-16","0"
"36","13","17","2020-07-30","0"
"28","10","13","2020-08-13","0"
"34","13","16","2020-08-27","0"
"30","11","14","2020-09-10","0"
"36","13","17","2020-09-24","0"
"34","13","16","2020-10-08","0"
"36","13","17","2020-10-22","0"
"39","14","18","2020-11-05","0"
"39","14","18","2020-11-19","0"
"39","14","19","2020-12-03","0"
"39","14","19","2020-12-17","0"
"34","13","17","2020-12-31","0"
"36","13","18","2021-01-14","0"
"34","13","17","2021-01-28","0"
"21","8","11","2021-02-11","0"
"32","12","16","2021-02-25","0"
"32","12","16","2021-03-11","0"
"30","11","15","2021-03-25","0"
"30","11","15","2021-04-08","0"
"34","13","17","2021-04-22","0"
"30","11","15","2021-05-06","0"
"32","12","16","2021-05-20","0"
