"492","597","1664","1738","1773","5350","date","other"
"14","14","6","7","7","3","2017-09-01","0"
"29","30","14","15","15","8","2017-09-15","0"
"23","24","11","12","12","6","2017-09-29","0"
"33","34","16","17","17","9","2017-10-13","0"
"22","22","11","11","11","6","2017-10-27","0"
"28","28","14","14","14","8","2017-11-10","0"
"22","22","11","11","11","6","2017-11-24","0"
"28","28","14","14","14","8","2017-12-08","0"
"31","31","16","17","16","9","2017-12-22","0"
"22","22","12","13","12","7","2018-01-05","0"
"25","25","13","14","13","7","2018-01-19","0"
"22","22","12","13","12","7","2018-02-02","0"
"25","25","13","14","13","7","2018-02-16","0"
"28","28","15","16","15","8","2018-03-02","0"
"22","22","12","13","12","7","2018-03-16","0"
"28","28","15","16","15","8","2018-03-30","0"
"16","16","8","9","8","5","2018-04-13","0"
"44","44","23","25","23","13","2018-04-27","0"
"44","44","23","25","23","13","2018-05-11","0"
"44","44","23","25","23","13","2018-05-25","0"
"44","44","23","25","23","13","2018-06-08","0"
"44","44","23","25","23","13","2018-06-22","0"
"44","44","23","25","23","13","2018-07-06","0"
"44","44","23","25","23","13","2018-07-20","0"
"44","44","24","26","24","14","2018-08-03","0"
"44","44","24","26","24","14","2018-08-17","0"
"44","44","24","26","24","14","2018-08-31","0"
"44","44","24","26","24","14","2018-09-14","0"
"44","44","24","26","24","14","2018-09-28","0"
"44","44","24","26","24","14","2018-10-12","0"
"45","44","24","27","24","15","2018-10-26","0"
"45","44","24","27","24","15","2018-11-09","0"
"45","44","24","27","24","15","2018-11-23","0"
"45","44","24","27","24","15","2018-12-07","0"
"45","44","24","27","24","15","2018-12-21","0"
"45","44","24","27","24","15","2019-01-04","0"
"42","41","22","25","22","14","2019-01-18","0"
"45","44","24","27","24","15","2019-02-01","0"
"45","44","24","27","24","15","2019-02-15","0"
"45","44","24","27","24","15","2019-03-01","0"
"19","19","10","12","10","6","2019-03-15","0"
"10","9","5","6","5","3","2019-03-29","0"
"42","41","22","25","22","14","2019-04-12","0"
"48","47","26","29","26","16","2019-04-26","0"
"16","16","9","10","9","5","2019-05-10","0"
"32","31","17","19","17","11","2019-05-24","0"
"48","47","26","29","26","17","2019-06-07","0"
"45","44","24","27","24","16","2019-06-21","0"
"42","41","22","25","22","15","2019-07-05","0"
"45","44","24","27","24","16","2019-07-19","0"
"45","44","24","27","24","16","2019-08-02","0"
"39","38","21","23","21","14","2019-08-16","0"
"48","47","26","29","26","17","2019-08-30","0"
"42","41","22","25","22","15","2019-09-13","0"
"45","44","24","27","24","16","2019-09-27","0"
"45","44","24","27","24","16","2019-10-11","0"
"45","44","24","27","24","16","2019-10-25","0"
"42","41","22","25","22","15","2019-11-08","0"
"45","44","24","27","24","16","2019-11-22","0"
"45","44","24","27","24","16","2019-12-06","0"
"45","44","24","27","24","16","2019-12-20","0"
"55","53","29","33","29","19","2020-01-03","0"
"45","44","24","27","24","16","2020-01-17","0"
"45","44","24","27","24","16","2020-01-31","0"
"51","50","27","31","27","18","2020-02-14","0"
"48","47","26","29","26","17","2020-02-28","0"
"51","50","27","31","27","18","2020-03-13","0"
"45","44","24","27","24","16","2020-03-27","0"
"42","41","22","25","22","15","2020-04-10","0"
"48","47","26","29","26","17","2020-04-24","0"
"48","47","26","29","26","17","2020-05-08","0"
"45","44","24","27","24","16","2020-05-22","0"
"45","44","24","27","24","16","2020-06-05","0"
"45","44","24","27","24","16","2020-06-19","0"
"51","50","27","31","27","18","2020-07-03","0"
"39","38","21","23","21","14","2020-07-17","0"
"45","44","24","27","24","16","2020-07-31","0"
"39","38","21","23","21","14","2020-08-14","0"
"51","50","27","31","27","18","2020-08-28","0"
"51","50","27","31","27","18","2020-09-11","0"
"48","47","26","29","26","17","2020-09-25","0"
"45","44","24","27","24","16","2020-10-09","0"
"61","60","33","37","33","22","2020-10-23","0"
"45","44","24","27","24","16","2020-11-06","0"
"58","57","31","35","31","21","2020-11-20","0"
"58","57","31","35","31","21","2020-12-04","0"
"55","53","29","33","29","19","2020-12-18","0"
"55","53","29","33","29","19","2021-01-01","0"
"55","53","29","33","29","19","2021-01-15","0"
"48","47","26","29","26","17","2021-01-29","0"
"42","41","22","25","22","15","2021-02-12","0"
"55","53","29","33","29","19","2021-02-26","0"
"45","44","24","27","24","17","2021-03-12","0"
"45","44","24","27","24","17","2021-03-26","0"
"45","44","24","27","24","17","2021-04-09","0"
"51","50","27","31","27","19","2021-04-23","0"
"45","44","24","27","24","17","2021-05-07","0"
"48","47","26","29","26","18","2021-05-21","0"
