"492","493","699","701","4791","date","other"
"5","10","9","","","2015-11-13","0"
"11","24","21","","","2015-11-27","0"
"11","24","21","","","2015-12-11","0"
"11","24","21","","","2015-12-25","0"
"11","24","21","","","2016-01-08","0"
"11","24","21","","","2016-01-22","0"
"11","24","21","","","2016-02-05","0"
"11","24","21","","","2016-02-19","0"
"11","24","21","","","2016-03-04","0"
"11","25","22","","","2016-03-18","0"
"11","25","22","","","2016-04-01","0"
"11","25","22","","","2016-04-15","0"
"11","25","22","","","2016-04-29","0"
"11","25","22","","","2016-05-13","0"
"11","25","22","","","2016-05-27","0"
"11","25","22","","","2016-06-10","0"
"11","25","22","","","2016-06-24","0"
"11","25","22","","","2016-07-08","0"
"11","25","22","","","2016-07-22","0"
"11","25","22","","","2016-08-05","0"
"11","25","22","","","2016-08-19","0"
"11","25","22","","","2016-09-02","0"
"11","25","22","","","2016-09-16","0"
"11","25","22","","","2016-09-30","0"
"11","25","22","","","2016-10-14","0"
"11","25","22","","","2016-10-28","0"
"11","25","22","","","2016-11-11","0"
"11","25","22","","","2016-11-25","0"
"11","25","22","","","2016-12-09","0"
"11","25","22","","","2016-12-23","0"
"11","25","22","","","2017-01-06","0"
"11","25","22","","","2017-01-20","0"
"11","25","22","","","2017-02-03","0"
"10","23","20","","","2017-02-17","0"
"11","25","22","","","2017-03-03","0"
"10","23","20","","","2017-03-17","0"
"24","9","23","13","","2017-03-31","0"
"31","","23","20","","2017-04-14","0"
"31","","23","20","","2017-04-28","0"
"31","","23","20","","2017-05-12","0"
"31","","23","20","","2017-05-26","0"
"29","","22","19","","2017-06-09","0"
"31","","24","20","","2017-06-23","0"
"31","","24","20","","2017-07-07","0"
"31","","24","20","","2017-07-21","0"
"24","","19","16","","2017-08-04","0"
"27","","21","17","","2017-08-18","0"
"16","","12","10","","2017-09-01","0"
"22","","17","14","","2017-09-15","0"
"22","","17","15","","2017-09-29","0"
"18","","14","12","","2017-10-13","0"
"16","","13","10","","2017-10-27","0"
"20","","16","13","","2017-11-10","0"
"20","","16","13","","2017-11-24","0"
"20","","16","13","","2017-12-08","0"
"20","","16","13","","2017-12-22","0"
"18","","14","11","","2018-01-05","0"
"24","","20","16","","2018-01-19","0"
"24","","20","16","","2018-02-02","0"
"24","","20","16","","2018-02-16","0"
"21","","17","14","","2018-03-02","0"
"23","","19","15","","2018-03-16","0"
"30","","24","20","","2018-03-30","0"
"32","","26","21","","2018-04-13","0"
"32","","26","21","","2018-04-27","0"
"32","","26","21","","2018-05-11","0"
"32","","26","21","","2018-05-25","0"
"32","","26","21","","2018-06-08","0"
"32","","26","21","","2018-06-22","0"
"32","","26","21","","2018-07-06","0"
"32","","26","21","","2018-07-20","0"
"32","","26","21","","2018-08-03","0"
"32","","26","21","","2018-08-17","0"
"32","","26","21","","2018-08-31","0"
"32","","26","21","","2018-09-14","0"
"32","","26","21","","2018-09-28","0"
"32","","26","21","","2018-10-12","0"
"32","","26","21","","2018-10-26","0"
"32","","26","21","","2018-11-09","0"
"32","","26","21","","2018-11-23","0"
"32","","26","21","","2018-12-07","0"
"32","","26","21","","2018-12-21","0"
"32","","26","21","1","2019-01-04","0"
"32","","26","21","5","2019-01-18","0"
"32","","26","21","5","2019-02-01","0"
"32","","26","21","5","2019-02-15","0"
"34","","28","23","5","2019-03-01","0"
