"9","493","599","12472","date","other"
"20","22","20","","2017-02-16","0"
"21","24","21","","2017-03-02","0"
"20","22","20","4","2017-03-16","0"
"21","24","21","10","2017-03-30","0"
"21","24","21","10","2017-04-13","0"
"21","24","21","10","2017-04-27","0"
"21","24","21","10","2017-05-11","0"
"21","24","21","10","2017-05-25","0"
"21","24","21","10","2017-06-08","0"
"20","22","20","9","2017-06-22","0"
"21","24","21","10","2017-07-06","0"
"20","22","20","9","2017-07-20","0"
"18","21","18","9","2017-08-03","0"
"20","22","20","9","2017-08-17","0"
"9","10","9","4","2017-08-31","0"
"17","19","17","8","2017-09-14","0"
"17","19","17","8","2017-09-28","0"
"15","17","15","7","2017-10-12","0"
"15","17","15","7","2017-10-26","0"
"14","15","14","6","2017-11-09","0"
"14","15","14","6","2017-11-23","0"
"15","17","15","7","2017-12-07","0"
"11","12","11","5","2017-12-21","0"
"14","15","14","6","2018-01-04","0"
"15","17","15","7","2018-01-18","0"
"14","15","14","6","2018-02-01","0"
"11","12","11","5","2018-02-15","0"
"17","19","17","8","2018-03-01","0"
"14","15","14","6","2018-03-15","0"
"15","17","15","7","2018-03-29","0"
"14","15","14","6","2018-04-12","0"
"21","24","21","10","2018-04-26","0"
"21","24","21","10","2018-05-10","0"
"21","24","21","10","2018-05-24","0"
"20","22","20","9","2018-06-07","0"
"20","22","20","9","2018-06-21","0"
"21","24","21","10","2018-07-05","0"
"21","45","21","10","2018-07-19","0"
"21","47","21","10","2018-08-02","0"
"21","47","21","10","2018-08-16","0"
"21","47","21","10","2018-08-30","0"
"21","47","21","11","2018-09-13","0"
"21","47","21","11","2018-09-27","0"
"21","47","21","11","2018-10-11","0"
"21","47","21","11","2018-10-25","0"
"21","47","21","11","2018-11-08","0"
"21","47","21","11","2018-11-22","0"
"21","47","21","11","2018-12-06","0"
"21","47","21","11","2018-12-20","0"
"21","47","21","11","2019-01-03","0"
"21","47","21","11","2019-01-17","0"
"21","47","21","11","2019-01-31","0"
"21","47","21","11","2019-02-14","0"
"21","47","21","11","2019-02-28","0"
"12","27","12","6","2019-03-14","0"
"6","13","6","3","2019-03-28","0"
"21","47","21","11","2019-04-11","0"
"21","47","21","11","2019-04-25","0"
"8","17","8","4","2019-05-09","0"
"14","30","14","7","2019-05-23","0"
"21","47","21","11","2019-06-06","0"
"21","47","21","11","2019-06-20","0"
"27","60","27","14","2019-07-04","0"
"21","47","21","11","2019-07-18","0"
"23","50","23","12","2019-08-01","0"
"20","44","20","10","2019-08-15","0"
"21","47","21","11","2019-08-29","0"
"20","44","20","10","2019-09-12","0"
"23","50","23","12","2019-09-26","0"
"23","50","23","12","2019-10-10","0"
"24","54","24","13","2019-10-24","0"
"23","50","23","12","2019-11-07","0"
"23","50","23","12","2019-11-21","0"
"23","50","23","12","2019-12-05","0"
"27","60","27","14","2019-12-19","0"
"20","44","20","10","2020-01-02","0"
"21","47","21","11","2020-01-16","0"
"21","31","21","11","2020-01-30","0"
"21","22","21","11","2020-02-13","0"
"21","22","21","11","2020-02-27","0"
"20","20","20","10","2020-03-12","0"
"23","24","23","12","2020-03-26","0"
"27","28","27","14","2020-04-09","0"
"24","25","24","13","2020-04-23","0"
"21","22","21","11","2020-05-07","0"
"21","22","21","11","2020-05-21","0"
"24","25","24","13","2020-06-04","0"
"20","20","20","10","2020-06-18","0"
"23","24","23","12","2020-07-02","0"
"23","24","23","12","2020-07-16","0"
"21","22","21","11","2020-07-30","0"
"18","19","18","9","2020-08-13","0"
"23","24","23","12","2020-08-27","0"
"21","22","21","11","2020-09-10","0"
"23","24","23","12","2020-09-24","0"
"23","24","23","12","2020-10-08","0"
"26","27","26","13","2020-10-22","0"
"32","33","32","17","2020-11-05","0"
"23","24","23","12","2020-11-19","0"
"35","36","35","18","2020-12-03","0"
"30","31","30","16","2020-12-17","0"
"24","25","24","13","2020-12-31","0"
"23","24","23","12","2021-01-14","0"
"27","28","27","14","2021-01-28","0"
"17","17","17","9","2021-02-11","0"
"21","22","21","11","2021-02-25","0"
"23","24","23","12","2021-03-11","0"
"21","22","21","11","2021-03-25","0"
"23","24","23","12","2021-04-08","0"
"23","24","23","12","2021-04-22","0"
"21","22","21","11","2021-05-06","0"
"21","22","21","11","2021-05-20","0"
