"492","597","699","date","other"
"15","15","15","2020-06-18","0"
"23","23","23","2020-07-02","0"
"23","23","23","2020-07-16","0"
"23","23","23","2020-07-30","0"
"17","17","17","2020-08-13","0"
"21","21","21","2020-08-27","0"
"20","20","20","2020-09-10","0"
"23","23","23","2020-09-24","0"
"21","21","21","2020-10-08","0"
"23","23","23","2020-10-22","0"
"20","20","20","2020-11-05","0"
"32","32","32","2020-11-19","0"
"23","23","23","2020-12-03","0"
"24","24","24","2020-12-17","0"
"30","30","30","2020-12-31","0"
"26","26","26","2021-01-14","0"
"26","26","26","2021-01-28","0"
"12","12","12","2021-02-11","0"
"20","20","20","2021-02-25","0"
"21","21","21","2021-03-11","0"
"21","21","21","2021-03-25","0"
"21","21","21","2021-04-08","0"
"21","21","21","2021-04-22","0"
"21","21","21","2021-05-06","0"
