"492","1625","1664","5537","date","other"
"5","1","","","2017-12-08","0"
"16","4","","","2017-12-22","0"
"19","4","","","2018-01-05","0"
"20","5","","","2018-01-19","0"
"20","5","","","2018-02-02","0"
"23","6","","","2018-02-16","0"
"24","7","","","2018-03-02","0"
"22","7","","","2018-03-16","0"
"21","6","","","2018-03-30","0"
"21","6","","","2018-04-13","0"
"25","7","","","2018-04-27","0"
"25","7","","","2018-05-11","0"
"25","7","","","2018-05-25","0"
"25","7","","","2018-06-08","0"
"25","7","","","2018-06-22","0"
"25","7","4","4","2018-07-06","0"
"25","7","5","5","2018-07-20","0"
"25","7","5","5","2018-08-03","0"
"25","7","5","5","2018-08-17","0"
"25","7","5","5","2018-08-31","0"
"25","7","5","5","2018-09-14","0"
"25","7","5","5","2018-09-28","0"
"25","7","5","5","2018-10-12","0"
"25","7","5","5","2018-10-26","0"
"25","7","5","5","2018-11-09","0"
"25","7","5","5","2018-11-23","0"
"25","7","5","4","2018-12-07","0"
"25","7","5","","2018-12-21","0"
"25","7","5","","2019-01-04","0"
"23","7","5","","2019-01-18","0"
"25","7","5","","2019-02-01","0"
"25","7","5","","2019-02-15","0"
"25","7","5","","2019-03-01","0"
"11","3","2","","2019-03-15","0"
"9","3","2","","2019-03-29","0"
"25","7","5","","2019-04-12","0"
"25","7","5","","2019-04-26","0"
"9","3","2","","2019-05-10","0"
"22","6","5","","2019-05-24","0"
"26","7","6","","2019-06-07","0"
"26","7","6","","2019-06-21","0"
"26","7","6","","2019-07-05","0"
"26","7","6","","2019-07-19","0"
"28","8","6","","2019-08-02","0"
"32","9","7","","2019-08-16","0"
"28","8","6","","2019-08-30","0"
"26","7","6","","2019-09-13","0"
"28","8","7","","2019-09-27","0"
"30","8","8","","2019-10-11","0"
"28","8","8","","2019-10-25","0"
"24","7","7","","2019-11-08","0"
"27","7","7","","2019-11-22","0"
"35","15","15","","2019-12-06","0"
"40","18","18","","2019-12-20","0"
"40","18","18","","2020-01-03","0"
"37","17","17","","2020-01-17","0"
"40","18","18","","2020-01-31","0"
"37","17","17","","2020-02-14","0"
"34","16","16","","2020-02-28","0"
"43","18","18","","2020-03-13","0"
"44","16","16","","2020-03-27","0"
"44","16","16","","2020-04-10","0"
"47","18","18","","2020-04-24","0"
"54","18","18","","2020-05-08","0"
"57","19","19","","2020-05-22","0"
"61","20","20","","2020-06-05","0"
"57","19","19","","2020-06-19","0"
"57","19","19","","2020-07-03","0"
"53","18","18","","2020-07-17","0"
"57","19","19","","2020-07-31","0"
"49","16","16","","2020-08-14","0"
"61","20","20","","2020-08-28","0"
"57","19","19","","2020-09-11","0"
"61","20","20","","2020-09-25","0"
"61","20","20","","2020-10-09","0"
"65","22","22","","2020-10-23","0"
"94","31","31","","2020-11-06","0"
"90","30","30","","2020-11-20","0"
"65","22","22","","2020-12-04","0"
"57","19","19","","2020-12-18","0"
"54","18","18","4","2021-01-01","0"
"70","23","23","6","2021-01-15","0"
"58","19","19","5","2021-01-29","0"
"46","15","15","4","2021-02-12","0"
"66","22","22","6","2021-02-26","0"
"62","20","20","5","2021-03-12","0"
"62","20","20","5","2021-03-26","0"
"62","20","20","5","2021-04-09","0"
"58","19","19","5","2021-04-23","0"
"62","20","20","5","2021-05-07","0"
"58","19","19","5","2021-05-21","0"
