"19","21","113","492","1755","date","other"
"7","7","7","7","3","2017-11-23","0"
"14","14","15","14","6","2017-12-07","0"
"15","15","17","15","6","2017-12-21","0"
"12","12","14","12","5","2018-01-04","0"
"17","17","19","17","7","2018-01-18","0"
"14","14","15","14","6","2018-02-01","0"
"12","12","14","12","5","2018-02-15","0"
"15","15","17","15","6","2018-03-01","0"
"14","14","15","14","6","2018-03-15","0"
"14","14","15","14","6","2018-03-29","0"
"14","14","15","14","6","2018-04-12","0"
"26","26","29","26","11","2018-04-26","0"
"24","24","27","24","10","2018-05-10","0"
"24","24","27","24","10","2018-05-24","0"
"24","24","27","24","10","2018-06-07","0"
"24","24","27","24","10","2018-06-21","0"
"24","24","27","24","10","2018-07-05","0"
"24","24","27","24","10","2018-07-19","0"
"24","24","27","24","10","2018-08-02","0"
"24","24","27","24","10","2018-08-16","0"
"24","24","27","24","10","2018-08-30","0"
"24","24","27","24","10","2018-09-13","0"
"24","24","27","24","10","2018-09-27","0"
"24","24","27","24","10","2018-10-11","0"
"24","24","27","24","10","2018-10-25","0"
"24","24","27","24","10","2018-11-08","0"
"24","24","27","24","10","2018-11-22","0"
"24","24","27","24","10","2018-12-06","0"
"24","24","27","24","10","2018-12-20","0"
"24","24","27","24","10","2019-01-03","0"
"24","24","27","24","10","2019-01-17","0"
"24","24","27","24","10","2019-01-31","0"
"24","24","27","24","10","2019-02-14","0"
"24","24","27","24","10","2019-02-28","0"
"14","14","15","14","6","2019-03-14","0"
"5","5","6","5","2","2019-03-28","0"
"22","22","25","22","8","2019-04-11","0"
"24","24","27","24","9","2019-04-25","0"
"10","10","12","10","4","2019-05-09","0"
"17","17","19","17","6","2019-05-23","0"
"24","24","27","24","9","2019-06-06","0"
"26","26","29","26","10","2019-06-20","0"
"24","24","27","24","9","2019-07-04","0"
"26","26","29","26","10","2019-07-18","0"
"24","24","27","24","9","2019-08-01","0"
"24","24","27","24","9","2019-08-15","0"
"24","24","27","24","9","2019-08-29","0"
"22","22","25","22","8","2019-09-12","0"
"24","24","27","24","9","2019-09-26","0"
"26","26","29","26","10","2019-10-10","0"
"22","22","25","22","8","2019-10-24","0"
"22","22","25","22","8","2019-11-07","0"
"24","24","27","24","9","2019-11-21","0"
"31","31","35","31","12","2019-12-05","0"
"29","29","33","29","11","2019-12-19","0"
"24","24","27","24","9","2020-01-02","0"
"24","24","27","24","9","2020-01-16","0"
"26","26","29","26","10","2020-01-30","0"
"26","26","29","26","10","2020-02-13","0"
"24","24","27","24","9","2020-02-27","0"
"26","26","29","26","10","2020-03-12","0"
"34","34","37","34","10","2020-03-26","0"
"32","32","34","32","8","2020-04-09","0"
"34","34","37","34","9","2020-04-23","0"
"36","36","40","36","10","2020-05-07","0"
"41","41","45","41","11","2020-05-21","0"
"34","34","37","34","9","2020-06-04","0"
"44","44","48","44","12","2020-06-18","0"
"36","36","40","36","10","2020-07-02","0"
"34","34","37","34","9","2020-07-16","0"
"39","39","42","39","10","2020-07-30","0"
"29","29","32","29","8","2020-08-13","0"
"34","34","37","34","9","2020-08-27","0"
"32","32","34","32","8","2020-09-10","0"
"34","34","37","34","9","2020-09-24","0"
"39","39","42","39","10","2020-10-08","0"
"29","29","32","29","8","2020-10-22","0"
"39","39","42","39","10","2020-11-05","0"
"34","34","37","34","9","2020-11-19","0"
"51","51","56","51","14","2020-12-03","0"
"39","39","42","39","10","2020-12-17","0"
"46","46","50","46","12","2020-12-31","0"
"36","36","40","36","10","2021-01-14","0"
"49","49","53","49","13","2021-01-28","0"
"24","24","26","24","6","2021-02-11","0"
"36","36","40","36","10","2021-02-25","0"
"34","34","37","34","9","2021-03-11","0"
"34","34","37","34","9","2021-03-25","0"
"34","34","37","34","9","2021-04-08","0"
"39","39","42","39","10","2021-04-22","0"
"34","34","37","34","9","2021-05-06","0"
"34","34","37","34","9","2021-05-20","0"
