"492","1625","date","other"
"9","3","2018-03-16","0"
"11","4","2018-03-30","0"
"22","8","2018-04-13","0"
"31","11","2018-04-27","0"
"31","11","2018-05-11","0"
"31","11","2018-05-25","0"
"31","11","2018-06-08","0"
"31","11","2018-06-22","0"
"31","11","2018-07-06","0"
"31","11","2018-07-20","0"
"31","11","2018-08-03","0"
"31","11","2018-08-17","0"
"31","11","2018-08-31","0"
"29","10","2018-09-14","0"
"31","11","2018-09-28","0"
"31","11","2018-10-12","0"
"31","11","2018-10-26","0"
"31","11","2018-11-09","0"
"31","11","2018-11-23","0"
"31","11","2018-12-07","0"
"31","11","2018-12-21","0"
"31","11","2019-01-04","0"
"31","11","2019-01-18","0"
"31","11","2019-02-01","0"
"31","11","2019-02-15","0"
"31","11","2019-03-01","0"
"22","8","2019-03-15","0"
"4","2","2019-03-29","0"
"29","10","2019-04-12","0"
"31","11","2019-04-26","0"
"11","4","2019-05-10","0"
"20","7","2019-05-24","0"
"31","11","2019-06-07","0"
"31","11","2019-06-21","0"
"33","12","2019-07-05","0"
"38","13","2019-07-19","0"
"31","11","2019-08-02","0"
"29","10","2019-08-16","0"
"31","11","2019-08-30","0"
"29","10","2019-09-13","0"
"31","11","2019-09-27","0"
"31","11","2019-10-11","0"
"33","12","2019-10-25","0"
"31","11","2019-11-08","0"
"31","11","2019-11-22","0"
"33","12","2019-12-06","0"
"29","10","2019-12-20","0"
"54","11","2020-01-03","0"
"64","13","2020-01-17","0"
"56","12","2020-01-31","0"
"64","14","2020-02-14","0"
"64","14","2020-02-28","0"
"60","13","2020-03-13","0"
"64","14","2020-03-27","0"
"52","11","2020-04-10","0"
"56","12","2020-04-24","0"
"64","14","2020-05-08","0"
"56","12","2020-05-22","0"
"60","13","2020-06-05","0"
"60","13","2020-06-19","0"
"56","12","2020-07-03","0"
"48","10","2020-07-17","0"
"60","13","2020-07-31","0"
"48","10","2020-08-14","0"
"56","12","2020-08-28","0"
"64","14","2020-09-11","0"
"52","11","2020-09-25","0"
"64","14","2020-10-09","0"
"60","13","2020-10-23","0"
"72","15","2020-11-06","0"
"80","17","2020-11-20","0"
"72","15","2020-12-04","0"
"68","15","2020-12-18","0"
"60","13","2021-01-01","0"
"68","15","2021-01-15","0"
"56","12","2021-01-29","0"
"48","10","2021-02-12","0"
"60","13","2021-02-26","0"
"56","12","2021-03-12","0"
"60","13","2021-03-26","0"
"56","12","2021-04-09","0"
"56","12","2021-04-23","0"
"56","12","2021-05-07","0"
"56","12","2021-05-21","0"
