"122","4345","5577","date","other"
"3","3","1","2020-03-12","0"
"23","23","5","2020-03-26","0"
"23","23","5","2020-04-09","0"
"21","21","5","2020-04-23","0"
"26","26","6","2020-05-07","0"
"21","21","5","2020-05-21","0"
"23","23","5","2020-06-04","0"
"21","21","5","2020-06-18","0"
"18","18","4","2020-07-02","0"
"18","18","4","2020-07-16","0"
"21","21","5","2020-07-30","0"
"24","24","6","2020-08-13","0"
"23","23","5","2020-08-27","0"
"23","23","5","2020-09-10","0"
"26","26","6","2020-09-24","0"
"21","21","5","2020-10-08","0"
"20","20","5","2020-10-22","0"
"23","23","5","2020-11-05","0"
"23","23","5","2020-11-19","0"
"20","20","5","2020-12-03","0"
"21","21","5","2020-12-17","0"
"29","29","7","2020-12-31","0"
"26","26","6","2021-01-14","0"
"24","24","6","2021-01-28","0"
"15","15","4","2021-02-11","0"
"26","26","6","2021-02-25","0"
"21","21","5","2021-03-11","0"
"21","21","5","2021-03-25","0"
"21","21","5","2021-04-08","0"
"21","21","5","2021-04-22","0"
"21","21","5","2021-05-06","0"
