"21","492","597","1625","4562","date","other"
"3","5","3","2","1","2017-12-08","0"
"13","18","12","7","6","2017-12-22","0"
"13","18","12","7","6","2018-01-05","0"
"14","21","14","8","6","2018-01-19","0"
"11","16","11","6","5","2018-02-02","0"
"11","16","11","6","5","2018-02-16","0"
"20","30","20","11","9","2018-03-02","0"
"11","16","11","6","5","2018-03-16","0"
"20","30","20","11","8","2018-03-30","0"
"14","21","14","8","6","2018-04-13","0"
"22","32","21","13","9","2018-04-27","0"
"22","32","21","13","9","2018-05-11","0"
"22","32","21","13","9","2018-05-25","0"
"22","32","21","13","9","2018-06-08","0"
"23","33","22","13","9","2018-06-22","0"
"23","33","22","13","9","2018-07-06","0"
"23","33","22","13","9","2018-07-20","0"
"23","33","22","13","9","2018-08-03","0"
"23","33","22","13","9","2018-08-17","0"
"23","33","22","13","9","2018-08-31","0"
"23","33","22","13","9","2018-09-14","0"
"23","33","22","13","9","2018-09-28","0"
"23","33","22","13","9","2018-10-12","0"
"24","34","23","14","11","2018-10-26","0"
"24","34","23","14","11","2018-11-09","0"
"24","34","23","14","11","2018-11-23","0"
"24","34","23","14","11","2018-12-07","0"
"24","34","23","14","11","2018-12-21","0"
"24","34","23","14","11","2019-01-04","0"
"24","34","23","14","11","2019-01-18","0"
"24","34","23","14","11","2019-02-01","0"
"25","35","24","15","12","2019-02-15","0"
"25","35","24","15","12","2019-03-01","0"
"11","15","10","6","5","2019-03-15","0"
"7","10","7","4","3","2019-03-29","0"
"23","33","22","14","11","2019-04-12","0"
"25","35","24","15","12","2019-04-26","0"
"9","13","9","5","4","2019-05-10","0"
"17","23","15","10","9","2019-05-24","0"
"26","35","24","16","14","2019-06-07","0"
"26","35","24","16","14","2019-06-21","0"
"26","35","24","16","14","2019-07-05","0"
"26","35","24","16","14","2019-07-19","0"
"26","35","24","16","14","2019-08-02","0"
"22","30","21","14","12","2019-08-16","0"
"28","38","26","18","15","2019-08-30","0"
"25","33","23","16","14","2019-09-13","0"
"27","36","25","17","15","2019-09-27","0"
"23","31","21","15","13","2019-10-11","0"
"25","33","23","17","14","2019-10-25","0"
"27","36","25","18","15","2019-11-08","0"
"27","36","25","18","15","2019-11-22","0"
"25","33","23","17","14","2019-12-06","0"
"25","33","23","17","14","2019-12-20","0"
"25","33","23","17","14","2020-01-03","0"
"29","39","27","19","16","2020-01-17","0"
"39","39","37","19","16","2020-01-31","0"
"37","36","35","18","15","2020-02-14","0"
"40","39","38","19","16","2020-02-28","0"
"42","41","40","21","17","2020-03-13","0"
"37","36","35","18","15","2020-03-27","0"
"37","36","35","18","15","2020-04-10","0"
"34","33","33","17","14","2020-04-24","0"
"37","36","35","18","15","2020-05-08","0"
"37","36","35","18","15","2020-05-22","0"
"40","39","38","19","16","2020-06-05","0"
"37","36","35","18","15","2020-06-19","0"
"48","46","45","23","19","2020-07-03","0"
"34","33","33","17","14","2020-07-17","0"
"37","36","35","18","15","2020-07-31","0"
"32","31","30","15","13","2020-08-14","0"
"50","49","48","24","20","2020-08-28","0"
"34","33","33","17","14","2020-09-11","0"
"37","36","35","18","15","2020-09-25","0"
"37","36","35","18","15","2020-10-09","0"
"37","36","35","18","15","2020-10-23","0"
"61","59","58","30","25","2020-11-06","0"
"58","57","55","28","24","2020-11-20","0"
"48","46","45","23","19","2020-12-04","0"
"40","39","38","19","16","2020-12-18","0"
"40","39","38","19","16","2021-01-01","0"
"48","46","45","23","19","2021-01-15","0"
"37","36","35","18","15","2021-01-29","0"
"37","36","35","18","15","2021-02-12","0"
"45","44","43","22","18","2021-02-26","0"
"37","36","35","18","15","2021-03-12","0"
"40","39","38","19","16","2021-03-26","0"
"37","36","35","18","15","2021-04-09","0"
"40","39","38","19","16","2021-04-23","0"
"37","36","35","18","15","2021-05-07","0"
"37","36","35","18","15","2021-05-21","0"
