"122","492","date","other"
"18","18","2020-09-23","0"
"39","39","2020-10-07","0"
"48","48","2020-10-21","0"
"39","39","2020-11-04","0"
"53","53","2020-11-18","0"
"43","43","2020-12-02","0"
"39","39","2020-12-16","0"
"39","39","2020-12-30","0"
"34","34","2021-01-13","0"
"41","41","2021-01-27","0"
"21","21","2021-02-10","0"
"34","34","2021-02-24","0"
"32","32","2021-03-10","0"
"33","33","2021-03-24","0"
"33","33","2021-04-07","0"
"33","33","2021-04-21","0"
"33","33","2021-05-05","0"
