"19","492","597","599","21978","999999","date","other"
"6","7","6","6","4","0","2018-03-15","0"
"11","12","11","11","7","1","2018-03-29","0"
"14","15","14","14","8","1","2018-04-12","0"
"20","22","20","20","12","1","2018-04-26","0"
"22","24","22","22","13","1","2018-05-10","0"
"22","24","22","22","13","1","2018-05-24","0"
"22","24","22","22","13","1","2018-06-07","0"
"22","24","22","22","13","1","2018-06-21","0"
"22","24","22","22","13","1","2018-07-05","0"
"22","24","22","22","13","1","2018-07-19","0"
"22","24","22","22","13","1","2018-08-02","0"
"22","24","22","22","14","1","2018-08-16","0"
"22","24","22","22","14","1","2018-08-30","0"
"22","24","22","22","14","1","2018-09-13","0"
"22","24","22","22","14","1","2018-09-27","0"
"22","24","22","22","14","1","2018-10-11","0"
"22","24","22","22","14","1","2018-10-25","0"
"22","24","22","22","14","1","2018-11-08","0"
"22","24","22","22","14","1","2018-11-22","0"
"22","24","22","22","14","1","2018-12-06","0"
"22","24","22","22","14","1","2018-12-20","0"
"22","24","22","22","14","1","2019-01-03","0"
"22","24","22","22","14","1","2019-01-17","0"
"24","26","24","24","15","1","2019-01-31","0"
"22","24","22","22","14","1","2019-02-14","0"
"22","24","22","22","14","1","2019-02-28","0"
"11","12","11","11","7","1","2019-03-14","0"
"5","5","5","5","3","0","2019-03-28","0"
"20","22","20","20","13","1","2019-04-11","0"
"22","24","22","22","14","1","2019-04-25","0"
"9","10","9","9","6","0","2019-05-09","0"
"14","15","14","14","10","1","2019-05-23","0"
"24","26","24","24","16","1","2019-06-06","0"
"24","26","24","24","16","1","2019-06-20","0"
"22","24","22","22","15","1","2019-07-04","0"
"25","27","25","25","17","1","2019-07-18","0"
"22","24","22","22","15","1","2019-08-01","0"
"20","22","20","20","14","1","2019-08-15","0"
"22","24","22","22","15","1","2019-08-29","0"
"19","21","19","19","13","1","2019-09-12","0"
"20","22","20","20","14","1","2019-09-26","0"
"22","24","22","22","15","1","2019-10-10","0"
"20","22","20","20","14","1","2019-10-24","0"
"20","22","20","20","14","1","2019-11-07","0"
"22","24","22","22","15","1","2019-11-21","0"
"22","24","22","22","16","1","2019-12-05","0"
"28","31","28","28","21","1","2019-12-19","0"
"24","26","24","24","17","1","2020-01-02","0"
"27","29","27","27","19","1","2020-01-16","0"
"22","24","22","22","16","1","2020-01-30","0"
"19","21","19","19","14","1","2020-02-13","0"
"22","24","22","22","16","1","2020-02-27","0"
"19","21","19","19","14","1","2020-03-12","0"
"25","27","25","25","18","1","2020-03-26","0"
"22","24","22","22","16","1","2020-04-09","0"
"22","24","22","22","16","1","2020-04-23","0"
"22","24","22","22","16","1","2020-05-07","0"
"22","24","22","22","16","1","2020-05-21","0"
"20","22","20","20","15","1","2020-06-04","0"
"17","19","17","17","13","1","2020-06-18","0"
"22","24","22","22","16","1","2020-07-02","0"
"19","21","19","19","14","1","2020-07-16","0"
"39","43","39","39","29","2","2020-07-30","0"
"19","21","19","19","14","1","2020-08-13","0"
"24","26","24","24","17","1","2020-08-27","0"
"24","26","24","24","17","1","2020-09-10","0"
"20","22","20","20","15","1","2020-09-24","0"
"24","26","24","24","17","1","2020-10-08","0"
"22","24","22","22","16","1","2020-10-22","0"
"27","29","27","27","19","1","2020-11-05","0"
"27","29","27","27","19","1","2020-11-19","0"
"22","24","22","22","16","1","2020-12-03","0"
"22","24","22","22","16","1","2020-12-17","0"
"17","19","17","17","13","1","2020-12-31","0"
"25","27","25","25","18","1","2021-01-14","0"
"27","29","27","27","19","1","2021-01-28","0"
"11","12","11","11","8","1","2021-02-11","0"
"24","26","24","24","17","1","2021-02-25","0"
"22","24","22","22","16","1","2021-03-11","0"
"22","24","22","22","16","1","2021-03-25","0"
"22","24","22","22","16","1","2021-04-08","0"
"22","24","22","22","16","1","2021-04-22","0"
"22","24","22","22","16","1","2021-05-06","0"
"22","24","22","22","16","1","2021-05-20","0"
