"492","597","1684","3799","4085","4182","4947","6426","7208","9551","12095","31579","date","other"
"44","45","19","40","19","21","26","18","38","28","45","38","2020-12-04","0"
"41","42","18","38","18","19","24","17","35","26","42","37","2020-12-18","0"
"44","45","20","40","20","21","26","18","38","28","45","40","2021-01-01","0"
"45","46","21","41","21","22","27","19","39","29","45","41","2021-01-15","0"
"40","41","18","36","18","19","24","17","34","26","40","36","2021-01-29","0"
"24","24","11","22","11","12","14","10","21","15","24","22","2021-02-12","0"
"40","41","18","36","18","19","24","17","34","26","41","36","2021-02-26","0"
"40","41","18","36","18","19","24","17","34","26","41","36","2021-03-12","0"
"37","38","17","34","17","18","22","16","32","24","38","34","2021-03-26","0"
"37","38","17","34","17","18","22","16","32","24","38","34","2021-04-09","0"
"37","38","17","34","17","18","22","16","32","24","38","34","2021-04-23","0"
"37","38","17","34","18","18","23","16","32","25","38","34","2021-05-07","0"
"40","41","18","36","19","19","25","17","34","27","41","36","2021-05-21","0"
