"19","21","492","3834","date","other"
"2","2","2","","2017-01-06","0"
"21","21","21","","2017-01-20","0"
"21","21","21","","2017-02-03","0"
"21","21","21","","2017-02-17","0"
"22","22","22","","2017-03-03","0"
"19","19","19","","2017-03-17","0"
"22","22","22","","2017-03-31","0"
"22","22","22","","2017-04-14","0"
"22","22","22","","2017-04-28","0"
"22","22","22","","2017-05-12","0"
"22","22","22","","2017-05-26","0"
"22","22","22","","2017-06-09","0"
"22","22","22","","2017-06-23","0"
"22","22","22","","2017-07-07","0"
"22","22","22","","2017-07-21","0"
"19","19","19","","2017-08-04","0"
"19","19","19","","2017-08-18","0"
"12","12","11","3","2017-09-01","0"
"16","16","16","4","2017-09-15","0"
"20","20","19","4","2017-09-29","0"
"20","20","19","4","2017-10-13","0"
"15","15","14","3","2017-10-27","0"
"15","15","14","3","2017-11-10","0"
"21","21","20","5","2017-11-24","0"
"16","16","16","4","2017-12-08","0"
"13","13","13","3","2017-12-22","0"
"18","18","17","4","2018-01-05","0"
"16","16","16","4","2018-01-19","0"
"15","15","14","3","2018-02-02","0"
"15","15","14","3","2018-02-16","0"
"16","16","16","4","2018-03-02","0"
"16","16","16","4","2018-03-16","0"
"10","10","9","2","2018-03-30","0"
"13","13","13","3","2018-04-13","0"
"23","23","22","5","2018-04-27","0"
"23","23","22","5","2018-05-11","0"
"23","23","22","5","2018-05-25","0"
"21","21","20","5","2018-06-08","0"
"23","23","22","5","2018-06-22","0"
"23","23","22","5","2018-07-06","0"
"23","23","22","5","2018-07-20","0"
"23","23","22","5","2018-08-03","0"
"23","23","22","5","2018-08-17","0"
"23","23","22","5","2018-08-31","0"
"23","23","22","5","2018-09-14","0"
"23","23","22","5","2018-09-28","0"
"23","23","22","5","2018-10-12","0"
"23","23","22","5","2018-10-26","0"
"23","23","22","5","2018-11-09","0"
"23","23","22","5","2018-11-23","0"
"23","23","22","5","2018-12-07","0"
"23","23","22","5","2018-12-21","0"
"23","23","22","5","2019-01-04","0"
"23","23","22","5","2019-01-18","0"
"23","23","22","5","2019-02-01","0"
"23","23","22","5","2019-02-15","0"
"23","23","22","5","2019-03-01","0"
"10","10","9","2","2019-03-15","0"
"3","3","3","1","2019-03-29","0"
"23","23","22","5","2019-04-12","0"
"23","23","22","5","2019-04-26","0"
"7","7","6","1","2019-05-10","0"
"44","17","16","4","2019-05-24","0"
"65","26","25","6","2019-06-07","0"
"61","24","23","6","2019-06-21","0"
"61","24","23","6","2019-07-05","0"
"57","22","21","6","2019-07-19","0"
"57","22","21","6","2019-08-02","0"
"57","22","21","6","2019-08-16","0"
"65","26","25","6","2019-08-30","0"
"57","22","21","6","2019-09-13","0"
"65","26","25","6","2019-09-27","0"
"65","26","25","6","2019-10-11","0"
"65","26","25","6","2019-10-25","0"
"57","22","21","6","2019-11-08","0"
"57","22","21","6","2019-11-22","0"
"61","24","23","6","2019-12-06","0"
"61","24","23","6","2019-12-20","0"
"70","27","26","7","2020-01-03","0"
"57","22","21","6","2020-01-17","0"
"61","24","23","6","2020-01-31","0"
"74","29","28","7","2020-02-14","0"
"61","24","23","6","2020-02-28","0"
"57","22","21","6","2020-03-13","0"
"61","24","23","6","2020-03-27","0"
"61","24","23","6","2020-04-10","0"
"61","24","23","6","2020-04-24","0"
"65","26","25","6","2020-05-08","0"
"61","24","23","6","2020-05-22","0"
"78","31","30","8","2020-06-05","0"
"57","22","21","6","2020-06-19","0"
"61","24","23","6","2020-07-03","0"
"61","24","23","6","2020-07-17","0"
"74","29","28","7","2020-07-31","0"
"52","21","20","5","2020-08-14","0"
"61","24","23","6","2020-08-28","0"
"70","27","26","7","2020-09-11","0"
"57","22","21","6","2020-09-25","0"
"70","27","26","7","2020-10-09","0"
"78","31","30","8","2020-10-23","0"
"70","27","26","7","2020-11-06","0"
"70","27","26","7","2020-11-20","0"
"87","34","33","9","2020-12-04","0"
"65","26","25","6","2020-12-18","0"
"70","27","26","7","2021-01-01","0"
"65","26","25","6","2021-01-15","0"
"74","29","28","7","2021-01-29","0"
"48","19","18","5","2021-02-12","0"
"65","26","25","6","2021-02-26","0"
"65","26","25","6","2021-03-12","0"
"70","27","26","7","2021-03-26","0"
"61","24","23","6","2021-04-09","0"
"61","24","23","6","2021-04-23","0"
"61","24","23","6","2021-05-07","0"
"65","26","25","6","2021-05-21","0"
