"597","4085","6650","12095","21978","999999","date","other"
"21","5","","","","1","2017-08-18","0"
"14","3","","","","1","2017-09-01","0"
"18","5","","","","1","2017-09-15","0"
"16","5","","","","1","2017-09-29","0"
"18","5","","","","1","2017-10-13","0"
"16","5","","","1","1","2017-10-27","0"
"16","5","","","3","1","2017-11-10","0"
"14","5","","","3","1","2017-11-24","0"
"14","5","","","3","0","2017-12-08","0"
"16","5","","","3","","2017-12-22","0"
"14","5","","","3","","2018-01-05","0"
"16","6","","","4","","2018-01-19","0"
"13","5","","","3","","2018-02-02","0"
"20","7","","","5","","2018-02-16","0"
"14","5","","","3","","2018-03-02","0"
"11","4","","","3","","2018-03-16","0"
"18","6","","","4","","2018-03-30","0"
"14","5","","","3","","2018-04-13","0"
"25","9","","","6","","2018-04-27","0"
"25","9","","","6","","2018-05-11","0"
"26","10","","","7","","2018-05-25","0"
"26","10","","","7","","2018-06-08","0"
"26","10","","","7","","2018-06-22","0"
"26","10","","","7","","2018-07-06","0"
"26","10","","","7","","2018-07-20","0"
"26","10","","","7","","2018-08-03","0"
"26","10","","","7","","2018-08-17","0"
"26","10","5","","7","","2018-08-31","0"
"26","10","6","","7","","2018-09-14","0"
"26","10","7","","7","","2018-09-28","0"
"26","10","7","","7","","2018-10-12","0"
"26","10","7","","7","","2018-10-26","0"
"26","10","7","2","8","","2018-11-09","0"
"26","10","8","5","9","","2018-11-23","0"
"26","10","8","5","9","","2018-12-07","0"
"26","10","8","5","9","","2018-12-21","0"
"26","10","8","5","9","","2019-01-04","0"
"26","10","8","5","9","","2019-01-18","0"
"26","11","7","0","10","","2019-02-01","0"
"27","12","7","","11","","2019-02-15","0"
"27","12","7","","11","","2019-03-01","0"
"12","5","3","","5","","2019-03-15","0"
"6","3","2","","2","","2019-03-29","0"
"26","11","7","","10","","2019-04-12","0"
"28","12","7","","11","","2019-04-26","0"
"10","4","3","","4","","2019-05-10","0"
"20","9","4","","8","","2019-05-24","0"
"30","14","6","","12","","2019-06-07","0"
"32","15","7","2","13","","2019-06-21","0"
"26","12","6","5","10","","2019-07-05","0"
"32","15","7","6","13","","2019-07-19","0"
"30","14","6","5","12","","2019-08-02","0"
"28","13","6","5","11","","2019-08-16","0"
"30","14","6","5","12","","2019-08-30","0"
"26","12","6","6","11","","2019-09-13","0"
"28","13","6","6","12","","2019-09-27","0"
"28","13","6","6","12","","2019-10-11","0"
"32","15","7","7","14","","2019-10-25","0"
"26","12","5","5","12","","2019-11-08","0"
"36","15","6","6","15","","2019-11-22","0"
"41","14","3","2","14","","2019-12-06","0"
"42","14","","","14","","2019-12-20","0"
"47","16","","","16","","2020-01-03","0"
"50","17","","","17","","2020-01-17","0"
"42","14","","","14","","2020-01-31","0"
"42","14","","","14","","2020-02-14","0"
"36","12","","","12","","2020-02-28","0"
"45","15","","","15","","2020-03-13","0"
"45","15","","","15","","2020-03-27","0"
"42","14","","","14","","2020-04-10","0"
"39","13","","","13","","2020-04-24","0"
"46","13","","","13","","2020-05-08","0"
"46","12","","","12","","2020-05-22","0"
"49","13","","","13","","2020-06-05","0"
"56","15","","","15","","2020-06-19","0"
"49","13","","","13","","2020-07-03","0"
"56","15","","","15","","2020-07-17","0"
"53","14","","","14","","2020-07-31","0"
"49","13","","","13","","2020-08-14","0"
"63","17","","","17","","2020-08-28","0"
"49","13","","","13","","2020-09-11","0"
"49","13","","","13","","2020-09-25","0"
"49","13","","","13","","2020-10-09","0"
"53","14","","","14","","2020-10-23","0"
"63","17","","","18","","2020-11-06","0"
"63","17","","","18","","2020-11-20","0"
"67","18","","","19","","2020-12-04","0"
"53","14","","","15","","2020-12-18","0"
"53","14","","","15","","2021-01-01","0"
"88","23","","","25","","2021-01-15","0"
"53","14","","","15","","2021-01-29","0"
"39","10","","","11","","2021-02-12","0"
"49","13","","","14","","2021-02-26","0"
"49","13","","","14","","2021-03-12","0"
"49","13","","","14","","2021-03-26","0"
"49","13","","","14","","2021-04-09","0"
"49","13","","","14","","2021-04-23","0"
"49","13","","","14","","2021-05-07","0"
"53","14","","","15","","2021-05-21","0"
