"19","492","699","701","1684","1773","1775","3859","3878","4036","4562","21978","96359","date","other"
"13","12","14","13","","","","","","","","6","","2018-02-01","0"
"23","21","25","23","","","","","","","","11","","2018-02-15","0"
"23","21","25","23","","","","","","","","12","","2018-03-01","0"
"23","21","25","23","","","","","","","","12","","2018-03-15","0"
"23","21","25","23","","","","","","","","12","","2018-03-29","0"
"23","22","26","24","","","","","","","","12","","2018-04-12","0"
"23","22","26","24","","","","","","","","11","","2018-04-26","0"
"23","22","26","24","","","","","","","","11","","2018-05-10","0"
"23","22","26","24","","","","","","","","11","","2018-05-24","0"
"23","22","26","24","","","","","","","","11","","2018-06-07","0"
"24","23","27","25","","","","","","","","12","","2018-06-21","0"
"24","23","27","25","","","","","","","","12","","2018-07-05","0"
"24","23","28","25","","","","","","","","13","","2018-07-19","0"
"24","23","28","25","","","","","","","","13","","2018-08-02","0"
"24","23","28","25","","","","","","","","13","","2018-08-16","0"
"24","23","28","26","","","","","","","","13","","2018-08-30","0"
"24","23","28","26","","","","","","","","13","","2018-09-13","0"
"24","23","28","26","","","","","","","","13","","2018-09-27","0"
"24","23","28","26","","","","","","","","13","","2018-10-11","0"
"24","23","28","26","","","","","","5","","13","","2018-10-25","0"
"24","23","28","26","","","","","","5","","13","","2018-11-08","0"
"24","23","28","26","","","","","","6","","13","","2018-11-22","0"
"24","23","28","26","","","","","","6","","13","","2018-12-06","0"
"24","23","28","26","","","","11","","6","","13","","2018-12-20","0"
"24","23","28","26","","","","11","","6","","13","","2019-01-03","0"
"24","23","29","27","","","","11","","7","","13","","2019-01-17","0"
"24","23","29","27","","","","11","","7","","13","18","2019-01-31","0"
"24","23","29","27","","","","11","","7","","13","25","2019-02-14","0"
"24","23","29","27","","","","11","","7","","13","25","2019-02-28","0"
"24","23","29","27","","","","11","","7","","13","25","2019-03-14","0"
"22","21","27","25","","","","10","","7","","12","23","2019-03-28","0"
"24","23","29","27","","","","11","","8","","13","25","2019-04-11","0"
"24","23","29","27","","","","11","","8","","13","25","2019-04-25","0"
"10","10","12","12","","","","5","","3","","6","11","2019-05-09","0"
"14","13","17","15","","","","6","","5","","7","14","2019-05-23","0"
"26","25","31","29","","","","12","","10","","14","27","2019-06-06","0"
"24","23","29","27","","","","11","","9","","13","25","2019-06-20","0"
"24","23","29","27","","","","11","","9","","13","25","2019-07-04","0"
"26","25","31","29","","","","12","","10","","14","27","2019-07-18","0"
"24","23","29","27","","","","11","","9","","13","25","2019-08-01","0"
"26","25","31","30","","","","12","","10","","14","27","2019-08-15","0"
"25","23","29","28","4","4","4","12","5","10","4","14","25","2019-08-29","0"
"25","23","29","28","10","10","10","12","11","10","10","14","25","2019-09-12","0"
"25","23","29","28","10","10","10","12","11","10","10","14","25","2019-09-26","0"
"25","23","29","28","10","10","10","12","11","10","10","14","25","2019-10-10","0"
"25","23","29","28","10","10","10","12","11","10","10","14","25","2019-10-24","0"
"23","21","27","26","9","9","9","11","10","9","9","13","23","2019-11-07","0"
"25","23","29","28","10","10","10","12","11","10","10","14","25","2019-11-21","0"
"25","23","29","28","10","10","10","12","11","10","10","14","25","2019-12-05","0"
"21","20","25","24","9","9","9","10","9","9","9","12","21","2019-12-19","0"
"21","20","25","24","9","9","9","11","9","9","9","12","21","2020-01-02","0"
"36","33","41","40","14","14","14","19","16","14","14","20","36","2020-01-16","0"
"23","21","27","26","9","9","9","12","10","9","9","13","23","2020-01-30","0"
"27","25","31","30","11","11","11","14","12","11","11","15","27","2020-02-13","0"
"27","25","31","30","11","11","11","14","12","11","11","15","27","2020-02-27","0"
"23","21","27","26","9","9","9","12","10","9","9","13","23","2020-03-12","0"
"27","25","31","30","11","11","11","14","12","12","11","16","27","2020-03-26","0"
"29","26","33","32","11","11","11","15","13","13","11","17","29","2020-04-09","0"
"25","23","29","28","10","10","10","13","11","11","10","15","25","2020-04-23","0"
"27","25","31","30","11","11","11","14","12","12","11","17","27","2020-05-07","0"
"23","21","28","27","9","10","9","12","10","11","10","15","24","2020-05-21","0"
"25","23","30","29","10","11","10","13","11","13","11","16","26","2020-06-04","0"
"29","26","34","33","11","13","11","15","13","15","13","18","30","2020-06-18","0"
"25","23","30","29","10","11","10","13","11","13","11","16","26","2020-07-02","0"
"21","20","26","25","9","9","9","11","9","11","9","14","22","2020-07-16","0"
"29","26","34","33","11","13","11","15","13","15","13","18","30","2020-07-30","0"
"25","23","30","29","10","11","10","13","11","13","11","16","26","2020-08-13","0"
"25","23","30","29","10","11","10","13","11","13","11","16","26","2020-08-27","0"
"27","25","32","31","11","12","11","14","12","14","12","17","28","2020-09-10","0"
"29","26","34","33","11","13","11","15","13","15","13","18","30","2020-09-24","0"
"30","28","36","35","12","13","12","16","13","16","13","19","32","2020-10-08","0"
"32","30","39","37","13","14","13","17","14","17","14","21","33","2020-10-22","0"
"27","25","32","31","11","12","11","14","12","14","12","17","28","2020-11-05","0"
"32","30","39","37","13","14","13","17","14","17","14","21","33","2020-11-19","0"
"30","28","36","35","12","13","12","16","13","16","13","21","32","2020-12-03","0"
"27","25","32","31","11","12","11","14","12","14","12","18","28","2020-12-17","0"
