"9","492","597","date","other"
"14","14","16","2020-05-21","0"
"21","21","24","2020-06-04","0"
"23","23","25","2020-06-18","0"
"19","19","20","2020-07-02","0"
"17","17","19","2020-07-16","0"
"20","20","22","2020-07-30","0"
"19","19","20","2020-08-13","0"
"20","20","22","2020-08-27","0"
"19","19","20","2020-09-10","0"
"24","24","27","2020-09-24","0"
"23","23","25","2020-10-08","0"
"17","17","19","2020-10-22","0"
"23","23","25","2020-11-05","0"
"21","21","24","2020-11-19","0"
"26","26","28","2020-12-03","0"
"21","21","24","2020-12-17","0"
"24","24","27","2020-12-31","0"
"23","23","25","2021-01-14","0"
"24","24","27","2021-01-28","0"
"11","11","13","2021-02-11","0"
"19","19","20","2021-02-25","0"
"20","20","22","2021-03-11","0"
"20","20","22","2021-03-25","0"
"20","20","22","2021-04-08","0"
"20","20","22","2021-04-22","0"
"20","20","22","2021-05-06","0"
