"19","122","492","493","date","other"
"19","17","18","21","2017-01-04","0"
"22","20","21","25","2017-01-18","0"
"22","20","21","25","2017-02-01","0"
"20","19","20","23","2017-02-15","0"
"22","20","21","25","2017-03-01","0"
"2","1","2","2","2017-03-15","0"
"3","3","3","4","2018-03-14","0"
"7","6","6","7","2018-03-28","0"
"15","14","14","17","2018-04-11","0"
"23","21","22","26","2018-04-25","0"
"23","21","22","26","2018-05-09","0"
"25","23","24","28","2018-05-23","0"
"21","20","20","24","2018-06-06","0"
"23","21","22","26","2018-06-20","0"
"23","21","22","26","2018-07-04","0"
"23","21","22","44","2018-07-18","0"
"23","21","22","47","2018-08-01","0"
"23","21","22","47","2018-08-15","0"
"23","21","22","47","2018-08-29","0"
"23","21","22","47","2018-09-12","0"
"23","21","22","47","2018-09-26","0"
"23","21","22","47","2018-10-10","0"
"23","21","22","47","2018-10-24","0"
"23","21","22","47","2018-11-07","0"
"23","21","22","47","2018-11-21","0"
"23","21","22","47","2018-12-05","0"
"23","21","22","47","2018-12-19","0"
"23","21","22","47","2019-01-02","0"
"23","21","22","47","2019-01-16","0"
"23","21","22","47","2019-01-30","0"
"23","21","22","47","2019-02-13","0"
"23","21","22","47","2019-02-27","0"
"13","12","13","27","2019-03-13","0"
"7","6","6","13","2019-03-27","0"
"20","18","19","40","2019-04-10","0"
"23","21","22","47","2019-04-24","0"
"10","9","9","20","2019-05-08","0"
"13","12","13","36","2019-05-22","0"
"25","23","24","68","2019-06-05","0"
"25","23","24","68","2019-06-19","0"
"26","24","25","72","2019-07-03","0"
"21","20","20","59","2019-07-17","0"
"21","20","20","59","2019-07-31","0"
"20","18","19","54","2019-08-14","0"
"25","23","24","68","2019-08-28","0"
"20","18","19","54","2019-09-11","0"
"26","24","25","72","2019-09-25","0"
"26","24","25","72","2019-10-09","0"
"23","21","22","63","2019-10-23","0"
"20","18","19","54","2019-11-06","0"
"21","20","20","59","2019-11-20","0"
"33","31","32","71","2019-12-04","0"
"31","29","30","62","2019-12-18","0"
"38","35","37","77","2020-01-01","0"
"38","35","37","77","2020-01-15","0"
"28","27","27","39","2020-01-29","0"
"33","31","32","30","2020-02-12","0"
"35","33","34","32","2020-02-26","0"
"33","31","32","30","2020-03-11","0"
"28","27","27","26","2020-03-25","0"
"38","35","37","34","2020-04-08","0"
"33","31","32","30","2020-04-22","0"
"35","33","34","32","2020-05-06","0"
"31","29","30","28","2020-05-20","0"
"33","31","32","30","2020-06-03","0"
"31","29","30","28","2020-06-17","0"
"33","31","32","30","2020-07-01","0"
"28","27","27","26","2020-07-15","0"
"45","42","43","41","2020-07-29","0"
"42","40","41","39","2020-08-12","0"
"42","40","41","39","2020-08-26","0"
"35","33","34","32","2020-09-09","0"
"31","29","30","28","2020-09-23","0"
"33","31","32","30","2020-10-07","0"
"35","33","34","32","2020-10-21","0"
"40","38","39","36","2020-11-04","0"
"45","42","43","41","2020-11-18","0"
"38","35","37","34","2020-12-02","0"
"35","33","34","32","2020-12-16","0"
"33","31","32","30","2020-12-30","0"
"40","38","39","36","2021-01-13","0"
"33","31","32","30","2021-01-27","0"
"24","22","23","21","2021-02-10","0"
"33","31","32","30","2021-02-24","0"
"33","31","32","30","2021-03-10","0"
"33","31","32","30","2021-03-24","0"
"35","33","34","32","2021-04-07","0"
"38","35","37","34","2021-04-21","0"
"33","31","32","30","2021-05-05","0"
"38","35","37","34","2021-05-19","0"
