"21","492","597","1698","1719","3799","3871","4004","4182","4947","5094","6815","9551","31275","date","other"
"17","17","","","","","","","","","","","","","2019-06-20","0"
"21","21","","","","","","","","","","","","","2019-07-04","0"
"23","23","","","","","","","","","","","","","2019-07-18","0"
"24","24","","","","","","","","","","","","","2019-08-01","0"
"20","20","","","","","","","","","","","","","2019-08-15","0"
"26","26","","","","","","","","","","","","","2019-08-29","0"
"21","21","","","","","","","","","","","","","2019-09-12","0"
"23","23","","","","","","","","","","","","","2019-09-26","0"
"23","23","","","","","","","","","","","","","2019-10-10","0"
"23","23","","","","","","","","","","","","","2019-10-24","0"
"20","20","","","","","","","","","","","","","2019-11-07","0"
"23","23","","","","","","","","","","","","","2019-11-21","0"
"24","24","","","","","","","","","","","","","2019-12-05","0"
"24","24","","","","","","","","","","","","","2019-12-19","0"
"23","23","","","","","","","","","","","","","2020-01-02","0"
"20","20","","","","","","","","","","","","","2020-01-16","0"
"24","24","","","","","","","","","","","","","2020-01-30","0"
"23","23","","","","","","","","","","","","","2020-02-13","0"
"29","29","","","","","","","","","","","","","2020-02-27","0"
"23","23","","","","","","","","","","","","","2020-03-12","0"
"26","26","","","","","","","","","","","","","2020-03-26","0"
"30","30","","","","","","","","","","","","","2020-04-09","0"
"33","33","","","","","","","","","","","","","2020-04-23","0"
"33","33","","","","","","","","","","","","","2020-05-07","0"
"31","31","","","","","","","","","","","","","2020-05-21","0"
"45","39","33","29","26","31","28","20","19","34","26","35","37","10","2020-06-04","0"
"63","48","91","82","72","88","78","57","53","94","74","97","103","27","2020-06-18","0"
"68","51","98","88","77","94","84","61","57","101","79","104","110","29","2020-07-02","0"
"54","41","78","70","62","75","67","49","45","81","63","83","88","23","2020-07-16","0"
"77","58","111","100","87","107","95","69","64","114","90","118","125","33","2020-07-30","0"
"50","38","72","64","57","69","61","45","42","74","58","76","81","21","2020-08-13","0"
"59","45","85","76","67","82","72","53","49","87","69","90","96","25","2020-08-27","0"
"72","55","104","94","82","101","89","65","61","107","85","111","118","31","2020-09-10","0"
"99","75","143","129","113","138","123","90","83","148","116","152","162","42","2020-09-24","0"
"77","58","111","100","87","107","95","69","64","114","90","118","125","33","2020-10-08","0"
"63","48","91","82","72","88","78","57","53","94","74","97","103","27","2020-10-22","0"
"77","58","111","100","87","107","95","69","64","114","90","118","125","33","2020-11-05","0"
"72","55","104","94","82","101","89","65","61","107","85","111","118","31","2020-11-19","0"
"77","58","111","100","87","107","95","69","64","114","90","118","125","33","2020-12-03","0"
"68","51","98","88","77","94","84","61","57","101","79","104","110","29","2020-12-17","0"
"63","48","91","82","72","88","78","57","53","94","74","97","103","27","2020-12-31","0"
"81","62","117","105","93","113","100","73","68","121","95","125","132","35","2021-01-14","0"
"104","79","150","135","118","145","128","94","87","154","122","159","169","44","2021-01-28","0"
"45","34","65","59","51","63","56","41","38","67","53","69","74","19","2021-02-11","0"
"72","55","104","94","82","101","89","65","61","107","85","111","118","31","2021-02-25","0"
"63","48","91","82","72","88","78","57","53","94","74","97","103","27","2021-03-11","0"
"63","48","91","82","72","88","78","57","53","94","74","97","103","27","2021-03-25","0"
"68","51","98","88","77","94","84","61","57","101","79","104","110","29","2021-04-08","0"
"68","51","98","88","77","94","84","61","57","101","79","104","110","29","2021-04-22","0"
"63","48","91","82","72","88","78","57","53","94","74","97","103","27","2021-05-06","0"
