"19","492","date","other"
"6","6","2019-08-14","0"
"21","21","2019-08-28","0"
"23","23","2019-09-11","0"
"21","21","2019-09-25","0"
"23","23","2019-10-09","0"
"21","21","2019-10-23","0"
"20","20","2019-11-06","0"
"21","21","2019-11-20","0"
"21","21","2019-12-04","0"
"21","21","2019-12-18","0"
"20","20","2020-01-01","0"
"23","23","2020-01-15","0"
"33","33","2020-01-29","0"
"38","38","2020-02-12","0"
"31","31","2020-02-26","0"
"33","33","2020-03-11","0"
"29","29","2020-03-25","0"
"33","33","2020-04-08","0"
"29","29","2020-04-22","0"
"33","33","2020-05-06","0"
"33","33","2020-05-20","0"
"33","33","2020-06-03","0"
"31","31","2020-06-17","0"
"31","31","2020-07-01","0"
"27","27","2020-07-15","0"
"31","31","2020-07-29","0"
"27","27","2020-08-12","0"
"31","31","2020-08-26","0"
"29","29","2020-09-09","0"
"31","31","2020-09-23","0"
"35","35","2020-10-07","0"
"29","29","2020-10-21","0"
"33","33","2020-11-04","0"
"42","42","2020-11-18","0"
"38","38","2020-12-02","0"
"29","29","2020-12-16","0"
"29","29","2020-12-30","0"
"40","40","2021-01-13","0"
"38","38","2021-01-27","0"
"16","16","2021-02-10","0"
"35","35","2021-02-24","0"
"33","33","2021-03-10","0"
"31","31","2021-03-24","0"
"31","31","2021-04-07","0"
"31","31","2021-04-21","0"
"31","31","2021-05-05","0"
