"21","599","12095","21978","999999","date","other"
"11","11","","4","1","2017-09-15","0"
"18","19","","6","1","2017-09-29","0"
"17","17","","6","1","2017-10-13","0"
"14","14","","5","1","2017-10-27","0"
"15","16","","5","1","2017-11-10","0"
"15","16","","5","1","2017-11-24","0"
"12","13","","4","0","2017-12-08","0"
"14","14","","5","","2017-12-22","0"
"14","14","","5","","2018-01-05","0"
"18","19","","6","","2018-01-19","0"
"12","13","","4","","2018-02-02","0"
"14","14","","5","","2018-02-16","0"
"12","13","","4","","2018-03-02","0"
"12","13","","4","","2018-03-16","0"
"11","11","","4","","2018-03-30","0"
"12","13","","4","","2018-04-13","0"
"21","22","","7","","2018-04-27","0"
"21","22","","7","","2018-05-11","0"
"21","22","","7","","2018-05-25","0"
"21","22","","7","","2018-06-08","0"
"21","22","","7","","2018-06-22","0"
"21","22","","7","","2018-07-06","0"
"21","22","","7","","2018-07-20","0"
"21","22","","7","","2018-08-03","0"
"21","22","","7","","2018-08-17","0"
"21","22","","7","","2018-08-31","0"
"21","22","","7","","2018-09-14","0"
"21","22","","7","","2018-09-28","0"
"21","22","","7","","2018-10-12","0"
"21","22","","7","","2018-10-26","0"
"21","22","","7","","2018-11-09","0"
"21","22","","7","","2018-11-23","0"
"21","22","","7","","2018-12-07","0"
"21","22","","7","","2018-12-21","0"
"21","22","0","7","","2019-01-04","0"
"21","23","6","8","","2019-01-18","0"
"21","23","6","8","","2019-02-01","0"
"21","23","6","8","","2019-02-15","0"
"21","23","6","8","","2019-03-01","0"
"11","12","3","4","","2019-03-15","0"
"8","8","2","3","","2019-03-29","0"
"20","21","6","7","","2019-04-12","0"
"21","23","6","9","","2019-04-26","0"
"8","8","2","3","","2019-05-10","0"
"17","18","5","7","","2019-05-24","0"
"21","23","6","9","","2019-06-07","0"
"23","25","6","10","","2019-06-21","0"
"21","23","6","9","","2019-07-05","0"
"21","23","6","9","","2019-07-19","0"
"23","25","6","10","","2019-08-02","0"
"17","18","5","7","","2019-08-16","0"
"21","23","6","9","","2019-08-30","0"
"20","21","6","8","","2019-09-13","0"
"21","23","6","9","","2019-09-27","0"
"27","30","8","12","","2019-10-11","0"
"21","23","7","10","","2019-10-25","0"
"20","21","7","9","","2019-11-08","0"
"21","23","7","10","","2019-11-22","0"
"21","23","7","11","","2019-12-06","0"
"20","21","7","10","","2019-12-20","0"
"20","21","7","10","","2020-01-03","0"
"23","25","8","12","","2020-01-17","0"
"21","23","7","11","","2020-01-31","0"
"20","21","7","10","","2020-02-14","0"
"23","25","8","12","","2020-02-28","0"
"20","21","7","10","","2020-03-13","0"
"20","21","7","10","","2020-03-27","0"
"20","21","7","10","","2020-04-10","0"
"20","21","7","10","","2020-04-24","0"
"21","23","7","11","","2020-05-08","0"
"21","23","7","11","","2020-05-22","0"
"21","23","7","11","","2020-06-05","0"
"21","23","7","11","","2020-06-19","0"
"21","23","7","11","","2020-07-03","0"
"20","21","7","10","","2020-07-17","0"
"23","25","8","12","","2020-07-31","0"
"18","20","6","9","","2020-08-14","0"
"21","23","7","11","","2020-08-28","0"
"20","21","7","10","","2020-09-11","0"
"24","26","8","13","","2020-09-25","0"
"24","26","8","13","","2020-10-09","0"
"24","26","8","13","","2020-10-23","0"
"24","26","8","13","","2020-11-06","0"
"24","26","8","13","","2020-11-20","0"
"24","26","8","13","","2020-12-04","0"
"20","21","7","10","","2020-12-18","0"
"26","28","9","13","","2021-01-01","0"
"23","25","8","12","","2021-01-15","0"
"26","28","9","13","","2021-01-29","0"
"18","20","6","10","","2021-02-12","0"
"23","26","8","13","","2021-02-26","0"
"21","24","7","12","","2021-03-12","0"
"21","24","8","13","","2021-03-26","0"
"23","26","9","14","","2021-04-09","0"
"21","24","8","13","","2021-04-23","0"
"21","24","8","13","","2021-05-07","0"
"23","26","9","14","","2021-05-21","0"
