"19","21","492","599","1667","1774","3916","3942","4004","4975","date","other"
"6","6","6","6","","","","","","","2017-11-23","0"
"17","17","17","16","","","","","","","2017-12-07","0"
"14","14","14","12","","","","","","","2017-12-21","0"
"12","12","12","11","","","","","","","2018-01-04","0"
"14","14","14","12","","","","","","","2018-01-18","0"
"11","11","11","10","","","","","","","2018-02-01","0"
"11","11","11","10","","","","","","","2018-02-15","0"
"15","15","15","14","","","","","","","2018-03-01","0"
"12","12","12","11","","","","","","","2018-03-15","0"
"9","9","9","8","","","","","","","2018-03-29","0"
"14","14","14","12","","","","","","","2018-04-12","0"
"21","21","21","19","","","","","","","2018-04-26","0"
"21","21","21","19","","","","","","","2018-05-10","0"
"21","21","21","19","","","","","","","2018-05-24","0"
"21","21","21","19","","","","","","","2018-06-07","0"
"21","21","21","19","","","","","","","2018-06-21","0"
"21","21","21","19","","","","","","","2018-07-05","0"
"21","21","21","19","","","","","","","2018-07-19","0"
"21","21","21","19","","","","","","","2018-08-02","0"
"21","21","21","19","","","","","","","2018-08-16","0"
"21","21","21","19","","","","","","","2018-08-30","0"
"21","21","21","19","","","","","","","2018-09-13","0"
"21","21","21","19","","","","","","","2018-09-27","0"
"21","21","22","19","4","","","","","","2018-10-11","0"
"21","21","22","19","6","","","","","","2018-10-25","0"
"21","21","22","19","6","","","","","","2018-11-08","0"
"21","21","22","19","6","","","","","","2018-11-22","0"
"21","21","22","19","6","","","","","","2018-12-06","0"
"21","21","22","19","6","","","","","","2018-12-20","0"
"21","21","22","19","6","","","","","","2019-01-03","0"
"21","21","22","19","6","","","","","","2019-01-17","0"
"21","21","22","19","6","","","","","","2019-01-31","0"
"21","21","22","19","6","","","","","","2019-02-14","0"
"21","21","22","19","6","","","","","","2019-02-28","0"
"14","14","14","12","4","","","","","","2019-03-14","0"
"2","2","2","1","0","","","","","","2019-03-28","0"
"20","20","20","18","6","","","","","","2019-04-11","0"
"21","21","22","19","6","","","","","","2019-04-25","0"
"9","9","9","8","3","","","","","","2019-05-09","0"
"14","14","14","13","5","","","","","","2019-05-23","0"
"22","21","22","20","7","","","","","","2019-06-06","0"
"22","21","22","20","7","","","","","","2019-06-20","0"
"25","24","25","23","8","","","","","","2019-07-04","0"
"22","21","22","20","7","","","","","","2019-07-18","0"
"24","23","24","21","8","","","","","","2019-08-01","0"
"20","20","20","19","7","","","","","","2019-08-15","0"
"22","21","22","20","7","","","","","","2019-08-29","0"
"24","23","24","21","8","","","","","","2019-09-12","0"
"22","21","22","20","7","","","","","","2019-09-26","0"
"24","23","24","21","8","","","","","","2019-10-10","0"
"22","21","22","20","7","","","","","","2019-10-24","0"
"20","20","20","19","7","","","","","","2019-11-07","0"
"5","5","5","4","2","","","","","","2019-11-21","0"
"16","16","16","15","4","6","5","5","6","5","2020-09-24","0"
"34","33","34","32","8","12","11","11","12","11","2020-10-08","0"
"32","31","32","30","7","11","10","10","11","10","2020-10-22","0"
"37","35","37","34","8","13","11","11","13","11","2020-11-05","0"
"53","51","53","49","12","18","16","16","18","16","2020-11-19","0"
"32","31","32","30","7","11","10","10","11","10","2020-12-03","0"
"34","33","34","32","8","12","11","11","12","11","2020-12-17","0"
"34","33","34","32","8","12","11","11","12","11","2020-12-31","0"
"30","29","30","28","7","10","9","9","10","9","2021-01-14","0"
"41","40","41","39","9","14","13","13","14","13","2021-01-28","0"
"21","20","21","19","5","7","6","6","7","6","2021-02-11","0"
"32","31","32","30","7","11","10","10","11","10","2021-02-25","0"
"32","31","32","30","7","11","10","10","11","10","2021-03-11","0"
"32","31","32","30","7","11","10","10","11","10","2021-03-25","0"
"32","31","32","30","7","11","10","10","11","10","2021-04-08","0"
"32","31","32","30","7","11","10","10","11","10","2021-04-22","0"
"34","33","34","32","8","12","11","11","12","11","2021-05-06","0"
"32","31","32","30","7","11","10","10","11","10","2021-05-20","0"
