"9","19","21","122","492","599","date","other"
"10","10","11","10","11","10","2020-10-07","0"
"22","22","24","22","24","22","2020-10-21","0"
"18","18","20","18","20","18","2020-11-04","0"
"24","24","27","24","27","24","2020-11-18","0"
"19","19","21","19","21","19","2020-12-02","0"
"18","18","20","18","20","18","2020-12-16","0"
"23","23","26","23","26","23","2020-12-30","0"
"20","20","23","20","23","20","2021-01-13","0"
"23","23","26","23","26","23","2021-01-27","0"
"14","14","15","14","15","14","2021-02-10","0"
"18","18","20","18","20","18","2021-02-24","0"
"19","19","21","19","21","19","2021-03-10","0"
"19","19","21","19","21","19","2021-03-24","0"
"19","19","21","19","21","19","2021-04-07","0"
"19","19","21","19","21","19","2021-04-21","0"
"19","19","21","19","21","19","2021-05-05","0"
