"597","1666","1721","4085","6650","12095","21978","999999","date","other"
"23","5","1","8","","","8","1","2017-07-20","0"
"21","4","","9","","","8","1","2017-08-03","0"
"23","5","","10","","","8","1","2017-08-17","0"
"11","2","","5","","","4","1","2017-08-31","0"
"18","4","","8","","","6","1","2017-09-14","0"
"18","4","","8","","","6","1","2017-09-28","0"
"18","4","","8","","","6","1","2017-10-12","0"
"13","3","","6","","","5","1","2017-10-26","0"
"16","3","","8","","","6","1","2017-11-09","0"
"18","4","","9","","","7","1","2017-11-23","0"
"16","3","","8","","","6","0","2017-12-07","0"
"14","3","","7","","","6","","2017-12-21","0"
"14","3","","7","","","6","","2018-01-04","0"
"14","3","","7","","","6","","2018-01-18","0"
"16","3","","8","","","7","","2018-02-01","0"
"18","4","","9","","","8","","2018-02-15","0"
"16","3","","8","3","","8","","2018-03-01","0"
"14","3","","7","3","","7","","2018-03-15","0"
"13","3","","6","3","","6","","2018-03-29","0"
"16","3","","8","3","","8","","2018-04-12","0"
"25","5","","12","5","","12","","2018-04-26","0"
"25","5","","12","5","","12","","2018-05-10","0"
"25","5","","12","5","","12","","2018-05-24","0"
"25","5","","12","5","","12","","2018-06-07","0"
"25","5","","12","5","","12","","2018-06-21","0"
"25","5","","12","5","","12","","2018-07-05","0"
"25","5","","12","6","","12","","2018-07-19","0"
"25","5","","12","6","","12","","2018-08-02","0"
"25","4","","12","6","1","12","","2018-08-16","0"
"25","","","13","7","5","13","","2018-08-30","0"
"25","","","13","7","6","13","","2018-09-13","0"
"25","","","13","7","6","13","","2018-09-27","0"
"25","","","13","7","6","13","","2018-10-11","0"
"25","","","13","7","6","13","","2018-10-25","0"
"25","","","13","7","6","13","","2018-11-08","0"
"25","","","13","7","6","13","","2018-11-22","0"
"25","","","13","7","6","13","","2018-12-06","0"
"25","","","13","7","7","13","","2018-12-20","0"
"25","","","13","7","7","13","","2019-01-03","0"
"25","","","15","9","9","14","","2019-01-17","0"
"25","","","15","9","9","14","","2019-01-31","0"
"25","","","15","9","9","14","","2019-02-14","0"
"25","","","15","9","9","14","","2019-02-28","0"
"14","","","9","5","5","8","","2019-03-14","0"
"11","","","6","4","4","6","","2019-03-28","0"
"23","","1","14","8","8","13","","2019-04-11","0"
"25","","1","15","9","9","14","","2019-04-25","0"
"9","","","6","3","3","5","","2019-05-09","0"
"17","","","10","5","6","10","","2019-05-23","0"
"26","","","16","8","9","15","","2019-06-06","0"
"24","","","15","7","8","14","","2019-06-20","0"
"30","","","18","9","10","17","","2019-07-04","0"
"26","","","16","8","9","15","","2019-07-18","0"
"28","","","17","9","10","16","","2019-08-01","0"
"24","","","15","7","8","14","","2019-08-15","0"
"26","","","16","9","9","15","","2019-08-29","0"
"24","","","15","8","8","14","","2019-09-12","0"
"28","","","17","10","10","16","","2019-09-26","0"
"26","","","16","9","9","15","","2019-10-10","0"
"28","","","17","10","10","16","","2019-10-24","0"
"24","","","15","8","8","14","","2019-11-07","0"
"22","","","14","8","8","13","","2019-11-21","0"
"28","","","17","10","10","17","","2019-12-05","0"
"26","","","16","9","9","16","","2019-12-19","0"
"20","","","13","7","7","13","","2020-01-02","0"
"28","","","17","10","10","17","","2020-01-16","0"
"26","","","16","9","9","16","","2020-01-30","0"
"26","","","16","9","9","16","","2020-02-13","0"
"24","","","15","8","9","15","","2020-02-27","0"
"26","","","16","9","10","16","","2020-03-12","0"
"26","","","16","10","10","17","","2020-03-26","0"
"24","","","15","9","10","16","","2020-04-09","0"
"26","","","16","11","12","17","","2020-04-23","0"
"24","","","15","10","11","16","","2020-05-07","0"
"26","","","16","11","12","17","","2020-05-21","0"
"26","","","16","11","12","17","","2020-06-04","0"
"26","","","16","11","12","17","","2020-06-18","0"
"26","","","16","11","12","17","","2020-07-02","0"
"24","","","15","10","11","16","","2020-07-16","0"
"33","","","20","14","15","22","","2020-07-30","0"
"24","","","14","8","9","16","","2020-08-13","0"
"26","","","15","9","10","17","","2020-08-27","0"
"26","","","15","9","10","17","","2020-09-10","0"
"32","","","18","11","11","21","","2020-09-24","0"
"28","","","16","10","10","18","","2020-10-08","0"
"35","","","20","12","12","23","","2020-10-22","0"
"28","","","16","10","10","18","","2020-11-05","0"
"33","","","19","12","12","22","","2020-11-19","0"
"32","","","18","11","11","21","","2020-12-03","0"
"30","","","17","10","10","19","","2020-12-17","0"
"28","","","16","10","10","18","","2020-12-31","0"
"33","","","19","12","13","24","","2021-01-14","0"
"30","","","17","10","11","22","","2021-01-28","0"
"19","","","11","6","7","14","","2021-02-11","0"
"30","","","17","10","11","22","","2021-02-25","0"
"26","","","15","9","10","19","","2021-03-11","0"
"26","","","15","9","10","19","","2021-03-25","0"
"26","","","15","9","10","19","","2021-04-08","0"
"28","","","16","10","11","20","","2021-04-22","0"
"26","","","15","9","10","19","","2021-05-06","0"
"28","","","16","10","11","20","","2021-05-20","0"
