"9","19","493","699","701","date","other"
"8","9","10","2","8","2018-03-14","0"
"12","14","16","3","13","2018-03-28","0"
"12","14","16","3","13","2018-04-11","0"
"20","23","26","5","20","2018-04-25","0"
"21","25","28","5","22","2018-05-09","0"
"21","25","28","5","22","2018-05-23","0"
"21","25","28","5","22","2018-06-06","0"
"21","25","28","5","22","2018-06-20","0"
"21","25","28","5","22","2018-07-04","0"
"21","25","48","5","22","2018-07-18","0"
"21","25","51","5","22","2018-08-01","0"
"21","25","51","5","22","2018-08-15","0"
"21","25","51","5","22","2018-08-29","0"
"21","25","51","5","22","2018-09-12","0"
"21","25","51","5","22","2018-09-26","0"
"21","25","51","5","22","2018-10-10","0"
"21","25","51","5","22","2018-10-24","0"
"21","25","51","5","22","2018-11-07","0"
"21","25","51","5","22","2018-11-21","0"
"21","25","51","5","22","2018-12-05","0"
"21","25","51","5","22","2018-12-19","0"
"21","25","51","5","22","2019-01-02","0"
"21","25","51","5","22","2019-01-16","0"
"21","25","51","5","22","2019-01-30","0"
"21","25","51","5","22","2019-02-13","0"
"21","25","51","5","22","2019-02-27","0"
"11","13","26","3","11","2019-03-13","0"
"5","5","11","1","5","2019-03-27","0"
"20","23","47","5","20","2019-04-10","0"
"21","25","51","5","22","2019-04-24","0"
"9","11","22","2","9","2019-05-08","0"
"12","14","29","3","13","2019-05-22","0"
"21","25","51","5","22","2019-06-05","0"
"23","27","55","5","24","2019-06-19","0"
"21","25","51","5","22","2019-07-03","0"
"24","29","58","6","25","2019-07-17","0"
"23","27","55","5","24","2019-07-31","0"
"23","27","55","5","24","2019-08-14","0"
"26","30","62","6","27","2019-08-28","0"
"23","27","55","5","24","2019-09-11","0"
"21","25","51","5","22","2019-09-25","0"
"21","25","51","5","22","2019-10-09","0"
"21","25","51","5","22","2019-10-23","0"
"20","23","47","5","20","2019-11-06","0"
"23","27","55","5","24","2019-11-20","0"
"24","29","58","6","25","2019-12-04","0"
"30","36","73","7","31","2019-12-18","0"
"23","27","55","5","24","2020-01-01","0"
"26","30","62","6","27","2020-01-15","0"
"21","25","35","5","22","2020-01-29","0"
"23","27","25","5","24","2020-02-12","0"
"26","30","28","6","27","2020-02-26","0"
"23","27","25","5","24","2020-03-11","0"
"27","32","30","6","28","2020-03-25","0"
"23","27","25","5","24","2020-04-08","0"
"23","27","25","5","24","2020-04-22","0"
"24","29","26","6","25","2020-05-06","0"
"20","23","21","5","20","2020-05-20","0"
"23","27","25","5","24","2020-06-03","0"
"23","27","25","5","24","2020-06-17","0"
"24","29","26","6","25","2020-07-01","0"
"21","25","23","5","22","2020-07-15","0"
"24","29","26","6","25","2020-07-29","0"
"21","25","23","5","22","2020-08-12","0"
"27","32","30","6","28","2020-08-26","0"
"20","23","21","5","20","2020-09-09","0"
"21","25","23","5","22","2020-09-23","0"
"26","30","28","6","27","2020-10-07","0"
"21","25","23","5","22","2020-10-21","0"
"29","34","31","7","30","2020-11-04","0"
"26","30","28","6","27","2020-11-18","0"
"33","39","36","8","35","2020-12-02","0"
"26","30","28","6","27","2020-12-16","0"
"33","39","36","8","35","2020-12-30","0"
"21","25","23","5","22","2021-01-13","0"
"30","36","33","7","31","2021-01-27","0"
"27","32","30","6","28","2021-02-10","0"
"24","29","26","6","25","2021-02-24","0"
"21","25","23","5","22","2021-03-10","0"
"23","27","25","5","24","2021-03-24","0"
"23","27","25","5","24","2021-04-07","0"
"21","25","23","5","22","2021-04-21","0"
"23","27","25","5","24","2021-05-05","0"
"21","25","23","5","22","2021-05-19","0"
