"492","599","3964","4004","date","other"
"15","15","3","3","2017-08-31","0"
"24","23","12","12","2017-09-14","0"
"27","26","14","14","2017-09-28","0"
"33","32","17","17","2017-10-12","0"
"24","23","12","12","2017-10-26","0"
"24","23","12","12","2017-11-09","0"
"30","29","15","15","2017-11-23","0"
"27","26","14","14","2017-12-07","0"
"30","29","15","15","2017-12-21","0"
"27","26","14","14","2018-01-04","0"
"24","23","12","12","2018-01-18","0"
"24","23","12","12","2018-02-01","0"
"24","23","11","12","2018-02-15","0"
"30","29","14","15","2018-03-01","0"
"18","17","9","9","2018-03-15","0"
"24","23","11","12","2018-03-29","0"
"27","26","13","14","2018-04-12","0"
"39","37","19","20","2018-04-26","0"
"42","40","20","21","2018-05-10","0"
"42","40","20","21","2018-05-24","0"
"42","40","20","21","2018-06-07","0"
"42","40","20","21","2018-06-21","0"
"42","40","20","21","2018-07-05","0"
"42","40","20","21","2018-07-19","0"
"42","40","20","21","2018-08-02","0"
"42","40","20","21","2018-08-16","0"
"42","40","20","21","2018-08-30","0"
"42","40","20","21","2018-09-13","0"
"42","40","20","21","2018-09-27","0"
"42","40","20","21","2018-10-11","0"
"42","40","20","21","2018-10-25","0"
"42","40","20","21","2018-11-08","0"
"42","40","20","21","2018-11-22","0"
"42","40","20","21","2018-12-06","0"
"42","40","20","21","2018-12-20","0"
"39","37","19","20","2019-01-03","0"
"42","40","20","21","2019-01-17","0"
"42","40","20","21","2019-01-31","0"
"42","40","20","21","2019-02-14","0"
"42","40","20","21","2019-02-28","0"
"18","17","9","9","2019-03-14","0"
"6","6","3","3","2019-03-28","0"
"39","37","19","20","2019-04-11","0"
"42","40","20","21","2019-04-25","0"
"18","17","9","9","2019-05-09","0"
"141","26","13","14","2019-05-23","0"
"220","40","20","21","2019-06-06","0"
"220","40","20","21","2019-06-20","0"
"189","34","17","18","2019-07-04","0"
"220","40","20","21","2019-07-18","0"
"236","43","21","23","2019-08-01","0"
"251","46","23","24","2019-08-15","0"
"236","43","21","23","2019-08-29","0"
"251","46","23","24","2019-09-12","0"
"267","49","24","26","2019-09-26","0"
"236","43","21","23","2019-10-10","0"
"220","40","20","21","2019-10-24","0"
"204","37","19","20","2019-11-07","0"
"267","49","24","26","2019-11-21","0"
"220","40","20","21","2019-12-05","0"
"220","40","20","21","2019-12-19","0"
"220","40","20","21","2020-01-02","0"
"220","40","20","21","2020-01-16","0"
"220","40","20","21","2020-01-30","0"
"220","40","20","21","2020-02-13","0"
"314","57","29","30","2020-02-27","0"
"299","54","27","29","2020-03-12","0"
"251","46","23","24","2020-03-26","0"
"236","43","21","23","2020-04-09","0"
"299","54","27","29","2020-04-23","0"
"236","43","21","23","2020-05-07","0"
"236","43","21","23","2020-05-21","0"
"220","40","20","21","2020-06-04","0"
"220","40","20","21","2020-06-18","0"
"236","43","21","23","2020-07-02","0"
"189","34","17","18","2020-07-16","0"
"251","46","23","24","2020-07-30","0"
"204","37","19","20","2020-08-13","0"
"267","49","24","26","2020-08-27","0"
"236","43","21","23","2020-09-10","0"
"236","43","21","23","2020-09-24","0"
"251","46","23","24","2020-10-08","0"
"220","40","20","21","2020-10-22","0"
"283","51","27","28","2020-11-05","0"
"220","40","21","22","2020-11-19","0"
"346","63","33","35","2020-12-03","0"
"251","46","24","25","2020-12-17","0"
"314","57","30","31","2020-12-31","0"
"283","51","27","28","2021-01-14","0"
"251","46","24","25","2021-01-28","0"
"157","29","15","16","2021-02-11","0"
"267","49","26","27","2021-02-25","0"
"220","40","21","22","2021-03-11","0"
"220","40","21","22","2021-03-25","0"
"236","43","23","24","2021-04-08","0"
"220","40","21","22","2021-04-22","0"
"236","43","23","24","2021-05-06","0"
"220","40","21","22","2021-05-20","0"
