"19","492","597","4182","5154","date","other"
"11","12","12","5","5","2017-11-23","0"
"13","13","13","6","6","2017-12-07","0"
"14","15","15","6","6","2017-12-21","0"
"13","13","13","6","6","2018-01-04","0"
"14","15","15","6","6","2018-01-18","0"
"14","15","15","6","6","2018-02-01","0"
"19","20","20","9","9","2018-02-15","0"
"14","15","15","6","6","2018-03-01","0"
"13","13","13","6","6","2018-03-15","0"
"8","8","8","4","4","2018-03-29","0"
"14","15","15","6","6","2018-04-12","0"
"25","26","26","11","11","2018-04-26","0"
"22","23","23","10","10","2018-05-10","0"
"22","23","23","10","10","2018-05-24","0"
"22","23","24","10","10","2018-06-07","0"
"22","23","24","10","10","2018-06-21","0"
"22","23","24","10","10","2018-07-05","0"
"22","23","24","10","10","2018-07-19","0"
"22","23","24","10","10","2018-08-02","0"
"22","23","24","10","10","2018-08-16","0"
"22","23","24","10","10","2018-08-30","0"
"22","23","24","10","10","2018-09-13","0"
"22","23","24","10","10","2018-09-27","0"
"22","23","24","10","10","2018-10-11","0"
"22","23","24","10","10","2018-10-25","0"
"22","23","24","10","10","2018-11-08","0"
"22","23","24","10","10","2018-11-22","0"
"22","23","24","10","10","2018-12-06","0"
"22","23","24","10","10","2018-12-20","0"
"22","23","24","10","10","2019-01-03","0"
"22","23","24","10","10","2019-01-17","0"
"22","23","24","10","10","2019-01-31","0"
"22","23","24","10","10","2019-02-14","0"
"22","23","24","10","10","2019-02-28","0"
"13","13","14","6","6","2019-03-14","0"
"2","2","2","1","1","2019-03-28","0"
"20","21","22","9","9","2019-04-11","0"
"22","23","24","10","10","2019-04-25","0"
"9","10","10","4","4","2019-05-09","0"
"14","15","15","6","6","2019-05-23","0"
"24","25","26","11","11","2019-06-06","0"
"22","23","24","10","10","2019-06-20","0"
"24","25","26","11","11","2019-07-04","0"
"24","25","26","11","11","2019-07-18","0"
"25","26","27","11","11","2019-08-01","0"
"17","18","19","8","8","2019-08-15","0"
"25","26","27","11","11","2019-08-29","0"
"20","21","22","9","9","2019-09-12","0"
"24","25","26","11","11","2019-09-26","0"
"25","26","27","11","11","2019-10-10","0"
"22","23","24","10","10","2019-10-24","0"
"25","26","27","11","11","2019-11-07","0"
"25","26","27","11","11","2019-11-21","0"
"24","25","26","11","11","2019-12-05","0"
"28","30","31","13","13","2019-12-19","0"
"19","20","21","9","9","2020-01-02","0"
"27","28","29","12","12","2020-01-16","0"
"25","26","27","11","11","2020-01-30","0"
"24","25","26","11","11","2020-02-13","0"
"88","92","96","40","40","2020-02-27","0"
"22","23","24","10","10","2020-03-12","0"
"25","26","27","11","11","2020-03-26","0"
"20","21","22","9","9","2020-04-09","0"
"20","21","22","9","10","2020-04-23","0"
"22","23","24","10","11","2020-05-07","0"
"20","21","22","9","10","2020-05-21","0"
"22","23","24","10","11","2020-06-04","0"
"27","28","29","12","13","2020-06-18","0"
"24","25","26","11","12","2020-07-02","0"
"27","28","29","12","13","2020-07-16","0"
"27","28","29","12","13","2020-07-30","0"
"17","18","19","8","9","2020-08-13","0"
"25","26","27","11","13","2020-08-27","0"
"24","25","26","11","12","2020-09-10","0"
"27","28","29","12","13","2020-09-24","0"
"24","25","26","11","12","2020-10-08","0"
"22","23","24","10","11","2020-10-22","0"
"25","26","27","11","13","2020-11-05","0"
"22","23","24","10","11","2020-11-19","0"
"30","31","33","14","15","2020-12-03","0"
"20","21","22","9","10","2020-12-17","0"
"22","23","24","10","11","2020-12-31","0"
"","25","26","11","12","2021-01-14","0"
"","26","27","11","13","2021-01-28","0"
"","18","19","8","9","2021-02-11","0"
"","26","27","11","13","2021-02-25","0"
"","23","24","10","11","2021-03-11","0"
"","25","26","11","12","2021-03-25","0"
"","25","26","11","12","2021-04-08","0"
"3","25","26","11","12","2021-04-22","0"
"22","23","24","10","11","2021-05-06","0"
"25","26","27","11","13","2021-05-20","0"
