"597","1664","1665","1770","date","other"
"5","1","3","2","2018-03-14","0"
"10","2","5","4","2018-03-28","0"
"16","4","9","6","2018-04-11","0"
"21","5","11","8","2018-04-25","0"
"23","5","12","9","2018-05-09","0"
"23","5","12","9","2018-05-23","0"
"23","5","12","9","2018-06-06","0"
"23","5","13","9","2018-06-20","0"
"23","5","13","9","2018-07-04","0"
"23","5","13","9","2018-07-18","0"
"23","5","13","9","2018-08-01","0"
"23","5","14","9","2018-08-15","0"
"23","5","14","9","2018-08-29","0"
"23","5","14","9","2018-09-12","0"
"23","5","14","9","2018-09-26","0"
"23","5","14","9","2018-10-10","0"
"23","5","14","9","2018-10-24","0"
"23","5","14","9","2018-11-07","0"
"23","5","14","9","2018-11-21","0"
"23","5","14","9","2018-12-05","0"
"23","5","14","9","2018-12-19","0"
"23","5","14","9","2019-01-02","0"
"23","5","14","9","2019-01-16","0"
"23","5","14","9","2019-01-30","0"
"23","5","14","9","2019-02-13","0"
"23","5","14","9","2019-02-27","0"
"13","3","8","5","2019-03-13","0"
"3","1","2","1","2019-03-27","0"
"21","5","13","8","2019-04-10","0"
"23","5","14","9","2019-04-24","0"
"10","2","6","4","2019-05-08","0"
"13","3","8","5","2019-05-22","0"
"25","5","15","10","2019-06-05","0"
"26","6","16","10","2019-06-19","0"
"23","5","14","9","2019-07-03","0"
"23","5","14","9","2019-07-17","0"
"23","5","14","9","2019-07-31","0"
"23","5","14","9","2019-08-14","0"
"23","5","14","9","2019-08-28","0"
"25","5","15","10","2019-09-11","0"
"21","5","13","8","2019-09-25","0"
"26","6","16","10","2019-10-09","0"
"25","5","15","10","2019-10-23","0"
"20","4","12","8","2019-11-06","0"
"33","6","16","10","2019-11-20","0"
"33","5","14","9","2019-12-04","0"
"35","5","15","10","2019-12-18","0"
"38","6","16","10","2020-01-01","0"
"33","5","14","9","2020-01-15","0"
"38","6","16","10","2020-01-29","0"
"38","6","16","10","2020-02-12","0"
"38","6","16","10","2020-02-26","0"
"38","6","16","10","2020-03-11","0"
"35","5","15","10","2020-03-25","0"
"31","5","13","8","2020-04-08","0"
"35","5","15","10","2020-04-22","0"
"33","5","14","9","2020-05-06","0"
"31","5","13","8","2020-05-20","0"
"33","5","14","9","2020-06-03","0"
"31","5","13","8","2020-06-17","0"
"35","5","15","10","2020-07-01","0"
"31","5","13","8","2020-07-15","0"
"35","5","15","10","2020-07-29","0"
"26","4","11","7","2020-08-12","0"
"33","5","14","9","2020-08-26","0"
"28","4","12","8","2020-09-09","0"
"38","6","16","10","2020-09-23","0"
"45","7","19","12","2020-10-07","0"
"26","4","11","7","2020-10-21","0"
"38","6","16","10","2020-11-04","0"
"40","6","17","11","2020-11-18","0"
"40","6","17","11","2020-12-02","0"
"38","6","16","10","2020-12-16","0"
"33","5","14","9","2020-12-30","0"
"47","7","20","13","2021-01-13","0"
"40","6","17","11","2021-01-27","0"
"26","4","11","7","2021-02-10","0"
"35","5","15","10","2021-02-24","0"
"33","5","14","9","2021-03-10","0"
"33","5","14","9","2021-03-24","0"
"33","5","14","9","2021-04-07","0"
"35","5","15","10","2021-04-21","0"
"33","5","14","9","2021-05-05","0"
"33","5","14","9","2021-05-19","0"
