"19","492","493","597","1732","3859","date","other"
"16","18","20","12","6","6","2015-07-24","0"
"31","31","35","22","11","12","2015-08-07","0"
"31","31","35","22","11","12","2015-08-21","0"
"31","31","35","14","11","12","2015-09-04","0"
"31","31","35","","11","12","2015-09-18","0"
"31","31","35","","11","12","2015-10-02","0"
"31","31","35","","11","12","2015-10-16","0"
"31","31","35","","11","12","2015-10-30","0"
"31","31","35","","11","12","2015-11-13","0"
"32","32","36","","12","14","2015-11-27","0"
"32","32","36","","12","14","2015-12-11","0"
"32","32","36","","12","14","2015-12-25","0"
"32","32","36","","13","14","2016-01-08","0"
"33","32","37","","13","15","2016-01-22","0"
"33","32","37","","13","15","2016-02-05","0"
"33","32","37","","13","15","2016-02-19","0"
"33","32","37","","13","15","2016-03-04","0"
"33","32","37","","13","15","2016-03-18","0"
"33","32","37","","13","15","2016-04-01","0"
"33","32","37","","13","15","2016-04-15","0"
"33","32","37","","13","15","2016-04-29","0"
"33","32","37","","13","15","2016-05-13","0"
"33","32","37","","13","15","2016-05-27","0"
"33","32","37","","13","15","2016-06-10","0"
"33","32","37","","13","15","2016-06-24","0"
"33","32","37","","13","15","2016-07-08","0"
"33","32","37","","13","16","2016-07-22","0"
"33","32","37","","13","16","2016-08-05","0"
"33","32","37","","13","16","2016-08-19","0"
"33","32","37","","13","16","2016-09-02","0"
"33","32","37","","13","16","2016-09-16","0"
"33","31","37","","13","16","2016-09-30","0"
"33","31","37","","13","16","2016-10-14","0"
"33","31","37","","13","16","2016-10-28","0"
"33","31","37","","13","16","2016-11-11","0"
"33","31","37","","13","16","2016-11-25","0"
"33","31","37","","13","16","2016-12-09","0"
"33","31","37","","13","16","2016-12-23","0"
"33","31","37","","13","16","2017-01-06","0"
"33","31","37","","13","16","2017-01-20","0"
"33","31","37","","13","16","2017-02-03","0"
"33","31","37","","13","16","2017-02-17","0"
"33","31","37","","13","16","2017-03-03","0"
"33","31","37","","13","16","2017-03-17","0"
"33","31","37","","13","16","2017-03-31","0"
"33","31","37","","13","16","2017-04-14","0"
"33","31","37","","13","16","2017-04-28","0"
"33","31","37","","13","16","2017-05-12","0"
"33","31","37","","13","16","2017-05-26","0"
"33","31","37","","13","16","2017-06-09","0"
"33","31","37","","13","16","2017-06-23","0"
"33","31","37","","13","16","2017-07-07","0"
"31","29","34","","12","15","2017-07-21","0"
"28","27","32","","11","14","2017-08-04","0"
"28","27","32","","11","14","2017-08-18","0"
"17","16","19","","7","8","2017-09-01","0"
"24","22","26","","9","11","2017-09-15","0"
"21","20","24","","8","10","2017-09-29","0"
"26","24","29","","10","13","2017-10-13","0"
"21","20","24","","8","10","2017-10-27","0"
"17","16","19","","7","8","2017-11-10","0"
"19","18","21","","7","9","2017-11-24","0"
"24","22","26","","9","11","2017-12-08","0"
"31","29","16","","12","15","2017-12-22","0"
"33","31","","","14","17","2018-01-05","0"
"33","31","","","14","17","2018-01-19","0"
"33","31","","","14","17","2018-02-02","0"
"33","31","","","14","17","2018-02-16","0"
"33","31","","","14","17","2018-03-02","0"
"33","31","","","14","17","2018-03-16","0"
"33","31","","","14","17","2018-03-30","0"
"33","31","","","14","17","2018-04-13","0"
"33","31","","","14","17","2018-04-27","0"
"33","31","","","14","17","2018-05-11","0"
"33","31","","","14","17","2018-05-25","0"
"33","31","","","14","17","2018-06-08","0"
"33","31","","","14","17","2018-06-22","0"
"33","31","","","14","17","2018-07-06","0"
