"19","21","492","597","21978","date","other"
"9","8","9","8","3","2019-01-02","0"
"22","20","22","21","7","2019-01-16","0"
"24","22","24","23","7","2019-01-30","0"
"24","22","24","23","7","2019-02-13","0"
"24","22","24","23","7","2019-02-27","0"
"14","13","14","13","4","2019-03-13","0"
"3","3","3","3","1","2019-03-27","0"
"22","20","22","21","7","2019-04-10","0"
"24","22","24","23","7","2019-04-24","0"
"10","9","10","10","3","2019-05-08","0"
"14","13","14","13","4","2019-05-22","0"
"24","22","24","23","7","2019-06-05","0"
"26","24","26","25","8","2019-06-19","0"
"26","24","26","25","8","2019-07-03","0"
"22","20","22","21","7","2019-07-17","0"
"31","28","31","30","9","2019-07-31","0"
"24","22","24","23","7","2019-08-14","0"
"26","24","26","25","8","2019-08-28","0"
"29","27","29","28","9","2019-09-11","0"
"26","24","26","25","8","2019-09-25","0"
"26","24","26","25","8","2019-10-09","0"
"24","22","24","23","7","2019-10-23","0"
"24","22","24","23","7","2019-11-06","0"
"22","20","22","21","7","2019-11-20","0"
"26","24","26","25","8","2019-12-04","0"
"26","24","26","25","8","2019-12-18","0"
"31","28","31","30","9","2020-01-01","0"
"39","36","39","38","12","2020-01-15","0"
"27","25","27","26","8","2020-01-29","0"
"26","24","26","25","8","2020-02-12","0"
"22","20","22","21","7","2020-02-26","0"
"31","28","31","30","9","2020-03-11","0"
"31","28","31","30","9","2020-03-25","0"
"22","20","22","21","7","2020-04-08","0"
"24","22","24","23","7","2020-04-22","0"
"24","22","24","23","7","2020-05-06","0"
"27","25","27","26","8","2020-05-20","0"
"26","24","26","25","8","2020-06-03","0"
"29","27","29","28","9","2020-06-17","0"
"22","20","22","21","7","2020-07-01","0"
"24","22","24","23","7","2020-07-15","0"
"27","25","27","26","8","2020-07-29","0"
"19","17","19","18","6","2020-08-12","0"
"24","22","24","23","7","2020-08-26","0"
"26","24","26","25","8","2020-09-09","0"
"29","27","29","28","9","2020-09-23","0"
"36","33","36","35","11","2020-10-07","0"
"29","27","29","28","9","2020-10-21","0"
"24","22","24","23","7","2020-11-04","0"
"33","30","33","31","10","2020-11-18","0"
"27","25","27","26","8","2020-12-02","0"
"27","25","27","26","8","2020-12-16","0"
"24","22","24","23","7","2020-12-30","0"
"29","27","29","28","9","2021-01-13","0"
"27","25","27","26","8","2021-01-27","0"
"14","13","14","13","4","2021-02-10","0"
"24","22","24","23","7","2021-02-24","0"
"24","22","24","23","7","2021-03-10","0"
"24","22","24","23","7","2021-03-24","0"
"24","22","24","23","7","2021-04-07","0"
"24","22","24","23","7","2021-04-21","0"
"26","24","26","25","8","2021-05-05","0"
