"19","492","493","21978","999999","date","other"
"11","11","12","","1","2017-09-28","0"
"14","14","15","","1","2017-10-12","0"
"14","14","15","3","1","2017-10-26","0"
"12","12","14","3","1","2017-11-09","0"
"11","11","12","3","1","2017-11-23","0"
"12","12","14","3","0","2017-12-07","0"
"15","15","17","4","","2017-12-21","0"
"12","12","14","3","","2018-01-04","0"
"11","11","12","3","","2018-01-18","0"
"12","12","14","3","","2018-02-01","0"
"12","12","14","3","","2018-02-15","0"
"14","14","15","3","","2018-03-01","0"
"14","14","15","3","","2018-03-15","0"
"8","8","9","2","","2018-03-29","0"
"12","12","14","3","","2018-04-12","0"
"20","20","22","6","","2018-04-26","0"
"21","21","24","6","","2018-05-10","0"
"21","21","24","6","","2018-05-24","0"
"21","21","24","6","","2018-06-07","0"
"21","21","24","6","","2018-06-21","0"
"21","21","24","6","","2018-07-05","0"
"21","21","44","6","","2018-07-19","0"
"21","21","45","6","","2018-08-02","0"
"21","21","45","6","","2018-08-16","0"
"21","21","45","6","","2018-08-30","0"
"21","21","45","6","","2018-09-13","0"
"21","21","45","6","","2018-09-27","0"
"21","21","45","6","","2018-10-11","0"
"21","21","45","6","","2018-10-25","0"
"21","21","45","6","","2018-11-08","0"
"21","21","45","6","","2018-11-22","0"
"21","21","45","6","","2018-12-06","0"
"21","21","45","6","","2018-12-20","0"
"21","21","45","6","","2019-01-03","0"
"21","21","45","6","","2019-01-17","0"
"21","21","45","6","","2019-01-31","0"
"21","21","45","6","","2019-02-14","0"
"21","21","45","6","","2019-02-28","0"
"9","9","19","3","","2019-03-14","0"
"5","5","10","1","","2019-03-28","0"
"20","20","44","6","","2019-04-11","0"
"21","21","47","7","","2019-04-25","0"
"9","9","20","3","","2019-05-09","0"
"15","15","34","6","","2019-05-23","0"
"21","21","47","8","","2019-06-06","0"
"27","27","60","10","","2019-06-20","0"
"23","23","50","9","","2019-07-04","0"
"21","21","47","8","","2019-07-18","0"
"21","21","47","8","","2019-08-01","0"
"18","18","40","7","","2019-08-15","0"
"21","21","47","8","","2019-08-29","0"
"21","21","47","8","","2019-09-12","0"
"21","21","47","8","","2019-09-26","0"
"21","21","47","8","","2019-10-10","0"
"21","21","47","8","","2019-10-24","0"
"20","20","44","7","","2019-11-07","0"
"21","21","47","8","","2019-11-21","0"
"20","20","44","8","","2019-12-05","0"
"20","20","44","8","","2019-12-19","0"
"21","21","47","9","","2020-01-02","0"
"24","24","54","10","","2020-01-16","0"
"21","21","31","9","","2020-01-30","0"
"23","23","24","10","","2020-02-13","0"
"26","26","27","11","","2020-02-27","0"
"21","21","22","9","","2020-03-12","0"
"21","21","22","9","","2020-03-26","0"
"21","21","22","9","","2020-04-09","0"
"20","20","20","8","","2020-04-23","0"
"21","21","22","9","","2020-05-07","0"
"20","20","20","8","","2020-05-21","0"
"21","21","22","9","","2020-06-04","0"
"23","23","24","10","","2020-06-18","0"
"26","26","27","11","","2020-07-02","0"
"21","21","22","9","","2020-07-16","0"
"23","23","24","10","","2020-07-30","0"
"20","20","20","8","","2020-08-13","0"
"24","24","25","10","","2020-08-27","0"
"24","24","25","10","","2020-09-10","0"
"20","20","20","8","","2020-09-24","0"
"24","24","25","10","","2020-10-08","0"
"21","21","22","9","","2020-10-22","0"
"33","33","35","14","","2020-11-05","0"
"27","27","28","12","","2020-11-19","0"
"27","27","28","12","","2020-12-03","0"
"26","26","27","11","","2020-12-17","0"
"23","23","24","10","","2020-12-31","0"
"23","23","24","10","","2021-01-14","0"
"24","24","25","10","","2021-01-28","0"
"14","14","14","6","","2021-02-11","0"
"21","21","22","9","","2021-02-25","0"
"23","23","24","10","","2021-03-11","0"
"21","21","22","9","","2021-03-25","0"
"21","21","22","9","","2021-04-08","0"
"21","21","22","9","","2021-04-22","0"
"21","21","22","9","","2021-05-06","0"
"21","21","22","9","","2021-05-20","0"
