"19","492","21978","date","other"
"12","12","4","2019-05-22","0"
"21","21","7","2019-06-05","0"
"21","21","7","2019-06-19","0"
"24","24","8","2019-07-03","0"
"23","23","8","2019-07-17","0"
"30","30","10","2019-07-31","0"
"24","24","8","2019-08-14","0"
"24","24","8","2019-08-28","0"
"21","21","7","2019-09-11","0"
"26","26","9","2019-09-25","0"
"23","23","8","2019-10-09","0"
"26","26","9","2019-10-23","0"
"26","26","9","2019-11-06","0"
"23","23","8","2019-11-20","0"
"24","24","9","2019-12-04","0"
"26","26","10","2019-12-18","0"
"23","23","9","2020-01-01","0"
"21","21","8","2020-01-15","0"
"21","21","8","2020-01-29","0"
"23","23","9","2020-02-12","0"
"20","20","7","2020-02-26","0"
"26","26","10","2020-03-11","0"
"21","21","8","2020-03-25","0"
"20","20","7","2020-04-08","0"
"20","20","7","2020-04-22","0"
"21","21","8","2020-05-06","0"
"27","27","10","2020-05-20","0"
"23","23","9","2020-06-03","0"
"23","23","9","2020-06-17","0"
"26","26","10","2020-07-01","0"
"21","21","8","2020-07-15","0"
"21","21","8","2020-07-29","0"
"21","21","8","2020-08-12","0"
"21","21","8","2020-08-26","0"
"23","23","9","2020-09-09","0"
"21","21","8","2020-09-23","0"
"21","21","8","2020-10-07","0"
"30","30","11","2020-10-21","0"
"30","30","11","2020-11-04","0"
"30","30","11","2020-11-18","0"
"24","24","9","2020-12-02","0"
"24","24","9","2020-12-16","0"
"24","24","9","2020-12-30","0"
"32","32","12","2021-01-13","0"
"27","27","10","2021-01-27","0"
"15","15","6","2021-02-10","0"
"23","23","9","2021-02-24","0"
"21","21","8","2021-03-10","0"
"26","26","10","2021-03-24","0"
"21","21","8","2021-04-07","0"
"21","21","8","2021-04-21","0"
"21","21","8","2021-05-05","0"
"21","21","8","2021-05-19","0"
