"19","597","701","21978","999999","date","other"
"11","11","11","4","0","2017-06-22","0"
"31","31","31","11","1","2017-07-06","0"
"29","29","29","10","1","2017-07-20","0"
"27","27","27","9","1","2017-08-03","0"
"29","29","29","10","1","2017-08-17","0"
"13","13","13","5","1","2017-08-31","0"
"20","20","20","7","1","2017-09-14","0"
"29","29","29","10","1","2017-09-28","0"
"20","20","20","7","1","2017-10-12","0"
"18","18","18","6","1","2017-10-26","0"
"16","16","16","6","1","2017-11-09","0"
"18","18","18","6","1","2017-11-23","0"
"18","18","18","6","0","2017-12-07","0"
"22","22","22","8","","2017-12-21","0"
"22","22","22","9","","2018-01-04","0"
"18","18","18","7","","2018-01-18","0"
"16","16","16","6","","2018-02-01","0"
"18","18","18","7","","2018-02-15","0"
"18","18","18","7","","2018-03-01","0"
"20","20","20","8","","2018-03-15","0"
"13","13","13","5","","2018-03-29","0"
"16","16","16","6","","2018-04-12","0"
"31","31","31","12","","2018-04-26","0"
"31","31","31","12","","2018-05-10","0"
"31","31","31","12","","2018-05-24","0"
"31","31","31","12","","2018-06-07","0"
"31","31","31","12","","2018-06-21","0"
"31","31","31","12","","2018-07-05","0"
"31","31","31","12","","2018-07-19","0"
"31","31","31","12","","2018-08-02","0"
"31","31","31","12","","2018-08-16","0"
"31","31","31","12","","2018-08-30","0"
"31","31","31","12","","2018-09-13","0"
"31","31","31","12","","2018-09-27","0"
"31","31","31","12","","2018-10-11","0"
"31","31","31","12","","2018-10-25","0"
"31","31","31","12","","2018-11-08","0"
"31","31","31","12","","2018-11-22","0"
"31","31","31","12","","2018-12-06","0"
"31","31","31","12","","2018-12-20","0"
"31","31","31","12","","2019-01-03","0"
"31","31","31","12","","2019-01-17","0"
"31","31","31","12","","2019-01-31","0"
"31","31","31","12","","2019-02-14","0"
"31","31","31","12","","2019-02-28","0"
"16","16","16","6","","2019-03-14","0"
"2","2","2","1","","2019-03-28","0"
"29","29","29","11","","2019-04-11","0"
"31","31","31","12","","2019-04-25","0"
"11","11","11","4","","2019-05-09","0"
"22","22","22","9","","2019-05-23","0"
"33","33","33","13","","2019-06-06","0"
"33","33","33","13","","2019-06-20","0"
"31","31","31","12","","2019-07-04","0"
"33","33","33","13","","2019-07-18","0"
"38","38","38","15","","2019-08-01","0"
"35","35","35","14","","2019-08-15","0"
"29","29","29","11","","2019-08-29","0"
"33","33","33","13","","2019-09-12","0"
"31","31","31","12","","2019-09-26","0"
"38","38","38","15","","2019-10-10","0"
"38","38","38","15","","2019-10-24","0"
"29","29","29","11","","2019-11-07","0"
"31","31","31","12","","2019-11-21","0"
"33","33","33","14","","2019-12-05","0"
"38","38","38","16","","2019-12-19","0"
"24","24","24","10","","2020-01-02","0"
"35","35","35","15","","2020-01-16","0"
"35","35","35","15","","2020-01-30","0"
"33","33","33","14","","2020-02-13","0"
"31","31","31","13","","2020-02-27","0"
"33","33","33","14","","2020-03-12","0"
"35","35","35","15","","2020-03-26","0"
"31","31","31","13","","2020-04-09","0"
"31","31","31","13","","2020-04-23","0"
"35","35","35","15","","2020-05-07","0"
"29","29","29","12","","2020-05-21","0"
"33","33","33","14","","2020-06-04","0"
"33","33","33","14","","2020-06-18","0"
"33","33","33","14","","2020-07-02","0"
"27","27","27","11","","2020-07-16","0"
"38","38","38","16","","2020-07-30","0"
"24","24","24","10","","2020-08-13","0"
"31","31","31","13","","2020-08-27","0"
"44","44","44","19","","2020-09-10","0"
"40","40","40","17","","2020-09-24","0"
"31","31","31","13","","2020-10-08","0"
"31","31","31","13","","2020-10-22","0"
"42","42","42","18","","2020-11-05","0"
"40","40","40","17","","2020-11-19","0"
"38","38","38","16","","2020-12-03","0"
"29","29","29","12","","2020-12-17","0"
"31","31","31","13","","2020-12-31","0"
"38","38","38","16","","2021-01-14","0"
"47","47","47","20","","2021-01-28","0"
"20","20","20","8","","2021-02-11","0"
"35","35","35","15","","2021-02-25","0"
"31","31","31","13","","2021-03-11","0"
"31","31","31","13","","2021-03-25","0"
"33","33","33","14","","2021-04-08","0"
"31","31","31","13","","2021-04-22","0"
"31","31","31","13","","2021-05-06","0"
"31","31","31","13","","2021-05-20","0"
