"21","492","1716","3959","date","other"
"16","17","1","","2017-02-15","0"
"20","21","5","","2017-03-01","0"
"1","2","0","","2017-03-15","0"
"5","5","1","","2017-08-16","0"
"11","12","3","","2017-08-30","0"
"17","19","5","","2017-09-13","0"
"12","14","3","","2017-09-27","0"
"17","19","5","","2017-10-11","0"
"17","19","5","","2017-10-25","0"
"14","15","4","","2017-11-08","0"
"15","17","4","","2017-11-22","0"
"15","17","4","","2017-12-06","0"
"14","15","4","","2017-12-20","0"
"12","14","3","","2018-01-03","0"
"18","21","5","","2018-01-17","0"
"15","17","4","","2018-01-31","0"
"12","14","4","","2018-02-14","0"
"12","14","4","","2018-02-28","0"
"14","16","5","","2018-03-14","0"
"9","11","3","","2018-03-28","0"
"15","18","5","","2018-04-11","0"
"21","25","7","","2018-04-25","0"
"21","25","7","","2018-05-09","0"
"21","25","7","","2018-05-23","0"
"20","23","7","","2018-06-06","0"
"21","25","7","","2018-06-20","0"
"21","25","7","","2018-07-04","0"
"21","25","7","","2018-07-18","0"
"21","25","7","","2018-08-01","0"
"21","25","7","","2018-08-15","0"
"21","25","7","","2018-08-29","0"
"21","25","7","","2018-09-12","0"
"21","25","7","","2018-09-26","0"
"21","25","7","","2018-10-10","0"
"21","25","7","","2018-10-24","0"
"21","25","7","","2018-11-07","0"
"21","25","7","","2018-11-21","0"
"21","25","7","","2018-12-05","0"
"21","25","7","","2018-12-19","0"
"21","25","7","","2019-01-02","0"
"21","25","7","","2019-01-16","0"
"21","25","7","","2019-01-30","0"
"21","25","7","","2019-02-13","0"
"21","25","7","","2019-02-27","0"
"14","16","5","","2019-03-13","0"
"3","4","1","","2019-03-27","0"
"18","21","6","","2019-04-10","0"
"21","25","7","","2019-04-24","0"
"9","11","3","","2019-05-08","0"
"15","46","6","","2019-05-22","0"
"24","71","9","","2019-06-05","0"
"24","71","7","4","2019-06-19","0"
"26","76","8","1","2019-07-03","0"
"24","71","7","","2019-07-17","0"
"26","76","7","","2019-07-31","0"
"22","66","6","","2019-08-14","0"
"24","71","6","","2019-08-28","0"
"23","67","7","","2019-09-11","0"
"25","72","7","","2019-09-25","0"
"27","77","8","","2019-10-09","0"
"25","72","7","","2019-10-23","0"
"21","62","6","","2019-11-06","0"
"25","72","7","","2019-11-20","0"
"32","93","9","","2019-12-04","0"
"30","87","9","","2019-12-18","0"
"23","67","7","","2020-01-01","0"
"30","87","9","","2020-01-15","0"
"27","77","8","","2020-01-29","0"
"23","67","7","","2020-02-12","0"
"27","77","8","","2020-02-26","0"
"27","77","8","","2020-03-11","0"
"23","67","7","1","2020-03-25","0"
"29","82","8","6","2020-04-08","0"
"25","72","7","5","2020-04-22","0"
"25","72","7","5","2020-05-06","0"
"23","67","7","5","2020-05-20","0"
"29","82","8","6","2020-06-03","0"
"23","67","7","5","2020-06-17","0"
"27","77","8","5","2020-07-01","0"
"27","77","8","5","2020-07-15","0"
"30","87","9","6","2020-07-29","0"
"20","57","6","4","2020-08-12","0"
"29","82","8","6","2020-08-26","0"
"29","82","8","6","2020-09-09","0"
"25","72","7","5","2020-09-23","0"
"27","77","8","5","2020-10-07","0"
"27","77","8","5","2020-10-21","0"
"36","103","10","7","2020-11-04","0"
"27","77","8","5","2020-11-18","0"
"39","113","11","8","2020-12-02","0"
"27","77","8","5","2020-12-16","0"
"34","98","10","7","2020-12-30","0"
"36","103","10","7","2021-01-13","0"
"34","98","10","7","2021-01-27","0"
"25","72","7","5","2021-02-10","0"
"29","82","8","6","2021-02-24","0"
"25","72","7","5","2021-03-10","0"
"25","72","7","5","2021-03-24","0"
"25","72","7","5","2021-04-07","0"
"25","72","7","5","2021-04-21","0"
"27","77","8","5","2021-05-05","0"
"25","72","7","5","2021-05-19","0"
