"19","492","1663","1667","1774","3964","date","other"
"2","","","","","","2017-01-20","0"
"22","","5","","","","2017-02-03","0"
"22","","5","","","","2017-02-17","0"
"22","","5","","","","2017-03-03","0"
"19","","4","","","","2017-03-17","0"
"22","","5","","","","2017-03-31","0"
"22","","5","","","","2017-04-14","0"
"22","","5","","","","2017-04-28","0"
"22","","5","","","","2017-05-12","0"
"22","","5","","","","2017-05-26","0"
"22","","5","","","","2017-06-09","0"
"22","","5","","","","2017-06-23","0"
"22","","5","","","","2017-07-07","0"
"20","","5","","","","2017-07-21","0"
"19","","4","","","","2017-08-04","0"
"20","","4","","4","","2017-08-18","0"
"12","","3","","3","","2017-09-01","0"
"15","","3","","3","","2017-09-15","0"
"15","","3","","3","","2017-09-29","0"
"16","","4","","4","","2017-10-13","0"
"12","","3","","3","","2017-10-27","0"
"12","","3","","3","","2017-11-10","0"
"13","","3","","3","","2017-11-24","0"
"16","","4","","4","","2017-12-08","0"
"16","","4","","4","","2017-12-22","0"
"13","","3","","3","","2018-01-05","0"
"13","","3","","3","","2018-01-19","0"
"13","","3","","3","","2018-02-02","0"
"12","","3","","3","","2018-02-16","0"
"16","","4","","4","","2018-03-02","0"
"13","","3","","3","","2018-03-16","0"
"10","","2","","2","","2018-03-30","0"
"16","","4","","4","","2018-04-13","0"
"23","","5","","5","","2018-04-27","0"
"23","","5","","5","","2018-05-11","0"
"23","","5","","5","","2018-05-25","0"
"23","","5","","5","","2018-06-08","0"
"23","","5","","5","","2018-06-22","0"
"23","","5","","5","","2018-07-06","0"
"23","","5","","5","","2018-07-20","0"
"23","","5","","5","","2018-08-03","0"
"23","","5","","5","","2018-08-17","0"
"23","","5","","5","","2018-08-31","0"
"23","","5","","5","","2018-09-14","0"
"23","","5","","5","0","2018-09-28","0"
"23","","5","","5","5","2018-10-12","0"
"23","","5","6","5","5","2018-10-26","0"
"23","","5","10","5","5","2018-11-09","0"
"23","","5","10","5","5","2018-11-23","0"
"23","","5","10","5","5","2018-12-07","0"
"23","2","5","10","5","5","2018-12-21","0"
"23","5","5","10","5","5","2019-01-04","0"
"23","5","5","10","5","5","2019-01-18","0"
"23","5","5","10","5","5","2019-02-01","0"
"23","5","5","10","5","5","2019-02-15","0"
"23","5","5","10","5","5","2019-03-01","0"
"13","3","3","6","3","3","2019-03-15","0"
"10","2","2","4","2","2","2019-03-29","0"
"21","5","5","9","5","5","2019-04-12","0"
"23","5","5","10","5","5","2019-04-26","0"
"7","1","1","3","1","1","2019-05-10","0"
"16","4","4","7","4","4","2019-05-24","0"
"25","5","5","11","5","5","2019-06-07","0"
"23","5","5","10","5","5","2019-06-21","0"
"23","5","5","10","5","5","2019-07-05","0"
"21","5","5","9","5","5","2019-07-19","0"
"23","5","5","10","5","5","2019-08-02","0"
"21","5","5","9","5","5","2019-08-16","0"
"23","5","5","10","5","5","2019-08-30","0"
"20","4","4","9","4","4","2019-09-13","0"
"23","5","5","10","5","5","2019-09-27","0"
"23","5","5","10","5","5","2019-10-11","0"
"26","6","6","11","6","6","2019-10-25","0"
"21","5","5","9","5","5","2019-11-08","0"
"21","5","6","9","5","5","2019-11-22","0"
"23","5","6","10","5","5","2019-12-06","0"
"26","6","7","11","6","6","2019-12-20","0"
"23","5","6","10","5","5","2020-01-03","0"
"25","5","6","11","5","5","2020-01-17","0"
"21","5","6","9","5","5","2020-01-31","0"
"23","5","6","10","5","5","2020-02-14","0"
"26","6","7","11","6","6","2020-02-28","0"
"23","5","6","10","5","5","2020-03-13","0"
"23","5","6","10","5","5","2020-03-27","0"
"23","5","6","10","5","5","2020-04-10","0"
"21","5","6","9","5","5","2020-04-24","0"
"23","5","6","10","5","5","2020-05-08","0"
"23","5","6","10","5","5","2020-05-22","0"
"26","6","7","11","6","6","2020-06-05","0"
"21","5","6","9","5","5","2020-06-19","0"
"25","5","6","11","5","5","2020-07-03","0"
"20","4","5","9","4","4","2020-07-17","0"
"43","9","11","19","9","9","2020-07-31","0"
"21","5","6","9","5","5","2020-08-14","0"
"23","5","6","10","5","5","2020-08-28","0"
"26","6","7","11","6","6","2020-09-11","0"
"23","5","6","10","5","5","2020-09-25","0"
"25","5","6","11","5","5","2020-10-09","0"
"31","7","8","14","7","7","2020-10-23","0"
"23","5","6","10","5","5","2020-11-06","0"
"31","7","8","14","7","7","2020-11-20","0"
"31","7","8","14","7","7","2020-12-04","0"
"25","5","6","11","5","5","2020-12-18","0"
"26","6","7","11","6","6","2021-01-01","0"
"25","5","6","11","5","5","2021-01-15","0"
"23","5","6","10","5","5","2021-01-29","0"
"15","3","4","6","3","3","2021-02-12","0"
"26","6","7","11","6","6","2021-02-26","0"
"23","5","6","10","5","5","2021-03-12","0"
"25","5","6","11","5","5","2021-03-26","0"
"25","5","6","11","5","5","2021-04-09","0"
"23","5","6","10","5","5","2021-04-23","0"
"25","5","6","11","5","5","2021-05-07","0"
"23","5","6","10","5","5","2021-05-21","0"
