"597","599","21978","date","other"
"8","7","2","2019-07-18","0"
"22","20","5","2019-08-01","0"
"25","23","6","2019-08-15","0"
"22","20","5","2019-08-29","0"
"22","20","5","2019-09-12","0"
"20","19","5","2019-09-26","0"
"20","19","5","2019-10-10","0"
"27","24","6","2019-10-24","0"
"20","19","5","2019-11-07","0"
"20","19","5","2019-11-21","0"
"22","20","5","2019-12-05","0"
"31","29","7","2019-12-19","0"
"20","19","5","2020-01-02","0"
"20","19","5","2020-01-16","0"
"20","19","5","2020-01-30","0"
"24","21","5","2020-02-13","0"
"20","19","5","2020-02-27","0"
"24","21","5","2020-03-12","0"
"19","17","4","2020-03-26","0"
"27","24","6","2020-04-09","0"
"20","19","5","2020-04-23","0"
"28","26","6","2020-05-07","0"
"22","20","5","2020-05-21","0"
"24","21","5","2020-06-04","0"
"28","26","6","2020-06-18","0"
"22","20","5","2020-07-02","0"
"24","21","5","2020-07-16","0"
"24","21","5","2020-07-30","0"
"27","24","6","2020-08-13","0"
"20","19","5","2020-08-27","0"
"31","29","7","2020-09-10","0"
"27","24","6","2020-09-24","0"
"24","21","5","2020-10-08","0"
"30","27","7","2020-10-22","0"
"28","26","6","2020-11-05","0"
"27","24","6","2020-11-19","0"
"31","29","7","2020-12-03","0"
"30","27","7","2020-12-17","0"
"24","21","5","2020-12-31","0"
"24","21","5","2021-01-14","0"
"28","26","6","2021-01-28","0"
"14","13","3","2021-02-11","0"
"19","17","4","2021-02-25","0"
"22","20","5","2021-03-11","0"
"22","20","5","2021-03-25","0"
"22","20","5","2021-04-08","0"
"22","20","5","2021-04-22","0"
"24","21","5","2021-05-06","0"
