"19","492","1621","1664","1752","4085","date","other"
"12","12","6","6","7","6","2017-01-19","0"
"21","21","11","11","12","11","2017-02-02","0"
"20","20","10","10","11","10","2017-02-16","0"
"22","23","13","12","13","10","2017-03-02","0"
"16","16","10","9","9","9","2017-09-28","0"
"19","20","12","11","11","11","2017-10-12","0"
"11","12","7","7","7","7","2017-10-26","0"
"17","18","11","10","10","10","2017-11-09","0"
"13","13","8","7","7","7","2017-11-23","0"
"14","15","9","8","8","8","2017-12-07","0"
"13","13","8","7","7","7","2017-12-21","0"
"17","18","11","10","10","10","2018-01-04","0"
"13","13","8","7","7","7","2018-01-18","0"
"13","13","8","7","7","7","2018-02-01","0"
"13","13","8","7","7","7","2018-02-15","0"
"17","18","11","10","10","10","2018-03-01","0"
"16","16","10","9","9","9","2018-03-15","0"
"14","15","9","8","9","9","2018-03-29","0"
"16","16","10","9","10","10","2018-04-12","0"
"22","23","14","13","14","14","2018-04-26","0"
"22","23","14","13","14","14","2018-05-10","0"
"22","23","14","13","14","14","2018-05-24","0"
"20","21","13","12","13","13","2018-06-07","0"
"22","23","14","13","14","14","2018-06-21","0"
"22","23","14","13","14","14","2018-07-05","0"
"22","23","14","13","14","14","2018-07-19","0"
"22","23","14","13","14","14","2018-08-02","0"
"22","23","14","13","14","14","2018-08-16","0"
"24","25","15","14","15","15","2018-08-30","0"
"22","23","14","13","14","14","2018-09-13","0"
"22","23","14","13","14","14","2018-09-27","0"
"22","23","14","13","14","14","2018-10-11","0"
"22","23","14","13","14","14","2018-10-25","0"
"22","23","14","13","14","14","2018-11-08","0"
"22","23","14","13","14","14","2018-11-22","0"
"22","23","14","13","14","14","2018-12-06","0"
"22","23","14","13","14","14","2018-12-20","0"
"22","23","14","13","14","14","2019-01-03","0"
"22","23","14","13","14","14","2019-01-17","0"
"22","23","14","13","14","14","2019-01-31","0"
"22","23","14","13","14","14","2019-02-14","0"
"22","23","14","13","14","14","2019-02-28","0"
"13","13","8","7","8","8","2019-03-14","0"
"9","10","6","6","6","6","2019-03-28","0"
"20","21","13","12","13","13","2019-04-11","0"
"22","23","14","13","14","14","2019-04-25","0"
"8","8","5","5","5","5","2019-05-09","0"
"14","15","9","8","9","9","2019-05-23","0"
"22","24","15","13","15","15","2019-06-06","0"
"22","24","15","13","15","15","2019-06-20","0"
"22","24","15","13","15","15","2019-07-04","0"
"22","24","15","13","15","15","2019-07-18","0"
"24","26","16","14","16","16","2019-08-01","0"
"22","24","15","13","15","15","2019-08-15","0"
"22","24","15","13","15","15","2019-08-29","0"
"20","22","14","12","14","14","2019-09-12","0"
"25","27","17","15","17","17","2019-09-26","0"
"24","26","16","14","16","16","2019-10-10","0"
"22","24","15","13","15","15","2019-10-24","0"
"19","21","13","11","13","13","2019-11-07","0"
"20","22","14","12","14","14","2019-11-21","0"
"24","26","16","14","16","16","2019-12-05","0"
"22","24","15","13","15","15","2019-12-19","0"
"20","22","14","12","14","14","2020-01-02","0"
"21","22","15","13","15","15","2020-01-16","0"
"23","24","16","14","16","16","2020-01-30","0"
"20","21","14","12","14","14","2020-02-13","0"
"28","29","19","17","19","19","2020-02-27","0"
"21","22","15","13","15","15","2020-03-12","0"
"25","26","17","15","17","17","2020-03-26","0"
"25","26","17","15","17","17","2020-04-09","0"
"26","27","18","16","18","18","2020-04-23","0"
"23","24","16","14","16","16","2020-05-07","0"
"23","24","16","14","16","16","2020-05-21","0"
"23","24","16","14","16","16","2020-06-04","0"
"23","24","16","14","16","16","2020-06-18","0"
"23","24","16","14","16","16","2020-07-02","0"
"21","22","15","13","15","15","2020-07-16","0"
"25","26","17","15","17","17","2020-07-30","0"
"30","31","21","18","21","21","2020-08-13","0"
"23","24","16","14","16","16","2020-08-27","0"
"21","22","15","13","15","15","2020-09-10","0"
"25","26","17","15","17","17","2020-09-24","0"
"26","27","18","16","18","18","2020-10-08","0"
"30","31","21","18","21","21","2020-10-22","0"
"25","26","17","15","17","17","2020-11-05","0"
"25","26","17","15","17","17","2020-11-19","0"
"28","29","19","17","19","19","2020-12-03","0"
"25","26","17","15","17","17","2020-12-17","0"
"21","22","15","13","15","15","2020-12-31","0"
"2","39","26","23","26","26","2021-01-14","0"
"","27","18","16","18","18","2021-01-28","0"
"","15","10","9","10","10","2021-02-11","0"
"","27","18","16","18","18","2021-02-25","0"
"","24","16","14","16","16","2021-03-11","0"
"","26","17","15","17","17","2021-03-25","0"
"","24","16","14","16","16","2021-04-08","0"
"15","24","16","14","16","16","2021-04-22","0"
"25","26","17","15","17","17","2021-05-06","0"
"23","24","16","14","16","16","2021-05-20","0"
