"9","113","128","492","493","3859","date","other"
"19","19","18","17","21","","2017-05-12","0"
"27","27","25","23","30","","2017-05-26","0"
"27","29","24","22","32","","2017-06-09","0"
"31","33","27","24","37","","2017-06-23","0"
"32","34","28","24","38","","2017-07-07","0"
"30","32","26","22","36","","2017-07-21","0"
"29","30","24","21","33","","2017-08-04","0"
"29","30","24","21","33","","2017-08-18","0"
"19","20","16","13","","","2017-09-01","0"
"31","32","25","19","","3","2017-09-15","0"
"35","36","28","21","","4","2017-09-29","0"
"35","37","28","21","","4","2017-10-13","0"
"26","27","20","16","","4","2017-10-27","0"
"33","35","26","20","","5","2017-11-10","0"
"34","35","26","21","","6","2017-11-24","0"
"30","32","24","19","","5","2017-12-08","0"
"30","32","24","19","","5","2017-12-22","0"
"27","28","21","17","","5","2018-01-05","0"
"40","42","32","25","","7","2018-01-19","0"
"27","28","21","17","","5","2018-02-02","0"
"34","35","26","21","","6","2018-02-16","0"
"30","32","24","19","","5","2018-03-02","0"
"27","28","21","17","","5","2018-03-16","0"
"34","35","26","21","","6","2018-03-30","0"
"40","42","32","25","","7","2018-04-13","0"
"47","49","37","29","","8","2018-04-27","0"
"47","49","37","29","","9","2018-05-11","0"
"47","49","37","29","","9","2018-05-25","0"
"47","49","37","29","","9","2018-06-08","0"
"47","49","37","29","","9","2018-06-22","0"
"47","49","37","29","","9","2018-07-06","0"
"47","49","37","29","9","9","2018-07-20","0"
"47","49","37","29","9","8","2018-08-03","0"
"47","49","37","29","9","8","2018-08-17","0"
"47","49","37","29","9","8","2018-08-31","0"
"47","49","37","29","9","8","2018-09-14","0"
"47","49","37","29","9","8","2018-09-28","0"
"47","49","37","29","9","8","2018-10-12","0"
"47","49","37","29","9","8","2018-10-26","0"
"47","49","37","29","9","8","2018-11-09","0"
"47","49","37","29","9","8","2018-11-23","0"
"47","49","37","29","9","8","2018-12-07","0"
"47","49","37","29","9","8","2018-12-21","0"
"47","49","37","29","9","8","2019-01-04","0"
"47","49","37","29","9","8","2019-01-18","0"
"47","49","37","29","9","8","2019-02-01","0"
"47","49","37","29","9","8","2019-02-15","0"
"47","49","37","29","9","8","2019-03-01","0"
"27","28","21","17","5","5","2019-03-15","0"
"20","21","16","12","4","3","2019-03-29","0"
"44","46","34","27","8","7","2019-04-12","0"
"47","49","37","29","9","8","2019-04-26","0"
"17","18","13","10","3","3","2019-05-10","0"
"42","56","33","25","8","7","2019-05-24","0"
"49","65","38","29","9","8","2019-06-07","0"
"56","74","43","33","10","9","2019-06-21","0"
"46","60","35","27","8","7","2019-07-05","0"
"53","70","41","31","10","9","2019-07-19","0"
"53","70","41","31","10","9","2019-08-02","0"
"39","51","30","23","7","6","2019-08-16","0"
"49","65","38","29","9","8","2019-08-30","0"
"46","60","35","27","8","7","2019-09-13","0"
"53","70","41","31","10","9","2019-09-27","0"
"49","65","38","29","9","8","2019-10-11","0"
"49","65","38","29","9","8","2019-10-25","0"
"46","60","35","27","8","7","2019-11-08","0"
"49","65","38","29","9","8","2019-11-22","0"
"46","60","35","27","8","7","2019-12-06","0"
"46","60","35","27","8","7","2019-12-20","0"
"49","65","38","29","9","8","2020-01-03","0"
"53","70","41","31","10","9","2020-01-17","0"
"53","70","41","31","10","9","2020-01-31","0"
"53","70","41","31","10","9","2020-02-14","0"
"49","65","38","29","9","8","2020-02-28","0"
"49","65","38","29","9","8","2020-03-13","0"
"53","70","41","31","10","9","2020-03-27","0"
"53","70","41","31","10","9","2020-04-10","0"
"49","65","38","29","9","8","2020-04-24","0"
"49","65","38","29","9","8","2020-05-08","0"
"46","60","35","27","8","7","2020-05-22","0"
"53","70","41","31","10","9","2020-06-05","0"
"49","65","38","29","9","8","2020-06-19","0"
"60","79","46","35","11","10","2020-07-03","0"
"42","56","33","25","8","7","2020-07-17","0"
"53","70","41","31","10","9","2020-07-31","0"
"46","60","35","27","8","7","2020-08-14","0"
"53","70","41","31","10","9","2020-08-28","0"
"42","56","33","25","8","7","2020-09-11","0"
"53","70","41","31","10","9","2020-09-25","0"
"49","65","38","29","9","8","2020-10-09","0"
"42","56","33","25","8","7","2020-10-23","0"
"60","79","46","35","11","10","2020-11-06","0"
"67","88","52","39","12","11","2020-11-20","0"
"63","84","49","37","12","10","2020-12-04","0"
"56","74","43","33","10","9","2020-12-18","0"
"49","65","38","29","9","8","2021-01-01","0"
"60","79","46","35","11","10","2021-01-15","0"
"56","74","43","33","10","9","2021-01-29","0"
"42","56","33","25","8","7","2021-02-12","0"
"53","70","41","31","10","9","2021-02-26","0"
"49","65","38","29","9","8","2021-03-12","0"
"49","65","38","29","9","8","2021-03-26","0"
"49","65","38","29","9","8","2021-04-09","0"
"49","65","38","29","9","8","2021-04-23","0"
"49","65","38","29","9","8","2021-05-07","0"
"49","65","38","29","9","8","2021-05-21","0"
