"21","122","492","4085","5577","date","other"
"14","14","13","","","2017-08-04","0"
"22","24","22","","8","2017-08-18","0"
"16","17","16","","8","2017-09-01","0"
"27","29","27","","13","2017-09-15","0"
"27","29","27","","13","2017-09-29","0"
"23","24","23","","11","2017-10-13","0"
"16","17","16","","8","2017-10-27","0"
"18","19","18","","9","2017-11-10","0"
"16","17","16","","8","2017-11-24","0"
"21","22","21","","10","2017-12-08","0"
"21","22","21","","10","2017-12-22","0"
"21","22","21","","10","2018-01-05","0"
"18","19","18","","9","2018-01-19","0"
"18","19","18","","9","2018-02-02","0"
"16","17","16","","8","2018-02-16","0"
"21","22","21","","10","2018-03-02","0"
"18","19","18","","9","2018-03-16","0"
"18","19","18","","9","2018-03-30","0"
"16","17","16","","8","2018-04-13","0"
"32","34","32","","15","2018-04-27","0"
"32","34","32","","15","2018-05-11","0"
"32","34","32","","15","2018-05-25","0"
"32","34","32","","15","2018-06-08","0"
"32","34","32","","15","2018-06-22","0"
"32","34","32","","15","2018-07-06","0"
"32","34","32","","15","2018-07-20","0"
"32","34","32","","15","2018-08-03","0"
"32","34","32","","15","2018-08-17","0"
"32","34","32","","15","2018-08-31","0"
"32","34","32","","15","2018-09-14","0"
"32","34","32","","15","2018-09-28","0"
"32","34","32","","15","2018-10-12","0"
"32","34","32","","15","2018-10-26","0"
"32","34","32","","15","2018-11-09","0"
"32","34","32","","14","2018-11-23","0"
"32","34","32","","14","2018-12-07","0"
"32","34","32","","14","2018-12-21","0"
"32","34","32","","14","2019-01-04","0"
"32","34","32","","14","2019-01-18","0"
"32","34","32","","14","2019-02-01","0"
"32","34","32","","14","2019-02-15","0"
"32","34","32","","14","2019-03-01","0"
"16","17","16","","7","2019-03-15","0"
"2","2","2","","1","2019-03-29","0"
"30","32","30","","13","2019-04-12","0"
"34","36","34","","15","2019-04-26","0"
"11","12","11","","5","2019-05-10","0"
"23","26","23","","11","2019-05-24","0"
"32","37","32","","15","2019-06-07","0"
"32","37","32","","15","2019-06-21","0"
"34","40","34","","16","2019-07-05","0"
"32","37","32","","15","2019-07-19","0"
"34","40","34","","16","2019-08-02","0"
"30","34","30","","14","2019-08-16","0"
"34","40","34","","16","2019-08-30","0"
"30","34","30","","14","2019-09-13","0"
"32","37","32","","15","2019-09-27","0"
"32","37","32","","15","2019-10-11","0"
"34","40","34","","16","2019-10-25","0"
"30","34","30","","14","2019-11-08","0"
"34","40","34","","16","2019-11-22","0"
"39","45","39","","18","2019-12-06","0"
"39","45","39","","18","2019-12-20","0"
"32","37","32","","15","2020-01-03","0"
"30","34","30","","14","2020-01-17","0"
"32","37","32","","15","2020-01-31","0"
"34","40","35","","16","2020-02-14","0"
"32","37","33","","15","2020-02-28","0"
"30","34","31","","14","2020-03-13","0"
"27","32","28","1","13","2020-03-27","0"
"30","34","31","5","14","2020-04-10","0"
"37","42","38","6","17","2020-04-24","0"
"34","40","35","5","16","2020-05-08","0"
"34","40","35","5","16","2020-05-22","0"
"32","37","33","5","15","2020-06-05","0"
"32","37","33","5","15","2020-06-19","0"
"37","42","38","6","17","2020-07-03","0"
"27","32","28","4","13","2020-07-17","0"
"30","34","31","5","14","2020-07-31","0"
"32","37","33","5","15","2020-08-14","0"
"34","40","35","5","16","2020-08-28","0"
"43","50","45","7","20","2020-09-11","0"
"30","34","31","5","14","2020-09-25","0"
"30","34","31","5","14","2020-10-09","0"
"32","37","33","5","15","2020-10-23","0"
"34","40","35","5","16","2020-11-06","0"
"37","42","38","6","17","2020-11-20","0"
"30","34","31","5","14","2020-12-04","0"
"30","34","31","5","14","2020-12-18","0"
"37","42","38","6","17","2021-01-01","0"
"41","48","42","6","19","2021-01-15","0"
"32","37","33","5","15","2021-01-29","0"
"27","32","28","4","13","2021-02-12","0"
"32","37","33","5","15","2021-02-26","0"
"32","37","33","5","15","2021-03-12","0"
"32","37","33","5","15","2021-03-26","0"
"37","42","38","6","17","2021-04-09","0"
"32","37","33","5","15","2021-04-23","0"
"32","37","33","5","15","2021-05-07","0"
"37","42","38","6","17","2021-05-21","0"
