"597","1625","3871","3964","5537","date","other"
"7","2","2","2","2","2020-03-25","0"
"33","11","11","11","11","2020-04-08","0"
"29","9","9","9","9","2020-04-22","0"
"31","10","10","10","10","2020-05-06","0"
"33","11","11","11","11","2020-05-20","0"
"33","11","11","11","11","2020-06-03","0"
"31","10","10","10","10","2020-06-17","0"
"35","11","11","11","11","2020-07-01","0"
"31","10","10","10","10","2020-07-15","0"
"31","10","10","10","10","2020-07-29","0"
"24","8","8","8","8","2020-08-12","0"
"27","9","9","9","9","2020-08-26","0"
"29","9","9","9","9","2020-09-09","0"
"31","10","10","10","10","2020-09-23","0"
"44","14","14","14","14","2020-10-07","0"
"44","14","14","14","14","2020-10-21","0"
"40","13","13","13","13","2020-11-04","0"
"49","16","16","16","16","2020-11-18","0"
"38","12","12","12","12","2020-12-02","0"
"35","11","11","11","11","2020-12-16","0"
"38","12","12","12","12","2020-12-30","0"
"33","11","11","11","11","2021-01-13","0"
"35","11","11","11","11","2021-01-27","0"
"20","6","6","6","6","2021-02-10","0"
"29","9","9","9","9","2021-02-24","0"
"31","10","10","10","10","2021-03-10","0"
"31","10","10","10","10","2021-03-24","0"
"31","10","10","10","10","2021-04-07","0"
"31","10","10","10","10","2021-04-21","0"
"31","10","10","10","10","2021-05-05","0"
