"492","3978","4345","4667","7208","date","other"
"7","4","7","7","","2018-03-15","0"
"12","7","12","12","","2018-03-29","0"
"15","8","15","15","","2018-04-12","0"
"23","13","25","23","","2018-04-26","0"
"23","13","25","23","","2018-05-10","0"
"23","13","25","23","","2018-05-24","0"
"24","14","26","24","","2018-06-07","0"
"24","14","26","24","","2018-06-21","0"
"24","14","26","24","","2018-07-05","0"
"24","14","26","24","","2018-07-19","0"
"24","14","26","24","","2018-08-02","0"
"24","14","26","24","","2018-08-16","0"
"24","14","26","24","","2018-08-30","0"
"24","14","26","24","","2018-09-13","0"
"25","14","27","24","","2018-09-27","0"
"25","14","27","24","","2018-10-11","0"
"25","14","27","24","","2018-10-25","0"
"25","14","27","24","","2018-11-08","0"
"25","14","27","24","","2018-11-22","0"
"25","14","27","24","","2018-12-06","0"
"25","15","27","24","","2018-12-20","0"
"25","15","27","24","","2019-01-03","0"
"25","15","27","24","","2019-01-17","0"
"25","15","27","24","","2019-01-31","0"
"25","15","27","24","","2019-02-14","0"
"25","15","27","24","","2019-02-28","0"
"14","9","15","14","","2019-03-14","0"
"7","4","3","2","","2019-03-28","0"
"23","14","7","","","2019-04-11","0"
"25","15","7","","","2019-04-25","0"
"11","6","3","","","2019-05-09","0"
"16","10","5","","","2019-05-23","0"
"25","15","7","","","2019-06-06","0"
"25","15","7","","","2019-06-20","0"
"23","14","7","","","2019-07-04","0"
"25","15","7","","","2019-07-18","0"
"27","16","8","","","2019-08-01","0"
"25","15","7","","","2019-08-15","0"
"25","15","7","","","2019-08-29","0"
"25","15","7","","","2019-09-12","0"
"29","17","8","","","2019-09-26","0"
"29","17","8","","","2019-10-10","0"
"23","14","7","","","2019-10-24","0"
"23","14","7","","","2019-11-07","0"
"25","15","7","","","2019-11-21","0"
"25","15","7","","","2019-12-05","0"
"27","16","8","","","2019-12-19","0"
"23","14","7","","","2020-01-02","0"
"27","16","8","","","2020-01-16","0"
"25","15","7","","","2020-01-30","0"
"25","15","7","","","2020-02-13","0"
"23","14","7","","","2020-02-27","0"
"25","15","7","","","2020-03-12","0"
"27","16","8","","","2020-03-26","0"
"21","13","6","","","2020-04-09","0"
"27","16","8","","","2020-04-23","0"
"29","17","8","","","2020-05-07","0"
"25","15","7","","","2020-05-21","0"
"27","16","8","","","2020-06-04","0"
"28","17","9","","","2020-06-18","0"
"28","17","9","","","2020-07-02","0"
"22","14","7","","","2020-07-16","0"
"30","18","9","","","2020-07-30","0"
"24","15","7","","","2020-08-13","0"
"26","16","8","","","2020-08-27","0"
"26","16","8","","","2020-09-10","0"
"26","16","8","","","2020-09-24","0"
"26","16","8","","","2020-10-08","0"
"28","17","9","","1","2020-10-22","0"
"30","18","9","","","2020-11-05","0"
"33","21","10","","","2020-11-19","0"
"37","23","11","","","2020-12-03","0"
"24","15","7","","","2020-12-17","0"
"33","21","10","","","2020-12-31","0"
"30","18","9","","","2021-01-14","0"
"30","18","9","","","2021-01-28","0"
"19","11","6","","","2021-02-11","0"
"32","19","10","","","2021-02-25","0"
"26","16","8","","","2021-03-11","0"
"26","16","8","","","2021-03-25","0"
"26","16","8","","","2021-04-08","0"
"26","16","8","","","2021-04-22","0"
"26","16","8","","","2021-05-06","0"
"26","16","8","","","2021-05-20","0"
