"9","113","597","1666","1770","date","other"
"14","14","14","1","","2017-07-21","0"
"18","21","18","4","","2017-08-04","0"
"19","23","18","5","","2017-08-18","0"
"11","14","11","3","","2017-09-01","0"
"13","15","12","3","","2017-09-15","0"
"13","15","12","3","","2017-09-29","0"
"16","20","15","4","","2017-10-13","0"
"14","18","14","4","","2017-10-27","0"
"14","18","14","4","","2017-11-10","0"
"16","20","15","4","","2017-11-24","0"
"11","14","11","3","","2017-12-08","0"
"17","22","17","5","","2017-12-22","0"
"16","20","15","5","","2018-01-05","0"
"14","18","14","5","","2018-01-19","0"
"13","16","12","4","","2018-02-02","0"
"11","14","11","4","","2018-02-16","0"
"19","24","18","6","","2018-03-02","0"
"13","16","12","4","","2018-03-16","0"
"8","10","8","3","","2018-03-30","0"
"11","14","11","4","","2018-04-13","0"
"22","28","21","7","","2018-04-27","0"
"22","28","21","7","","2018-05-11","0"
"22","28","21","7","","2018-05-25","0"
"22","28","21","7","","2018-06-08","0"
"22","28","21","7","","2018-06-22","0"
"22","28","21","7","","2018-07-06","0"
"22","29","21","7","","2018-07-20","0"
"22","29","21","7","","2018-08-03","0"
"22","29","21","7","","2018-08-17","0"
"22","29","21","7","","2018-08-31","0"
"22","29","21","7","","2018-09-14","0"
"22","29","21","7","","2018-09-28","0"
"22","29","21","7","","2018-10-12","0"
"22","29","21","7","","2018-10-26","0"
"22","29","21","7","","2018-11-09","0"
"22","29","21","7","","2018-11-23","0"
"21","29","21","7","","2018-12-07","0"
"21","29","21","7","","2018-12-21","0"
"21","29","21","7","","2019-01-04","0"
"21","29","21","7","","2019-01-18","0"
"21","29","21","7","","2019-02-01","0"
"21","30","22","8","","2019-02-15","0"
"21","30","22","8","","2019-03-01","0"
"9","13","9","3","","2019-03-15","0"
"9","13","9","3","","2019-03-29","0"
"20","28","20","7","","2019-04-12","0"
"21","30","22","8","","2019-04-26","0"
"6","9","6","2","","2019-05-10","0"
"18","25","19","7","","2019-05-24","0"
"23","32","24","9","","2019-06-07","0"
"21","30","22","8","","2019-06-21","0"
"23","32","24","9","","2019-07-05","0"
"23","32","24","9","","2019-07-19","0"
"23","32","24","9","","2019-08-02","0"
"20","27","21","8","","2019-08-16","0"
"21","30","22","8","","2019-08-30","0"
"21","30","22","8","","2019-09-13","0"
"28","39","29","11","","2019-09-27","0"
"26","37","27","10","","2019-10-11","0"
"23","32","24","9","","2019-10-25","0"
"23","32","24","9","","2019-11-08","0"
"21","30","22","8","","2019-11-22","0"
"29","38","30","9","","2019-12-06","0"
"33","42","34","9","","2019-12-20","0"
"31","39","32","8","","2020-01-03","0"
"33","42","34","9","","2020-01-17","0"
"31","39","32","9","","2020-01-31","0"
"36","46","38","11","","2020-02-14","0"
"34","43","35","10","","2020-02-28","0"
"32","40","33","9","","2020-03-13","0"
"34","43","35","10","2","2020-03-27","0"
"32","40","33","9","5","2020-04-10","0"
"34","43","35","10","5","2020-04-24","0"
"36","46","38","11","6","2020-05-08","0"
"32","40","33","9","6","2020-05-22","0"
"36","46","38","11","6","2020-06-05","0"
"34","43","35","10","6","2020-06-19","0"
"36","46","38","11","6","2020-07-03","0"
"32","40","33","9","6","2020-07-17","0"
"32","41","33","10","7","2020-07-31","0"
"29","38","31","10","7","2020-08-14","0"
"36","47","39","13","9","2020-08-28","0"
"32","41","33","11","7","2020-09-11","0"
"36","47","39","13","9","2020-09-25","0"
"39","50","41","14","9","2020-10-09","0"
"37","47","39","13","9","2020-10-23","0"
"38","47","39","14","9","2020-11-06","0"
"38","47","39","14","9","2020-11-20","0"
"43","53","44","16","10","2020-12-04","0"
"35","44","36","13","8","2020-12-18","0"
"35","44","36","13","8","2021-01-01","0"
"43","53","44","16","10","2021-01-15","0"
"50","63","51","19","11","2021-01-29","0"
"28","35","28","10","6","2021-02-12","0"
"38","47","39","14","9","2021-02-26","0"
"35","44","36","13","8","2021-03-12","0"
"38","47","39","14","9","2021-03-26","0"
"38","47","39","14","9","2021-04-09","0"
"35","44","36","13","8","2021-04-23","0"
"35","44","36","13","8","2021-05-07","0"
"35","44","36","13","8","2021-05-21","0"
