"19","492","597","1621","1674","1752","date","other"
"7","6","6","","","","2017-07-07","0"
"21","20","20","","","2","2017-07-21","0"
"20","19","19","","","4","2017-08-04","0"
"20","19","19","","","4","2017-08-18","0"
"13","13","13","","","3","2017-09-01","0"
"15","14","14","","","3","2017-09-15","0"
"16","16","16","","","4","2017-09-29","0"
"15","14","14","","","3","2017-10-13","0"
"16","16","16","","","4","2017-10-27","0"
"13","13","13","","","3","2017-11-10","0"
"15","14","14","","","3","2017-11-24","0"
"16","16","16","","","4","2017-12-08","0"
"15","15","15","","","4","2017-12-22","0"
"14","13","13","","","3","2018-01-05","0"
"14","13","13","","","3","2018-01-19","0"
"14","13","13","","","3","2018-02-02","0"
"14","13","13","","","3","2018-02-16","0"
"14","13","13","","","3","2018-03-02","0"
"9","8","8","","","2","2018-03-16","0"
"15","15","15","","","4","2018-03-30","0"
"14","13","13","","","3","2018-04-13","0"
"24","23","23","","","6","2018-04-27","0"
"24","23","23","","","6","2018-05-11","0"
"24","23","23","","","6","2018-05-25","0"
"24","23","23","","","6","2018-06-08","0"
"24","23","23","","","6","2018-06-22","0"
"24","23","23","","","6","2018-07-06","0"
"24","23","23","","","6","2018-07-20","0"
"24","24","24","","","7","2018-08-03","0"
"24","24","24","","","7","2018-08-17","0"
"24","24","24","","","7","2018-08-31","0"
"24","24","24","","","7","2018-09-14","0"
"24","24","24","","","7","2018-09-28","0"
"24","24","24","","","7","2018-10-12","0"
"24","24","24","","","7","2018-10-26","0"
"24","24","24","","","7","2018-11-09","0"
"24","24","24","","","7","2018-11-23","0"
"24","24","24","","","7","2018-12-07","0"
"24","24","24","","","7","2018-12-21","0"
"24","24","24","","","7","2019-01-04","0"
"22","22","23","","","7","2019-01-18","0"
"24","24","25","","","8","2019-02-01","0"
"26","26","27","","","9","2019-02-15","0"
"24","24","25","","","8","2019-03-01","0"
"14","14","14","","","5","2019-03-15","0"
"7","7","7","","","2","2019-03-29","0"
"22","22","23","","","7","2019-04-12","0"
"24","24","25","","","8","2019-04-26","0"
"7","7","7","","","2","2019-05-10","0"
"17","17","18","4","4","7","2019-05-24","0"
"26","26","27","5","6","11","2019-06-07","0"
"26","26","27","5","6","11","2019-06-21","0"
"24","24","25","5","6","10","2019-07-05","0"
"24","24","25","6","7","11","2019-07-19","0"
"22","22","23","6","7","10","2019-08-02","0"
"24","24","25","6","7","11","2019-08-16","0"
"26","26","27","6","8","12","2019-08-30","0"
"22","22","23","6","7","10","2019-09-13","0"
"22","22","23","6","7","10","2019-09-27","0"
"24","24","25","6","7","11","2019-10-11","0"
"24","24","25","6","7","11","2019-10-25","0"
"21","21","21","5","6","9","2019-11-08","0"
"35","35","36","7","9","13","2019-11-22","0"
"34","34","35","6","7","11","2019-12-06","0"
"39","39","40","7","8","13","2019-12-20","0"
"32","32","33","6","7","10","2020-01-03","0"
"34","34","35","6","7","11","2020-01-17","0"
"51","51","53","7","9","13","2020-01-31","0"
"50","50","51","7","8","13","2020-02-14","0"
"41","41","42","6","7","10","2020-02-28","0"
"44","44","45","6","7","11","2020-03-13","0"
"50","50","51","7","8","13","2020-03-27","0"
"41","41","42","6","7","10","2020-04-10","0"
"44","44","45","6","7","11","2020-04-24","0"
"44","44","45","6","7","11","2020-05-08","0"
"47","47","48","6","8","12","2020-05-22","0"
"44","44","45","6","7","11","2020-06-05","0"
"44","44","45","6","7","11","2020-06-19","0"
"47","47","48","6","8","12","2020-07-03","0"
"47","47","48","6","8","12","2020-07-17","0"
"44","44","45","6","7","11","2020-07-31","0"
"47","47","48","6","8","12","2020-08-14","0"
"50","50","51","7","8","13","2020-08-28","0"
"53","53","55","7","9","13","2020-09-11","0"
"50","50","51","7","8","13","2020-09-25","0"
"50","50","51","7","8","13","2020-10-09","0"
"47","47","48","6","8","12","2020-10-23","0"
"57","57","58","8","9","14","2020-11-06","0"
"50","50","51","7","8","13","2020-11-20","0"
"47","47","48","6","8","12","2020-12-04","0"
"47","47","48","6","8","12","2020-12-18","0"
"44","44","45","6","7","11","2021-01-01","0"
"60","60","61","8","10","15","2021-01-15","0"
"53","53","55","7","9","13","2021-01-29","0"
"50","50","51","7","8","13","2021-02-12","0"
"44","44","45","6","7","11","2021-02-26","0"
"44","44","45","6","7","11","2021-03-12","0"
"47","47","48","6","8","12","2021-03-26","0"
"44","44","45","6","7","11","2021-04-09","0"
"44","44","46","6","7","11","2021-04-23","0"
"47","47","49","6","8","12","2021-05-07","0"
"44","44","46","6","7","11","2021-05-21","0"
