"872","4085","21978","999999","date","other"
"5","","","0","2017-11-24","0"
"20","4","","0","2017-12-08","0"
"17","4","","","2017-12-22","0"
"16","4","","","2018-01-05","0"
"13","3","","","2018-01-19","0"
"15","3","","","2018-02-02","0"
"19","4","3","","2018-02-16","0"
"21","4","4","","2018-03-02","0"
"15","3","3","","2018-03-16","0"
"21","4","4","","2018-03-30","0"
"19","4","4","","2018-04-13","0"
"24","5","5","","2018-04-27","0"
"24","5","5","","2018-05-11","0"
"25","6","6","","2018-05-25","0"
"25","6","6","","2018-06-08","0"
"25","7","6","","2018-06-22","0"
"25","7","6","","2018-07-06","0"
"25","7","7","","2018-07-20","0"
"25","7","7","","2018-08-03","0"
"25","7","7","","2018-08-17","0"
"26","8","8","","2018-08-31","0"
"26","9","9","","2018-09-14","0"
"26","9","9","","2018-09-28","0"
"26","10","10","","2018-10-12","0"
"26","10","10","","2018-10-26","0"
"26","10","10","","2018-11-09","0"
"26","10","10","","2018-11-23","0"
"26","10","10","","2018-12-07","0"
"26","10","10","","2018-12-21","0"
"26","10","10","","2019-01-04","0"
"26","10","10","","2019-01-18","0"
"26","10","10","","2019-02-01","0"
"26","10","11","","2019-02-15","0"
"26","10","11","","2019-03-01","0"
"13","5","6","","2019-03-15","0"
"6","2","2","","2019-03-29","0"
"26","10","11","","2019-04-12","0"
"26","10","12","","2019-04-26","0"
"9","4","4","","2019-05-10","0"
"19","7","9","","2019-05-24","0"
"26","10","12","","2019-06-07","0"
"32","13","16","","2019-06-21","0"
"26","11","13","","2019-07-05","0"
"26","11","13","","2019-07-19","0"
"28","12","14","","2019-08-02","0"
"26","11","13","","2019-08-16","0"
"26","11","13","","2019-08-30","0"
"26","11","13","","2019-09-13","0"
"30","13","15","","2019-09-27","0"
"28","12","14","","2019-10-11","0"
"26","11","13","","2019-10-25","0"
"24","10","13","","2019-11-08","0"
"28","12","15","","2019-11-22","0"
"28","12","15","","2019-12-06","0"
"35","15","19","","2019-12-20","0"
"24","10","13","","2020-01-03","0"
"26","11","14","","2020-01-17","0"
"26","11","14","","2020-01-31","0"
"26","11","14","","2020-02-14","0"
"28","12","15","","2020-02-28","0"
"24","10","13","","2020-03-13","0"
"26","11","14","","2020-03-27","0"
"24","10","13","","2020-04-10","0"
"26","11","14","","2020-04-24","0"
"28","12","15","","2020-05-08","0"
"24","10","13","","2020-05-22","0"
"26","11","14","","2020-06-05","0"
"30","13","16","","2020-06-19","0"
"28","13","15","","2020-07-03","0"
"24","11","13","","2020-07-17","0"
"33","15","18","","2020-07-31","0"
"24","11","13","","2020-08-14","0"
"26","12","14","","2020-08-28","0"
"26","12","14","","2020-09-11","0"
"26","12","14","","2020-09-25","0"
"30","14","16","","2020-10-09","0"
"30","14","16","","2020-10-23","0"
"32","15","17","","2020-11-06","0"
"28","13","15","","2020-11-20","0"
"26","13","15","","2020-12-04","0"
"24","13","14","","2020-12-18","0"
"30","16","18","","2021-01-01","0"
"30","16","18","","2021-01-15","0"
"28","16","18","","2021-01-29","0"
"22","13","14","","2021-02-12","0"
"34","19","22","","2021-02-26","0"
"30","17","19","","2021-03-12","0"
"28","16","18","","2021-03-26","0"
"29","16","18","","2021-04-09","0"
"30","16","18","","2021-04-23","0"
"30","16","18","","2021-05-07","0"
"30","16","18","","2021-05-21","0"
