"9","21","597","date","other"
"25","25","25","2020-04-23","0"
"32","32","32","2020-05-07","0"
"32","32","32","2020-05-21","0"
"32","32","32","2020-06-04","0"
"32","32","32","2020-06-18","0"
"30","30","30","2020-07-02","0"
"30","30","30","2020-07-16","0"
"34","34","34","2020-07-30","0"
"34","34","34","2020-08-13","0"
"32","32","32","2020-08-27","0"
"32","32","32","2020-09-10","0"
"39","39","39","2020-09-24","0"
"32","32","32","2020-10-08","0"
"37","37","37","2020-10-22","0"
"37","37","37","2020-11-05","0"
"39","39","39","2020-11-19","0"
"43","43","43","2020-12-03","0"
"32","32","32","2020-12-17","0"
"37","37","37","2020-12-31","0"
"30","30","30","2021-01-14","0"
"39","39","39","2021-01-28","0"
"16","16","16","2021-02-11","0"
"37","37","37","2021-02-25","0"
"30","30","30","2021-03-11","0"
"32","32","32","2021-03-25","0"
"32","32","32","2021-04-08","0"
"32","32","32","2021-04-22","0"
"32","32","32","2021-05-06","0"
