"492","493","701","1734","3859","4036","date","other"
"21","24","","","","","2016-04-29","0"
"21","24","","","","","2016-05-13","0"
"21","24","","","","","2016-05-27","0"
"22","25","","","","","2016-06-10","0"
"22","25","","","","","2016-06-24","0"
"22","25","","","","","2016-07-08","0"
"22","25","","","","","2016-07-22","0"
"22","25","","","","","2016-08-05","0"
"22","25","","","","","2016-08-19","0"
"22","25","","","","","2016-09-02","0"
"22","25","","","","","2016-09-16","0"
"23","26","","","","","2016-09-30","0"
"24","27","","5","","","2016-10-14","0"
"24","27","","5","","","2016-10-28","0"
"24","27","","5","","","2016-11-11","0"
"24","27","","5","","","2016-11-25","0"
"24","27","","5","","","2016-12-09","0"
"24","27","","5","","","2016-12-23","0"
"24","27","","5","","","2017-01-06","0"
"24","27","","5","","","2017-01-20","0"
"25","28","","6","","","2017-02-03","0"
"25","28","","6","","","2017-02-17","0"
"25","28","","6","","","2017-03-03","0"
"25","28","","6","","","2017-03-17","0"
"25","28","","6","","","2017-03-31","0"
"25","26","","6","","","2017-04-14","0"
"26","","","7","","3","2017-04-28","0"
"26","","21","8","","7","2017-05-12","0"
"27","","23","10","","9","2017-05-26","0"
"25","","21","9","","8","2017-06-09","0"
"28","","24","11","","10","2017-06-23","0"
"28","","24","11","","10","2017-07-07","0"
"26","","22","10","","9","2017-07-21","0"
"22","","19","9","","8","2017-08-04","0"
"24","","21","9","","9","2017-08-18","0"
"14","","12","6","","5","2017-09-01","0"
"22","","19","9","","8","2017-09-15","0"
"22","","19","9","","8","2017-09-29","0"
"22","","19","9","","8","2017-10-13","0"
"22","","19","9","","8","2017-10-27","0"
"20","","17","8","","7","2017-11-10","0"
"18","","15","7","","6","2017-11-24","0"
"22","","19","9","","8","2017-12-08","0"
"24","","21","10","1","9","2017-12-22","0"
"20","","18","9","4","9","2018-01-05","0"
"20","","18","9","4","9","2018-01-19","0"
"16","","14","7","3","7","2018-02-02","0"
"22","","20","10","4","9","2018-02-16","0"
"18","","16","8","3","8","2018-03-02","0"
"14","","13","7","3","6","2018-03-16","0"
"14","","13","7","3","6","2018-03-30","0"
"22","","20","10","4","9","2018-04-13","0"
"30","","27","14","5","13","2018-04-27","0"
"28","","25","13","5","12","2018-05-11","0"
"28","","25","13","5","12","2018-05-25","0"
"26","","23","12","5","11","2018-06-08","0"
"28","","25","13","5","12","2018-06-22","0"
"28","","25","13","5","12","2018-07-06","0"
"28","","25","13","5","12","2018-07-20","0"
"28","","25","13","5","12","2018-08-03","0"
"28","","25","13","5","12","2018-08-17","0"
"28","","25","13","5","12","2018-08-31","0"
"28","","25","13","5","12","2018-09-14","0"
"28","","25","13","5","12","2018-09-28","0"
"28","","25","13","5","12","2018-10-12","0"
"28","","25","13","5","12","2018-10-26","0"
"28","","25","13","5","12","2018-11-09","0"
"28","","25","13","5","12","2018-11-23","0"
"28","","25","13","5","12","2018-12-07","0"
"28","","25","13","5","12","2018-12-21","0"
"28","","25","13","5","12","2019-01-04","0"
"28","","25","13","5","12","2019-01-18","0"
"28","","25","13","5","12","2019-02-01","0"
"28","","25","13","5","12","2019-02-15","0"
"28","","25","13","5","12","2019-03-01","0"
"16","","14","7","3","7","2019-03-15","0"
"14","","13","7","3","6","2019-03-29","0"
"26","","23","12","5","11","2019-04-12","0"
"28","","25","13","5","12","2019-04-26","0"
"8","","7","4","1","3","2019-05-10","0"
"21","","19","11","4","11","2019-05-24","0"
"29","","26","15","5","16","2019-06-07","0"
"29","","26","15","5","16","2019-06-21","0"
"29","","26","15","5","16","2019-07-05","0"
"29","","26","15","5","16","2019-07-19","0"
"29","","26","14","5","16","2019-08-02","0"
"25","","22","12","4","14","2019-08-16","0"
"29","","26","14","5","16","2019-08-30","0"
"29","","26","14","5","16","2019-09-13","0"
"29","","26","14","5","16","2019-09-27","0"
"27","","24","13","5","15","2019-10-11","0"
"29","","26","14","5","16","2019-10-25","0"
"25","","22","12","4","14","2019-11-08","0"
"29","","26","14","5","16","2019-11-22","0"
"29","","26","14","5","16","2019-12-06","0"
"27","","25","14","6","16","2019-12-20","0"
"27","","25","14","6","16","2020-01-03","0"
"33","","31","17","7","19","2020-01-17","0"
"29","","27","15","6","17","2020-01-31","0"
"31","","29","16","6","18","2020-02-14","0"
"31","","29","16","6","18","2020-02-28","0"
"27","","25","14","6","16","2020-03-13","0"
"29","","27","15","6","17","2020-03-27","0"
"29","","27","15","6","17","2020-04-10","0"
"27","","25","14","6","16","2020-04-24","0"
"29","","27","15","6","17","2020-05-08","0"
"27","","25","14","6","16","2020-05-22","0"
"29","","27","15","6","17","2020-06-05","0"
"29","","27","15","6","17","2020-06-19","0"
"35","","33","18","7","21","2020-07-03","0"
"25","","23","13","5","15","2020-07-17","0"
"29","","27","15","6","17","2020-07-31","0"
"29","","27","15","6","17","2020-08-14","0"
"29","","27","15","6","17","2020-08-28","0"
"27","","25","14","6","16","2020-09-11","0"
"44","","39","23","11","26","2020-09-25","0"
"31","","28","16","8","18","2020-10-09","0"
"35","","32","18","9","21","2020-10-23","0"
"33","","30","17","8","19","2020-11-06","0"
"33","","30","17","8","19","2020-11-20","0"
"41","","37","21","10","24","2020-12-04","0"
"37","","33","19","9","22","2020-12-18","0"
"39","","35","20","10","23","2021-01-01","0"
"31","","28","16","8","18","2021-01-15","0"
"27","","24","14","7","16","2021-01-29","0"
