"19","492","1753","date","other"
"9","9","","2018-11-08","0"
"21","21","","2018-11-22","0"
"21","21","","2018-12-06","0"
"21","21","","2018-12-20","0"
"21","21","","2019-01-03","0"
"21","21","","2019-01-17","0"
"21","21","19","2019-01-31","0"
"21","21","26","2019-02-14","0"
"21","21","26","2019-02-28","0"
"20","20","24","2019-03-14","0"
"21","21","26","2019-03-28","0"
"21","21","26","2019-04-11","0"
"21","21","26","2019-04-25","0"
"9","9","11","2019-05-09","0"
"12","12","15","2019-05-23","0"
"21","21","27","2019-06-06","0"
"21","22","28","2019-06-20","0"
"20","20","26","2019-07-04","0"
"20","20","26","2019-07-18","0"
"21","22","28","2019-08-01","0"
"23","24","30","2019-08-15","0"
"21","22","28","2019-08-29","0"
"18","19","24","2019-09-12","0"
"21","22","28","2019-09-26","0"
"23","24","30","2019-10-10","0"
"24","25","32","2019-10-24","0"
"20","20","26","2019-11-07","0"
"20","20","26","2019-11-21","0"
"23","24","30","2019-12-05","0"
"24","25","32","2019-12-19","0"
"27","28","36","2020-01-02","0"
"23","24","30","2020-01-16","0"
"21","22","28","2020-01-30","0"
"21","22","28","2020-02-13","0"
"24","25","30","2020-02-27","0"
"31","32","28","2020-03-12","0"
"35","37","32","2020-03-26","0"
"35","37","32","2020-04-09","0"
"29","30","26","2020-04-23","0"
"31","32","28","2020-05-07","0"
"29","30","26","2020-05-21","0"
"31","32","28","2020-06-04","0"
"33","34","30","2020-06-18","0"
"29","30","26","2020-07-02","0"
"27","27","24","2020-07-16","0"
"33","34","30","2020-07-30","0"
"24","25","22","2020-08-13","0"
"31","32","28","2020-08-27","0"
"29","30","26","2020-09-10","0"
"47","48","42","2020-09-24","0"
"31","32","28","2020-10-08","0"
"27","27","24","2020-10-22","0"
"35","37","32","2020-11-05","0"
"40","41","36","2020-11-19","0"
"42","43","38","2020-12-03","0"
"47","48","42","2020-12-17","0"
"44","46","40","2020-12-31","0"
"38","39","34","2021-01-14","0"
"31","32","28","2021-01-28","0"
"18","18","16","2021-02-11","0"
"31","32","28","2021-02-25","0"
"31","32","28","2021-03-11","0"
"31","32","28","2021-03-25","0"
"33","34","30","2021-04-08","0"
"31","32","28","2021-04-22","0"
"31","32","28","2021-05-06","0"
