"21","1721","12095","21978","date","other"
"7","","7","2","2018-03-14","0"
"8","","8","2","2018-03-28","0"
"10","","10","3","2018-04-11","0"
"19","","19","6","2018-04-25","0"
"20","","20","7","2018-05-09","0"
"20","","20","7","2018-05-23","0"
"20","","20","7","2018-06-06","0"
"20","","20","7","2018-06-20","0"
"20","","20","7","2018-07-04","0"
"20","","20","7","2018-07-18","0"
"20","","20","7","2018-08-01","0"
"20","","20","7","2018-08-15","0"
"20","","20","7","2018-08-29","0"
"20","4","20","7","2018-09-12","0"
"20","5","20","7","2018-09-26","0"
"20","5","20","7","2018-10-10","0"
"20","5","20","7","2018-10-24","0"
"20","5","20","7","2018-11-07","0"
"20","5","20","7","2018-11-21","0"
"20","5","20","7","2018-12-05","0"
"20","5","20","7","2018-12-19","0"
"20","5","20","7","2019-01-02","0"
"20","6","20","7","2019-01-16","0"
"20","6","20","7","2019-01-30","0"
"20","6","20","7","2019-02-13","0"
"20","6","20","7","2019-02-27","0"
"10","3","10","4","2019-03-13","0"
"3","1","3","1","2019-03-27","0"
"19","6","19","7","2019-04-10","0"
"20","6","20","7","2019-04-24","0"
"10","3","10","4","2019-05-08","0"
"10","3","10","4","2019-05-22","0"
"20","6","20","8","2019-06-05","0"
"19","6","19","7","2019-06-19","0"
"21","6","21","9","2019-07-03","0"
"19","6","19","7","2019-07-17","0"
"20","6","20","8","2019-07-31","0"
"20","6","20","8","2019-08-14","0"
"20","6","20","8","2019-08-28","0"
"20","6","20","8","2019-09-11","0"
"23","7","23","9","2019-09-25","0"
"23","7","23","9","2019-10-09","0"
"21","6","21","9","2019-10-23","0"
"19","6","19","7","2019-11-06","0"
"21","6","21","9","2019-11-20","0"
"20","6","20","9","2019-12-04","0"
"30","9","30","15","2019-12-18","0"
"24","7","24","12","2020-01-01","0"
"20","6","20","10","2020-01-15","0"
"23","7","23","11","2020-01-29","0"
"21","6","21","11","2020-02-12","0"
"21","6","21","11","2020-02-26","0"
"19","6","19","9","2020-03-11","0"
"19","6","19","9","2020-03-25","0"
"21","6","21","11","2020-04-08","0"
"28","9","28","15","2020-04-22","0"
"21","7","21","11","2020-05-06","0"
"23","8","22","12","2020-05-20","0"
"23","8","21","13","2020-06-03","0"
"23","8","21","13","2020-06-17","0"
"24","8","23","14","2020-07-01","0"
"21","7","20","12","2020-07-15","0"
"24","8","23","14","2020-07-29","0"
"20","7","19","11","2020-08-12","0"
"26","9","25","15","2020-08-26","0"
"21","7","21","12","2020-09-09","0"
"24","8","24","14","2020-09-23","0"
"20","7","20","11","2020-10-07","0"
"23","8","23","13","2020-10-21","0"
"20","7","20","11","2020-11-04","0"
"30","10","30","17","2020-11-18","0"
"26","9","26","15","2020-12-02","0"
"26","9","26","15","2020-12-16","0"
"20","7","20","12","2020-12-30","0"
"2","1","2","1","2021-01-13","0"
