"19","492","493","1663","1774","date","other"
"18","17","20","","","2017-02-03","0"
"21","20","24","","","2017-02-17","0"
"24","22","27","","","2017-03-03","0"
"21","20","24","","","2017-03-17","0"
"25","23","28","","","2017-03-31","0"
"25","24","28","","","2017-04-14","0"
"25","24","28","","","2017-04-28","0"
"26","26","6","","","2017-05-12","0"
"26","26","","3","2","2017-05-26","0"
"24","24","","5","5","2017-06-09","0"
"26","26","","5","5","2017-06-23","0"
"26","26","","5","5","2017-07-07","0"
"26","26","","5","5","2017-07-21","0"
"20","20","","5","5","2017-08-04","0"
"22","22","","5","5","2017-08-18","0"
"13","13","","3","3","2017-09-01","0"
"19","19","","4","4","2017-09-15","0"
"17","17","","4","4","2017-09-29","0"
"17","17","","3","4","2017-10-13","0"
"16","15","","3","4","2017-10-27","0"
"16","15","","3","4","2017-11-10","0"
"18","17","","4","5","2017-11-24","0"
"20","19","","4","5","2017-12-08","0"
"16","15","","3","4","2017-12-22","0"
"16","15","","3","4","2018-01-05","0"
"14","14","","3","4","2018-01-19","0"
"16","15","","3","4","2018-02-02","0"
"16","15","","3","4","2018-02-16","0"
"24","23","","6","6","2018-03-02","0"
"16","15","","4","3","2018-03-16","0"
"20","19","","5","4","2018-03-30","0"
"20","19","","5","4","2018-04-13","0"
"28","27","","7","6","2018-04-27","0"
"30","29","","8","6","2018-05-11","0"
"28","27","","7","6","2018-05-25","0"
"28","27","","8","6","2018-06-08","0"
"28","27","","8","6","2018-06-22","0"
"28","27","","8","6","2018-07-06","0"
"28","27","5","8","6","2018-07-20","0"
"28","27","5","8","6","2018-08-03","0"
"28","27","5","8","6","2018-08-17","0"
"28","27","5","8","6","2018-08-31","0"
"28","27","5","8","6","2018-09-14","0"
"28","27","5","8","6","2018-09-28","0"
"28","27","5","8","6","2018-10-12","0"
"28","27","5","8","6","2018-10-26","0"
"28","27","5","8","6","2018-11-09","0"
"28","27","5","8","6","2018-11-23","0"
"28","27","5","8","6","2018-12-07","0"
"28","27","5","8","6","2018-12-21","0"
"28","27","5","8","6","2019-01-04","0"
"26","25","5","7","6","2019-01-18","0"
"28","27","5","8","6","2019-02-01","0"
"28","27","5","8","6","2019-02-15","0"
"28","27","5","8","6","2019-03-01","0"
"14","14","3","4","3","2019-03-15","0"
"4","4","1","1","1","2019-03-29","0"
"26","25","5","7","6","2019-04-12","0"
"28","27","5","8","6","2019-04-26","0"
"8","8","1","2","2","2019-05-10","0"
"23","21","4","7","6","2019-05-24","0"
"29","27","5","9","7","2019-06-07","0"
"29","27","5","9","7","2019-06-21","0"
"29","27","5","9","7","2019-07-05","0"
"31","29","5","10","8","2019-07-19","0"
"29","27","5","9","7","2019-08-02","0"
"27","25","5","8","7","2019-08-16","0"
"29","27","5","9","7","2019-08-30","0"
"27","25","5","8","7","2019-09-13","0"
"29","27","5","9","7","2019-09-27","0"
"29","27","5","9","7","2019-10-11","0"
"29","27","5","9","7","2019-10-25","0"
"23","21","4","7","6","2019-11-08","0"
"27","25","5","8","7","2019-11-22","0"
"29","27","5","9","7","2019-12-06","0"
"31","29","5","10","8","2019-12-20","0"
"31","29","5","10","8","2020-01-03","0"
"29","27","5","9","7","2020-01-17","0"
"29","27","5","9","7","2020-01-31","0"
"29","27","5","9","7","2020-02-14","0"
"29","27","5","9","7","2020-02-28","0"
"27","25","5","8","7","2020-03-13","0"
"29","27","5","9","7","2020-03-27","0"
"37","35","6","12","9","2020-04-10","0"
"29","27","5","9","7","2020-04-24","0"
"29","27","5","9","7","2020-05-08","0"
"31","29","5","10","8","2020-05-22","0"
"29","27","5","9","7","2020-06-05","0"
"27","25","5","8","7","2020-06-19","0"
"29","27","5","9","7","2020-07-03","0"
"77","71","13","24","19","2020-07-17","0"
"31","29","5","10","8","2020-07-31","0"
"27","25","5","8","7","2020-08-14","0"
"29","27","5","9","7","2020-08-28","0"
"33","31","6","10","8","2020-09-11","0"
"31","29","5","10","8","2020-09-25","0"
"27","25","5","8","7","2020-10-09","0"
"25","23","4","8","6","2020-10-23","0"
"29","27","5","9","7","2020-11-06","0"
"31","29","5","10","8","2020-11-20","0"
"31","29","5","10","8","2020-12-04","0"
"35","33","6","11","9","2020-12-18","0"
"27","25","5","8","7","2021-01-01","0"
"13","31","6","10","8","2021-01-15","0"
"9","27","5","9","7","2021-01-29","0"
"6","17","3","6","5","2021-02-12","0"
"10","29","5","10","8","2021-02-26","0"
"9","27","5","9","7","2021-03-12","0"
"9","27","5","9","7","2021-03-26","0"
"23","27","5","9","7","2021-04-09","0"
"29","27","5","9","7","2021-04-23","0"
"31","29","5","10","8","2021-05-07","0"
"31","29","5","10","8","2021-05-21","0"
