"599","701","12472","19568","date","other"
"11","11","","","2018-06-20","0"
"21","23","","","2018-07-04","0"
"21","23","2","","2018-07-18","0"
"21","23","5","","2018-08-01","0"
"22","24","5","","2018-08-15","0"
"23","24","5","","2018-08-29","0"
"23","24","5","","2018-09-12","0"
"23","24","5","","2018-09-26","0"
"23","24","5","","2018-10-10","0"
"23","24","5","","2018-10-24","0"
"23","24","5","","2018-11-07","0"
"23","24","5","","2018-11-21","0"
"23","24","5","","2018-12-05","0"
"23","24","5","","2018-12-19","0"
"23","25","6","","2019-01-02","0"
"23","25","6","","2019-01-16","0"
"23","25","6","","2019-01-30","0"
"23","25","6","","2019-02-13","0"
"23","25","6","","2019-02-27","0"
"23","25","6","3","2019-03-13","0"
"21","23","6","5","2019-03-27","0"
"23","25","6","5","2019-04-10","0"
"23","25","6","6","2019-04-24","0"
"12","13","3","4","2019-05-08","0"
"12","14","4","5","2019-05-22","0"
"25","28","9","10","2019-06-05","0"
"27","30","10","11","2019-06-19","0"
"25","28","9","10","2019-07-03","0"
"25","28","9","10","2019-07-17","0"
"25","28","9","10","2019-07-31","0"
"23","26","8","9","2019-08-14","0"
"25","28","9","10","2019-08-28","0"
"27","30","10","11","2019-09-11","0"
"25","28","9","10","2019-09-25","0"
"25","28","9","10","2019-10-09","0"
"23","26","8","9","2019-10-23","0"
"27","30","10","11","2019-11-06","0"
"23","26","8","9","2019-11-20","0"
"27","30","10","11","2019-12-04","0"
"29","32","10","11","2019-12-18","0"
"23","26","8","9","2020-01-01","0"
"23","26","8","9","2020-01-15","0"
"27","30","10","11","2020-01-29","0"
"23","26","8","9","2020-02-12","0"
"23","26","8","9","2020-02-26","0"
"27","30","10","11","2020-03-11","0"
"26","28","9","10","2020-03-25","0"
"26","28","9","10","2020-04-08","0"
"22","24","8","9","2020-04-22","0"
"26","28","9","10","2020-05-06","0"
"24","26","8","9","2020-05-20","0"
"28","30","10","11","2020-06-03","0"
"26","28","9","10","2020-06-17","0"
"28","30","10","11","2020-07-01","0"
"24","26","8","9","2020-07-15","0"
"35","38","12","14","2020-07-29","0"
"22","24","8","9","2020-08-12","0"
"26","28","9","10","2020-08-26","0"
"28","30","10","11","2020-09-09","0"
"28","30","10","11","2020-09-23","0"
"32","34","11","12","2020-10-07","0"
"24","26","8","9","2020-10-21","0"
"28","30","10","11","2020-11-04","0"
"28","30","10","11","2020-11-18","0"
"35","38","12","14","2020-12-02","0"
"35","38","12","14","2020-12-16","0"
"30","32","10","11","2020-12-30","0"
"24","26","8","9","2021-01-13","0"
"28","30","10","11","2021-01-27","0"
"15","16","5","6","2021-02-10","0"
"24","26","8","9","2021-02-24","0"
"28","30","10","11","2021-03-10","0"
"26","28","9","10","2021-03-24","0"
"26","28","9","11","2021-04-07","0"
"26","28","9","11","2021-04-21","0"
"26","28","9","11","2021-05-05","0"
