"492","597","1774","date","other"
"15","15","8","2020-10-08","0"
"18","18","9","2020-10-22","0"
"18","18","9","2020-11-05","0"
"26","26","13","2020-11-19","0"
"29","29","15","2020-12-03","0"
"26","26","13","2020-12-17","0"
"26","26","13","2020-12-31","0"
"24","24","13","2021-01-14","0"
"23","23","12","2021-01-28","0"
"14","14","7","2021-02-11","0"
"23","23","12","2021-02-25","0"
"21","21","11","2021-03-11","0"
"21","21","11","2021-03-25","0"
"21","21","11","2021-04-08","0"
"23","23","12","2021-04-22","0"
"21","21","11","2021-05-06","0"
