"9","21","492","599","1662","date","other"
"14","14","12","15","6","2018-02-14","0"
"26","26","23","27","13","2018-02-28","0"
"26","26","23","27","13","2018-03-14","0"
"26","26","22","26","13","2018-03-28","0"
"24","24","20","24","12","2018-04-11","0"
"26","26","22","26","13","2018-04-25","0"
"26","26","22","26","13","2018-05-09","0"
"26","26","22","26","13","2018-05-23","0"
"26","26","22","26","13","2018-06-06","0"
"26","26","22","26","13","2018-06-20","0"
"26","26","22","26","13","2018-07-04","0"
"26","26","22","26","13","2018-07-18","0"
"26","26","22","26","13","2018-08-01","0"
"26","26","23","26","13","2018-08-15","0"
"26","26","23","26","13","2018-08-29","0"
"26","26","23","26","13","2018-09-12","0"
"26","26","23","26","13","2018-09-26","0"
"26","26","23","26","13","2018-10-10","0"
"26","26","23","26","13","2018-10-24","0"
"26","26","23","26","13","2018-11-07","0"
"26","26","23","26","13","2018-11-21","0"
"26","26","23","26","13","2018-12-05","0"
"26","26","23","26","13","2018-12-19","0"
"26","26","23","26","13","2019-01-02","0"
"26","26","23","26","13","2019-01-16","0"
"26","26","23","26","13","2019-01-30","0"
"26","26","23","26","13","2019-02-13","0"
"26","26","23","26","13","2019-02-27","0"
"20","20","18","20","10","2019-03-13","0"
"9","9","8","9","5","2019-03-27","0"
"24","24","21","24","12","2019-04-10","0"
"26","26","23","26","13","2019-04-24","0"
"11","11","10","11","6","2019-05-08","0"
"13","14","12","13","7","2019-05-22","0"
"26","27","23","26","14","2019-06-05","0"
"26","27","23","26","14","2019-06-19","0"
"32","33","28","32","17","2019-07-03","0"
"26","27","23","26","14","2019-07-17","0"
"26","27","23","26","14","2019-07-31","0"
"24","25","21","24","13","2019-08-14","0"
"26","27","23","26","14","2019-08-28","0"
"26","27","23","26","14","2019-09-11","0"
"28","29","25","28","15","2019-09-25","0"
"30","31","26","30","16","2019-10-09","0"
"26","27","23","26","14","2019-10-23","0"
"24","25","21","24","13","2019-11-06","0"
"28","29","25","28","15","2019-11-20","0"
"33","33","30","33","19","2019-12-04","0"
"22","22","20","22","13","2019-12-18","0"
"32","32","28","32","18","2020-01-01","0"
"39","39","35","39","23","2020-01-15","0"
"24","24","21","24","14","2020-01-29","0"
"28","28","25","28","16","2020-02-12","0"
"26","26","23","26","15","2020-02-26","0"
"32","32","28","32","18","2020-03-11","0"
"24","24","21","24","14","2020-03-25","0"
"30","30","26","30","17","2020-04-08","0"
"24","24","21","24","14","2020-04-22","0"
"33","32","29","33","16","2020-05-06","0"
"34","33","31","34","15","2020-05-20","0"
"40","39","35","40","17","2020-06-03","0"
"42","41","38","42","18","2020-06-17","0"
"40","39","35","40","17","2020-07-01","0"
"32","31","28","32","14","2020-07-15","0"
"56","54","50","56","24","2020-07-29","0"
"32","31","28","32","14","2020-08-12","0"
"34","33","31","34","15","2020-08-26","0"
"37","36","33","37","16","2020-09-09","0"
"40","39","35","40","17","2020-09-23","0"
"42","41","38","42","18","2020-10-07","0"
"32","31","28","32","14","2020-10-21","0"
"53","51","47","53","23","2020-11-04","0"
"53","51","47","53","23","2020-11-18","0"
"53","51","47","53","23","2020-12-02","0"
"37","36","33","37","16","2020-12-16","0"
"42","41","38","42","18","2020-12-30","0"
"37","36","33","37","16","2021-01-13","0"
"37","36","33","37","16","2021-01-27","0"
"24","23","21","24","11","2021-02-10","0"
"60","58","52","60","27","2021-02-24","0"
"38","37","33","38","17","2021-03-10","0"
"38","37","33","38","17","2021-03-24","0"
"38","37","33","38","17","2021-04-07","0"
"38","37","33","38","17","2021-04-21","0"
"38","37","33","38","17","2021-05-05","0"
