"9","21","122","492","493","597","date","other"
"1","2","1","1","2","2","2018-03-14","0"
"10","11","10","10","13","11","2018-03-28","0"
"14","16","14","14","18","16","2018-04-11","0"
"19","20","19","19","23","20","2018-04-25","0"
"20","22","20","20","25","22","2018-05-09","0"
"20","22","20","20","25","22","2018-05-23","0"
"20","22","20","20","25","22","2018-06-06","0"
"20","22","20","20","25","22","2018-06-20","0"
"20","22","20","20","25","22","2018-07-04","0"
"20","22","20","20","43","22","2018-07-18","0"
"20","22","20","20","46","22","2018-08-01","0"
"20","22","20","20","46","22","2018-08-15","0"
"20","22","20","20","46","22","2018-08-29","0"
"20","22","20","20","46","22","2018-09-12","0"
"20","22","20","20","46","22","2018-09-26","0"
"20","22","20","20","46","22","2018-10-10","0"
"20","22","20","20","46","22","2018-10-24","0"
"20","22","20","20","46","22","2018-11-07","0"
"20","22","20","20","46","22","2018-11-21","0"
"20","22","20","20","46","22","2018-12-05","0"
"20","22","20","20","46","22","2018-12-19","0"
"20","22","20","20","46","22","2019-01-02","0"
"20","22","20","20","46","22","2019-01-16","0"
"20","22","20","20","46","22","2019-01-30","0"
"20","22","20","20","46","22","2019-02-13","0"
"20","22","20","20","46","22","2019-02-27","0"
"10","11","10","10","23","11","2019-03-13","0"
"17","19","17","17","39","19","2019-04-10","0"
"20","22","20","20","46","22","2019-04-24","0"
"10","11","10","10","23","11","2019-05-08","0"
"11","13","11","11","26","13","2019-05-22","0"
"21","24","21","21","49","24","2019-06-05","0"
"19","20","19","19","43","20","2019-06-19","0"
"19","20","19","19","43","20","2019-07-03","0"
"23","25","23","23","53","25","2019-07-17","0"
"21","24","21","21","49","24","2019-07-31","0"
"16","17","16","16","36","17","2019-08-14","0"
"21","24","21","21","49","24","2019-08-28","0"
"20","22","20","20","46","22","2019-09-11","0"
"20","22","20","20","46","22","2019-09-25","0"
"20","22","20","20","46","22","2019-10-09","0"
"21","24","21","21","49","24","2019-10-23","0"
"20","22","20","20","46","22","2019-11-06","0"
"29","32","29","29","61","32","2019-11-20","0"
"32","34","32","32","61","34","2019-12-04","0"
"30","32","30","30","57","32","2019-12-18","0"
"26","27","26","26","49","27","2020-01-01","0"
"36","39","36","36","69","39","2020-01-15","0"
"32","34","32","32","41","34","2020-01-29","0"
"34","37","34","34","24","37","2020-02-12","0"
"32","34","32","32","23","34","2020-02-26","0"
"36","39","36","36","26","39","2020-03-11","0"
"26","27","26","26","18","27","2020-03-25","0"
"32","34","32","32","23","34","2020-04-08","0"
"30","32","30","30","21","32","2020-04-22","0"
"32","34","32","32","23","34","2020-05-06","0"
"30","32","30","30","21","32","2020-05-20","0"
"30","32","30","30","21","32","2020-06-03","0"
"30","32","30","30","21","32","2020-06-17","0"
"39","41","39","39","27","41","2020-07-01","0"
"26","27","26","26","18","27","2020-07-15","0"
"34","37","34","34","24","37","2020-07-29","0"
"24","25","24","24","17","25","2020-08-12","0"
"39","41","39","39","27","41","2020-08-26","0"
"28","30","28","28","20","30","2020-09-09","0"
"30","32","30","30","21","32","2020-09-23","0"
"30","32","30","30","21","32","2020-10-07","0"
"24","25","24","24","17","25","2020-10-21","0"
"32","34","32","32","23","34","2020-11-04","0"
"36","39","36","36","26","39","2020-11-18","0"
"39","41","39","39","27","41","2020-12-02","0"
"36","39","36","36","26","39","2020-12-16","0"
"41","43","41","41","29","43","2020-12-30","0"
"32","34","32","32","23","34","2021-01-13","0"
"39","41","39","39","27","41","2021-01-27","0"
"21","23","21","21","15","23","2021-02-10","0"
"39","41","39","39","27","41","2021-02-24","0"
"30","32","30","30","21","32","2021-03-10","0"
"30","32","30","30","21","32","2021-03-24","0"
"30","32","30","30","21","32","2021-04-07","0"
"30","32","30","30","21","32","2021-04-21","0"
"32","34","32","32","23","34","2021-05-05","0"
"30","32","30","30","21","32","2021-05-19","0"
