"19","492","699","date","other"
"2","2","2","2017-03-16","0"
"21","21","22","2017-03-30","0"
"21","21","22","2017-04-13","0"
"21","21","22","2017-04-27","0"
"21","21","22","2017-05-11","0"
"21","21","22","2017-05-25","0"
"21","21","22","2017-06-08","0"
"20","20","20","2017-06-22","0"
"21","21","22","2017-07-06","0"
"20","20","20","2017-07-20","0"
"18","18","19","2017-08-03","0"
"20","20","20","2017-08-17","0"
"9","9","9","2017-08-31","0"
"14","14","14","2017-09-14","0"
"14","14","14","2017-09-28","0"
"15","15","16","2017-10-12","0"
"12","12","13","2017-10-26","0"
"12","12","13","2017-11-09","0"
"14","14","14","2017-11-23","0"
"12","12","13","2017-12-07","0"
"12","12","13","2017-12-21","0"
"15","15","16","2018-01-04","0"
"11","11","11","2018-01-18","0"
"11","11","11","2018-02-01","0"
"13","12","13","2018-02-15","0"
"17","15","17","2018-03-01","0"
"13","12","14","2018-03-15","0"
"15","13","15","2018-03-29","0"
"15","13","15","2018-04-12","0"
"26","23","27","2018-04-26","0"
"26","23","27","2018-05-10","0"
"26","23","27","2018-05-24","0"
"24","21","25","2018-06-07","0"
"26","23","27","2018-06-21","0"
"26","23","27","2018-07-05","0"
"26","23","27","2018-07-19","0"
"26","23","27","2018-08-02","0"
"26","23","27","2018-08-16","0"
"26","23","27","2018-08-30","0"
"26","23","27","2018-09-13","0"
"26","23","27","2018-09-27","0"
"26","23","27","2018-10-11","0"
"26","23","27","2018-10-25","0"
"26","23","27","2018-11-08","0"
"26","23","27","2018-11-22","0"
"26","23","27","2018-12-06","0"
"26","23","27","2018-12-20","0"
"26","23","27","2019-01-03","0"
"26","23","27","2019-01-17","0"
"26","23","27","2019-01-31","0"
"26","23","27","2019-02-14","0"
"26","23","27","2019-02-28","0"
"15","13","15","2019-03-14","0"
"7","7","8","2019-03-28","0"
"26","23","27","2019-04-11","0"
"26","23","27","2019-04-25","0"
"9","8","10","2019-05-09","0"
"19","16","19","2019-05-23","0"
"28","25","29","2019-06-06","0"
"30","26","31","2019-06-20","0"
"26","23","27","2019-07-04","0"
"28","25","29","2019-07-18","0"
"32","28","33","2019-08-01","0"
"26","23","27","2019-08-15","0"
"30","26","31","2019-08-29","0"
"24","21","25","2019-09-12","0"
"28","25","29","2019-09-26","0"
"26","23","27","2019-10-10","0"
"26","23","27","2019-10-24","0"
"26","23","27","2019-11-07","0"
"26","23","27","2019-11-21","0"
"28","25","29","2019-12-05","0"
"26","23","27","2019-12-19","0"
"30","26","31","2020-01-02","0"
"28","25","29","2020-01-16","0"
"30","26","31","2020-01-30","0"
"30","26","31","2020-02-13","0"
"28","25","29","2020-02-27","0"
"28","25","29","2020-03-12","0"
"28","25","29","2020-03-26","0"
"28","25","29","2020-04-09","0"
"24","21","25","2020-04-23","0"
"30","26","31","2020-05-07","0"
"26","23","27","2020-05-21","0"
"26","23","27","2020-06-04","0"
"26","23","27","2020-06-18","0"
"27","23","28","2020-07-02","0"
"27","23","28","2020-07-16","0"
"37","31","38","2020-07-30","0"
"25","21","26","2020-08-13","0"
"31","26","32","2020-08-27","0"
"31","26","32","2020-09-10","0"
"23","20","24","2020-09-24","0"
"27","23","28","2020-10-08","0"
"25","21","26","2020-10-22","0"
"46","39","48","2020-11-05","0"
"37","31","38","2020-11-19","0"
"33","28","34","2020-12-03","0"
"31","26","32","2020-12-17","0"
"33","28","34","2020-12-31","0"
"31","26","32","2021-01-14","0"
"33","28","34","2021-01-28","0"
"17","15","18","2021-02-11","0"
"27","23","28","2021-02-25","0"
"27","23","28","2021-03-11","0"
"29","25","30","2021-03-25","0"
"27","23","28","2021-04-08","0"
"27","23","28","2021-04-22","0"
"29","25","30","2021-05-06","0"
"29","25","30","2021-05-20","0"
