"21","492","5577","date","other"
"8","8","4","2019-08-15","0"
"20","20","12","2019-08-29","0"
"19","19","11","2019-09-12","0"
"20","20","12","2019-09-26","0"
"22","22","13","2019-10-10","0"
"19","19","11","2019-10-24","0"
"22","22","13","2019-11-07","0"
"22","22","13","2019-11-21","0"
"24","24","14","2019-12-05","0"
"25","25","15","2019-12-19","0"
"22","22","13","2020-01-02","0"
"20","20","12","2020-01-16","0"
"22","22","13","2020-01-30","0"
"24","24","14","2020-02-13","0"
"24","24","14","2020-02-27","0"
"22","22","13","2020-03-12","0"
"25","25","15","2020-03-26","0"
"25","25","15","2020-04-09","0"
"20","20","12","2020-04-23","0"
"19","19","11","2020-05-07","0"
"24","24","14","2020-05-21","0"
"20","20","12","2020-06-04","0"
"20","20","12","2020-06-18","0"
"24","24","14","2020-07-02","0"
"19","19","11","2020-07-16","0"
"22","22","13","2020-07-30","0"
"22","22","13","2020-08-13","0"
"24","24","14","2020-08-27","0"
"17","17","10","2020-09-10","0"
"25","25","15","2020-09-24","0"
"20","20","12","2020-10-08","0"
"19","19","11","2020-10-22","0"
"19","19","11","2020-11-05","0"
"22","22","13","2020-11-19","0"
"20","20","12","2020-12-03","0"
"20","20","12","2020-12-17","0"
"25","25","15","2020-12-31","0"
"20","20","12","2021-01-14","0"
"25","25","15","2021-01-28","0"
"11","11","7","2021-02-11","0"
"20","20","12","2021-02-25","0"
"22","22","13","2021-03-11","0"
"22","22","13","2021-03-25","0"
"22","22","13","2021-04-08","0"
"22","22","13","2021-04-22","0"
"24","24","14","2021-05-06","0"
"22","22","13","2021-05-20","0"
