"492","599","1755","4026","4191","16598","date","other"
"9","6","4","","","3","2018-03-15","0"
"11","8","5","","","4","2018-03-29","0"
"30","26","23","17","","21","2018-04-12","0"
"70","60","53","39","","50","2018-04-26","0"
"70","60","53","39","","50","2018-05-10","0"
"70","60","53","39","","50","2018-05-24","0"
"70","60","53","39","","50","2018-06-07","0"
"70","60","53","39","","50","2018-06-21","0"
"70","60","53","39","","50","2018-07-05","0"
"70","60","53","39","9","50","2018-07-19","0"
"70","60","53","39","10","50","2018-08-02","0"
"70","60","53","39","10","50","2018-08-16","0"
"70","60","53","39","10","50","2018-08-30","0"
"70","60","53","39","12","50","2018-09-13","0"
"70","60","53","39","20","50","2018-09-27","0"
"70","60","53","39","20","50","2018-10-11","0"
"70","60","53","39","20","50","2018-10-25","0"
"70","60","53","39","20","50","2018-11-08","0"
"70","60","53","39","20","50","2018-11-22","0"
"70","60","53","39","20","50","2018-12-06","0"
"70","60","53","39","20","50","2018-12-20","0"
"70","60","53","39","20","50","2019-01-03","0"
"70","60","53","39","20","50","2019-01-17","0"
"70","60","53","39","20","50","2019-01-31","0"
"70","60","53","39","20","50","2019-02-14","0"
"70","60","53","39","20","50","2019-02-28","0"
"35","30","27","20","10","25","2019-03-14","0"
"10","9","8","6","3","7","2019-03-28","0"
"70","60","53","39","20","50","2019-04-11","0"
"70","60","53","39","20","50","2019-04-25","0"
"30","26","23","17","9","21","2019-05-09","0"
"40","34","30","22","11","29","2019-05-23","0"
"69","59","53","38","20","50","2019-06-06","0"
"69","59","53","38","20","50","2019-06-20","0"
"69","59","53","38","20","50","2019-07-04","0"
"69","59","53","38","20","50","2019-07-18","0"
"69","59","53","38","20","50","2019-08-01","0"
"69","59","53","38","20","50","2019-08-15","0"
"74","63","57","41","21","54","2019-08-29","0"
"69","59","53","38","20","50","2019-09-12","0"
"69","59","53","38","20","50","2019-09-26","0"
"69","59","53","38","20","50","2019-10-10","0"
"74","63","57","41","21","54","2019-10-24","0"
"69","59","53","38","20","50","2019-11-07","0"
"69","59","53","38","20","50","2019-11-21","0"
"69","59","53","38","20","50","2019-12-05","0"
"79","67","61","43","23","57","2019-12-19","0"
"64","55","49","35","19","46","2020-01-02","0"
"74","63","57","41","21","54","2020-01-16","0"
"64","55","49","35","19","46","2020-01-30","0"
"79","67","61","43","23","57","2020-02-13","0"
"64","55","49","35","19","46","2020-02-27","0"
"64","55","49","35","19","46","2020-03-12","0"
"69","59","53","38","20","50","2020-03-26","0"
"69","59","53","38","20","50","2020-04-09","0"
"64","55","49","35","19","46","2020-04-23","0"
"79","67","61","43","23","57","2020-05-07","0"
"64","55","49","35","19","46","2020-05-21","0"
"69","59","53","38","20","50","2020-06-04","0"
"74","63","57","41","21","54","2020-06-18","0"
"79","67","61","43","23","57","2020-07-02","0"
"64","55","49","35","19","46","2020-07-16","0"
"74","63","57","41","21","54","2020-07-30","0"
"64","55","49","35","19","46","2020-08-13","0"
"64","55","49","35","19","46","2020-08-27","0"
"74","63","57","41","21","54","2020-09-10","0"
"74","63","57","41","21","54","2020-09-24","0"
"79","67","61","43","23","57","2020-10-08","0"
"64","55","49","35","19","46","2020-10-22","0"
"64","55","49","35","19","46","2020-11-05","0"
"69","59","53","38","20","50","2020-11-19","0"
"84","72","64","46","24","61","2020-12-03","0"
"84","72","64","46","24","61","2020-12-17","0"
"64","55","49","35","19","46","2020-12-31","0"
"64","55","49","35","19","46","2021-01-14","0"
"84","72","64","46","24","61","2021-01-28","0"
"39","34","30","22","11","29","2021-02-11","0"
"89","76","68","49","26","64","2021-02-25","0"
"69","59","53","38","20","50","2021-03-11","0"
"74","63","57","41","21","54","2021-03-25","0"
"74","63","57","41","21","54","2021-04-08","0"
"69","59","53","38","20","50","2021-04-22","0"
"69","59","53","38","20","50","2021-05-06","0"
