"9","492","597","1664","3968","4094","date","other"
"12","18","18","7","7","7","2017-06-09","0"
"21","32","32","14","14","13","2017-06-23","0"
"21","32","32","14","14","13","2017-07-07","0"
"22","32","32","15","15","13","2017-07-21","0"
"19","27","27","13","13","11","2017-08-04","0"
"19","27","27","13","13","11","2017-08-18","0"
"11","16","16","8","8","7","2017-09-01","0"
"19","27","27","13","13","11","2017-09-15","0"
"14","21","21","10","10","8","2017-09-29","0"
"20","28","28","14","14","12","2017-10-13","0"
"15","21","21","10","10","9","2017-10-27","0"
"15","21","21","10","10","9","2017-11-10","0"
"12","17","17","8","8","7","2017-11-24","0"
"16","24","24","11","11","10","2017-12-08","0"
"17","24","24","12","12","11","2017-12-22","0"
"17","25","24","13","12","11","2018-01-05","0"
"17","25","24","13","12","11","2018-01-19","0"
"15","23","22","12","11","10","2018-02-02","0"
"17","25","24","13","12","11","2018-02-16","0"
"17","25","24","13","12","11","2018-03-02","0"
"14","20","19","10","10","9","2018-03-16","0"
"19","28","27","15","13","12","2018-03-30","0"
"12","18","17","10","9","8","2018-04-13","0"
"24","35","34","19","17","15","2018-04-27","0"
"24","35","34","19","17","15","2018-05-11","0"
"24","35","34","20","17","15","2018-05-25","0"
"24","35","34","20","17","15","2018-06-08","0"
"24","35","34","21","17","15","2018-06-22","0"
"24","35","34","21","17","15","2018-07-06","0"
"24","35","34","21","17","15","2018-07-20","0"
"24","35","35","22","18","15","2018-08-03","0"
"24","35","35","22","18","15","2018-08-17","0"
"24","35","35","22","18","15","2018-08-31","0"
"24","35","35","22","18","15","2018-09-14","0"
"24","35","35","22","18","15","2018-09-28","0"
"24","35","35","22","18","15","2018-10-12","0"
"24","35","35","22","18","15","2018-10-26","0"
"24","35","35","22","18","15","2018-11-09","0"
"24","35","35","22","18","15","2018-11-23","0"
"24","35","35","22","18","15","2018-12-07","0"
"24","35","35","22","18","15","2018-12-21","0"
"24","35","35","22","18","15","2019-01-04","0"
"24","35","35","21","18","15","2019-01-18","0"
"24","35","35","21","18","15","2019-02-01","0"
"24","35","35","21","18","15","2019-02-15","0"
"24","35","35","21","18","15","2019-03-01","0"
"12","18","18","11","9","8","2019-03-15","0"
"5","8","8","5","4","3","2019-03-29","0"
"24","35","35","21","18","15","2019-04-12","0"
"24","35","35","21","18","15","2019-04-26","0"
"7","10","10","6","5","4","2019-05-10","0"
"17","26","26","17","13","11","2019-05-24","0"
"24","37","36","24","18","15","2019-06-07","0"
"26","40","39","26","19","16","2019-06-21","0"
"24","37","36","24","18","15","2019-07-05","0"
"24","37","36","24","18","15","2019-07-19","0"
"22","34","33","22","17","14","2019-08-02","0"
"24","37","36","24","18","15","2019-08-16","0"
"24","37","36","24","18","15","2019-08-30","0"
"22","34","33","22","17","14","2019-09-13","0"
"22","34","33","22","17","14","2019-09-27","0"
"24","37","36","24","18","15","2019-10-11","0"
"24","37","36","24","18","15","2019-10-25","0"
"21","32","31","21","15","13","2019-11-08","0"
"27","40","39","27","19","17","2019-11-22","0"
"29","42","41","29","21","18","2019-12-06","0"
"29","42","41","29","21","18","2019-12-20","0"
"21","32","31","21","15","14","2020-01-03","0"
"25","37","36","25","18","16","2020-01-17","0"
"25","37","36","25","18","16","2020-01-31","0"
"25","37","36","25","18","16","2020-02-14","0"
"59","87","85","59","42","38","2020-02-28","0"
"23","34","33","23","17","15","2020-03-13","0"
"25","37","36","25","18","16","2020-03-27","0"
"23","34","33","23","17","15","2020-04-10","0"
"25","37","36","25","18","16","2020-04-24","0"
"25","37","36","25","18","16","2020-05-08","0"
"27","40","39","27","19","17","2020-05-22","0"
"25","37","36","25","18","16","2020-06-05","0"
"27","40","39","27","19","17","2020-06-19","0"
"25","38","36","25","18","17","2020-07-03","0"
"21","33","31","21","15","15","2020-07-17","0"
"25","38","36","25","18","17","2020-07-31","0"
"21","33","31","21","15","15","2020-08-14","0"
"27","41","39","27","19","18","2020-08-28","0"
"21","33","31","21","15","15","2020-09-11","0"
"25","38","36","25","18","17","2020-09-25","0"
"23","35","33","23","17","16","2020-10-09","0"
"30","46","44","30","22","21","2020-10-23","0"
"32","49","46","32","23","22","2020-11-06","0"
"29","43","41","29","21","19","2020-11-20","0"
"34","52","49","34","24","23","2020-12-04","0"
"27","41","39","27","19","18","2020-12-18","0"
"25","38","36","25","18","17","2021-01-01","0"
"29","43","41","29","21","19","2021-01-15","0"
"23","35","33","23","17","16","2021-01-29","0"
"36","54","51","36","26","24","2021-02-12","0"
"32","49","46","32","23","22","2021-02-26","0"
"25","38","36","25","18","17","2021-03-12","0"
"27","41","39","27","19","18","2021-03-26","0"
"25","38","36","25","18","17","2021-04-09","0"
"25","38","36","25","18","17","2021-04-23","0"
"25","38","36","25","18","17","2021-05-07","0"
"25","38","36","25","18","17","2021-05-21","0"
